# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "GFF" "-p" "-t" "gene" "-g" "ID" "-a" "/media/BioNAS/ag_hallab/DATR/material/reference.gff" "-o" "../results/condition1/9929271/counts.txt" "../results/condition1/9929271/alignment_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../results/condition1/9929271/alignment_sorted.bam
YDR268W	chrIV	1003725	1005276	+	1552	2315
YDR269C	chrIV	1005665	1005988	-	324	0
YDR270W	chrIV	1005596	1008767	+	3172	2423
YDR271C	chrIV	1007978	1008793	-	816	0
YDR272W	chrIV	1008936	1010859	+	1924	1587
YDR273W	chrIV	1009395	1011403	+	2009	87
YDR274C	chrIV	1011243	1012871	-	1629	2
YDR275W	chrIV	1011573	1013260	+	1688	27
YDR276C	chrIV	1012990	1014481	-	1492	11238
YDR277C	chrIV	1014108	1015863	-	1756	4460
YDR278C	chrIV	1017001	1017318	-	318	16
YDR279W	chrIV	1019101	1020455	+	1355	596
YDR280W	chrIV	1019899	1021771	+	1873	3607
YDR281C	chrIV	1021667	1022436	-	770	215
YDR282C	chrIV	1023220	1024770	-	1551	1453
YDR283C	chrIV	1025070	1030049	-	4980	8138
YDR284C	chrIV	1030377	1031756	-	1380	3702
YDR285W	chrIV	1032436	1035063	+	2628	975
YDR286C	chrIV	1035110	1035900	-	791	10
YDR287W	chrIV	1035217	1037457	+	2241	1174
YDR288W	chrIV	1036951	1038288	+	1338	298
YDR289C	chrIV	1037855	1039586	-	1732	1471
YDR290W	chrIV	1039370	1039699	+	330	0
YDR291W	chrIV	1039690	1043251	+	3562	3526
YDR292C	chrIV	1042757	1045153	-	2397	5431
YDR293C	chrIV	1045313	1050243	-	4931	23330
YDR294C	chrIV	1050405	1052323	-	1919	5473
YDR295C	chrIV	1052542	1054910	-	2369	3027
YDR296W	chrIV	1054938	1056139	+	1202	2564
YDR297W	chrIV	1056373	1057770	+	1398	5698
YDR298C	chrIV	1057999	1059413	-	1415	6421
YDR299W	chrIV	1059586	1061523	+	1938	1945
YDR300C	chrIV	1060851	1062861	-	2011	5147
YDR301W	chrIV	1063282	1067556	+	4275	6174
YDR302W	chrIV	1067654	1068597	+	944	1536
YDR303C	chrIV	1068481	1071708	-	3228	6427
YDR304C	chrIV	1071761	1072811	-	1051	11177
YDR305C	chrIV	1072659	1074110	-	1452	304
YDR306C	chrIV	1073127	1075342	-	2216	1459
YDR307W	chrIV	1075806	1078050	+	2245	0
YDR308C	chrIV	1075773	1078538	-	2766	986
YDR309C	chrIV	1078684	1080736	-	2053	3594
YDR310C	chrIV	1081128	1084316	-	3189	6944
YDR311W	chrIV	1084937	1087097	+	2161	3386
YDR312W	chrIV	1087497	1089165	+	1669	2832
YDR313C	chrIV	1089034	1091699	-	2666	1667
YDR314C	chrIV	1090433	1092511	-	2079	372
YDR315C	chrIV	1092551	1093633	-	1083	741
YDR316W	chrIV	1093726	1095276	+	1551	1485
YDR317W	chrIV	1102132	1103554	+	1423	1012
YDR318W	chrIV	1103725	1105159	+	1435	181
YDR319C	chrIV	1104140	1105885	-	1746	805
YDR320C	chrIV	1106004	1108163	-	2160	2804
YDR320C-A	chrIV	1108128	1108768	-	641	0
YDR320W-B	chrIV	1108229	1109176	+	948	0
YDR321W	chrIV	1108671	1110101	+	1431	2875
YDR322W	chrIV	1110563	1111872	+	1310	2726
YDR322C-A	chrIV	1111649	1112340	-	692	1420
YDR323C	chrIV	1112294	1114074	-	1781	789
YDR324C	chrIV	1114433	1116763	-	2331	9935
YDR325W	chrIV	1116864	1120540	+	3677	3402
YDR326C	chrIV	1120609	1124925	-	4317	10374
YDR327W	chrIV	1125302	1125628	+	327	0
YDR328C	chrIV	1125145	1126163	-	1019	3905
YDR329C	chrIV	1126164	1127624	-	1461	2677
YDR330W	chrIV	1127791	1129603	+	1813	5782
YDR331W	chrIV	1129534	1130961	+	1428	3193
YDR332W	chrIV	1130976	1133155	+	2180	2120
YDR333C	chrIV	1133021	1135477	-	2457	4993
YDR334W	chrIV	1135932	1140476	+	4545	13053
YDR335W	chrIV	1140811	1144954	+	4144	10448
YDR336W	chrIV	1144310	1146134	+	1825	1209
YDR337W	chrIV	1146252	1147408	+	1157	2252
YDR338C	chrIV	1147247	1149717	-	2471	2184
YDR339C	chrIV	1149459	1150551	-	1093	3738
YDR340W	chrIV	1150881	1151183	+	303	152
YDR341C	chrIV	1151583	1153727	-	2145	17279
YDR342C	chrIV	1154074	1156412	-	2339	14783
YDR343C	chrIV	1159269	1161410	-	2142	12131
YDR344C	chrIV	1162006	1162449	-	444	309
YDR345C	chrIV	1162818	1164762	-	1945	55442
YDR346C	chrIV	1166895	1168886	-	1992	14190
YDR347W	chrIV	1169061	1170267	+	1207	4450
YDR348C	chrIV	1170024	1172068	-	2045	4652
YDR349C	chrIV	1172232	1174808	-	2577	10086
YDR350C	chrIV	1176047	1178231	-	2185	3926
YDR351W	chrIV	1178617	1181414	+	2798	3872
YDR352W	chrIV	1181613	1183315	+	1703	586
YDR353W	chrIV	1181965	1184534	+	2570	19845
YDR354W	chrIV	1184618	1186001	+	1384	3007
YDR354C-A	chrIV	1185139	1185282	-	144	0
YDR355C	chrIV	1186067	1186369	-	303	0
YDR356W	chrIV	1186107	1188941	+	2835	1558
YDR357C	chrIV	1189093	1189857	-	765	1453
YDR358W	chrIV	1190007	1191948	+	1942	2458
YDR359C	chrIV	1191936	1194884	-	2949	3658
YDR360W	chrIV	1194598	1195032	+	435	0
YDR361C	chrIV	1194891	1196297	-	1407	3717
YDR362C	chrIV	1196464	1198807	-	2344	2907
YDR363W	chrIV	1199006	1201491	+	2486	2179
YDR363W-A	chrIV	1202008	1202901	+	894	0
YDR364C	chrIV	1201902	1204242	-	2341	2280
YDR365C	chrIV	1204384	1206470	-	2087	13481
YDR366C	chrIV	1212438	1212836	-	399	271
YDR367W	chrIV	1212724	1213861	+	1138	1389
YDR368W	chrIV	1213765	1215015	+	1251	6228
YDR369C	chrIV	1215016	1217580	-	2565	1633
YDR370C	chrIV	1217660	1219175	-	1516	2572
YDR371W	chrIV	1219298	1221086	+	1789	690
YDR371C-A	chrIV	1219340	1220109	-	770	0
YDR372C	chrIV	1220889	1222465	-	1577	6490
YDR373W	chrIV	1222658	1223462	+	805	5008
YDR374C	chrIV	1223474	1224394	-	921	87
YDR374W-A	chrIV	1224730	1225357	+	628	546
YDR375C	chrIV	1225091	1226579	-	1489	2399
YDR376W	chrIV	1226729	1228469	+	1741	2279
YDR377W	chrIV	1227863	1229643	+	1781	2719
YDR378C	chrIV	1229047	1230061	-	1015	54
YDR379W	chrIV	1230033	1233274	+	3242	3019
YDR379C-A	chrIV	1233148	1233766	-	619	1046
YDR380W	chrIV	1234110	1236269	+	2160	15334
YDR381W	chrIV	1236461	1238352	+	1892	11350
YDR381C-A	chrIV	1238198	1239033	-	836	0
YDR382W	chrIV	1239345	1240067	+	723	0
YDR383C	chrIV	1238408	1241042	-	2635	603
YDR384C	chrIV	1241044	1242540	-	1497	3183
YDR385W	chrIV	1243142	1245963	+	2822	108397
YDR386W	chrIV	1246063	1248210	+	2148	881
YDR387C	chrIV	1247948	1249967	-	2020	1348
YDR388W	chrIV	1250135	1252152	+	2018	10212
YDR389W	chrIV	1252015	1254951	+	2937	6713
YDR390C	chrIV	1254754	1256876	-	2123	3614
YDR391C	chrIV	1257275	1258514	-	1240	2038
YDR392W	chrIV	1258191	1259984	+	1794	1743
YDR393W	chrIV	1259813	1261460	+	1648	2112
YDR394W	chrIV	1261365	1263118	+	1754	22719
YDR395W	chrIV	1263194	1266255	+	3062	17989
YDR396W	chrIV	1266295	1266795	+	501	0
YDR397C	chrIV	1266185	1267252	-	1068	462
YDR398W	chrIV	1267357	1269772	+	2416	13204
YDR399W	chrIV	1269999	1270976	+	978	14083
YDR400W	chrIV	1271006	1272335	+	1330	3525
YDR401W	chrIV	1272223	1272786	+	564	0
YDR402C	chrIV	1272234	1273703	-	1470	226
YDR403W	chrIV	1274602	1276212	+	1611	635
YDR404C	chrIV	1276074	1277907	-	1834	3836
YDR405W	chrIV	1277593	1279201	+	1609	958
YDR406W	chrIV	1279210	1283799	+	4590	6164
YDR406W-A	chrIV	1283799	1284044	+	246	15
YDR407C	chrIV	1284000	1288060	-	4061	5987
YDR408C	chrIV	1288122	1289151	-	1030	3270
YDR409W	chrIV	1289406	1292120	+	2715	2068
YDR410C	chrIV	1292242	1293200	-	959	1889
YDR411C	chrIV	1293119	1294444	-	1326	2431
YDR412W	chrIV	1294611	1295640	+	1030	230
YDR413C	chrIV	1294836	1295411	-	576	0
YDR414C	chrIV	1295340	1296883	-	1544	1357
YDR415C	chrIV	1296692	1298215	-	1524	2138
YDR416W	chrIV	1298346	1301043	+	2698	2569
YDR417C	chrIV	1301555	1301926	-	372	0
YDR418W	chrIV	1300681	1302713	+	2033	6344
YDR419W	chrIV	1303169	1305459	+	2291	2343
YDR420W	chrIV	1306267	1311675	+	5409	7150
YDR421W	chrIV	1311956	1314921	+	2966	2055
YDR422C	chrIV	1315031	1317883	-	2853	5440
YDR423C	chrIV	1317952	1319324	-	1373	2526
YDR424C	chrIV	1319294	1319935	-	642	1037
YDR425W	chrIV	1320018	1322052	+	2035	846
YDR426C	chrIV	1321629	1322006	-	378	0
YDR427W	chrIV	1322173	1324346	+	2174	3729
YDR428C	chrIV	1322700	1324844	-	2145	0
YDR429C	chrIV	1323931	1325319	-	1389	5406
YDR430C	chrIV	1325450	1328541	-	3092	7577
YDR431W	chrIV	1328390	1328701	+	312	0
YDR432W	chrIV	1328783	1330027	+	1245	0
YDR433W	chrIV	1328796	1330736	+	1941	1082
YDR434W	chrIV	1331049	1332977	+	1929	4190
YDR435C	chrIV	1332825	1334349	-	1525	2448
YDR436W	chrIV	1334568	1337116	+	2549	2060
YDR437W	chrIV	1337285	1339301	+	2017	19
YDR438W	chrIV	1337443	1339472	+	2030	19
YDR439W	chrIV	1339443	1340974	+	1532	499
YDR440W	chrIV	1342406	1344470	+	2065	1534
YDR441C	chrIV	1344160	1345232	-	1073	1687
YDR442W	chrIV	1345633	1346810	+	1178	18
YDR443C	chrIV	1345676	1349938	-	4263	2548
YDR444W	chrIV	1350205	1352433	+	2229	1545
YDR445C	chrIV	1352182	1352589	-	408	0
YDR446W	chrIV	1353725	1354633	+	909	25
YDR447C	chrIV	1354576	1355631	-	1056	6375
YDR448W	chrIV	1356029	1357472	+	1444	1594
YDR449C	chrIV	1357116	1358946	-	1831	4065
YDR450W	chrIV	1359893	1361096	+	1204	10723
YDR451C	chrIV	1360781	1362243	-	1463	1116
YDR452W	chrIV	1362728	1365090	+	2363	6572
YDR453C	chrIV	1364885	1366022	-	1138	2484
YDR454C	chrIV	1365758	1366897	-	1140	4653
YDR455C	chrIV	1367373	1367681	-	309	4
YDR456W	chrIV	1367400	1369518	+	2119	4543
YDR457W	chrIV	1369790	1379596	+	9807	33555
YDR458C	chrIV	1379809	1382107	-	2299	3585
YDR459C	chrIV	1382144	1383739	-	1596	831
YDR460W	chrIV	1382963	1384979	+	2017	586
YDR461W	chrIV	1384424	1385434	+	1011	792
YDR461C-A	chrIV	1385332	1385831	-	500	762
YDR462W	chrIV	1386019	1386697	+	679	1827
YDR463W	chrIV	1386753	1388585	+	1833	4349
YDR464W	chrIV	1388872	1393179	+	4308	4573
YDR464C-A	chrIV	1392492	1392680	-	189	0
YDR465C	chrIV	1393173	1394806	-	1634	5498
YDR466W	chrIV	1395026	1398065	+	3040	2636
YDR467C	chrIV	1396747	1398254	-	1508	0
YDR468C	chrIV	1397712	1398814	-	1103	0
YDR469W	chrIV	1398088	1401744	+	3657	886
YDR470C	chrIV	1399513	1401371	-	1859	0
YDR471W	chrIV	1401681	1402918	+	1238	13174
YDR472W	chrIV	1403187	1404441	+	1255	2153
YDR473C	chrIV	1404215	1405933	-	1719	555
YDR475C	chrIV	1407337	1410276	-	2940	3092
YDR476C	chrIV	1410251	1412173	-	1923	3194
YDR477W	chrIV	1412079	1414444	+	2366	6640
YDR478W	chrIV	1414535	1416455	+	1921	512
YDR479C	chrIV	1415128	1417132	-	2005	846
YDR480W	chrIV	1417399	1418370	+	972	704
YDR481C	chrIV	1418434	1420305	-	1872	7370
YDR482C	chrIV	1420247	1421009	-	763	386
YDR483W	chrIV	1420644	1422637	+	1994	17079
YDR484W	chrIV	1422732	1424839	+	2108	1913
YDR485C	chrIV	1424668	1427276	-	2609	2305
YDR486C	chrIV	1427102	1428178	-	1077	2626
YDR487C	chrIV	1428240	1430782	-	2543	7260
YDR488C	chrIV	1429036	1430838	-	1803	2
YDR489W	chrIV	1430994	1433377	+	2384	1095
YDR490C	chrIV	1431775	1434375	-	2601	1428
YDR491C	chrIV	1434500	1434991	-	492	13
YDR492W	chrIV	1434686	1436225	+	1540	4239
YDR493W	chrIV	1436057	1436840	+	784	978
YDR494W	chrIV	1436801	1438090	+	1290	2791
YDR495C	chrIV	1437964	1441207	-	3244	2215
YDR496C	chrIV	1441192	1443441	-	2250	15680
YDR497C	chrIV	1443604	1445623	-	2020	12744
YDR498C	chrIV	1445165	1450109	-	4945	2018
YDR499W	chrIV	1447800	1450187	+	2388	0
YDR500C	chrIV	1449981	1450874	-	894	9618
YDR501W	chrIV	1451353	1452918	+	1566	563
YDR502C	chrIV	1452816	1454556	-	1741	3366
YDR503C	chrIV	1454830	1455949	-	1120	1645
YDR504C	chrIV	1456086	1458095	-	2010	491
YDR505C	chrIV	1456519	1459409	-	2891	3097
YDR506C	chrIV	1459304	1461607	-	2304	1487
YDR507C	chrIV	1462176	1465824	-	3649	5192
YDR508C	chrIV	1466219	1468567	-	2349	13743
YDR509W	chrIV	1468226	1468573	+	348	0
YDR510W	chrIV	1468610	1469859	+	1250	2753
YDR510C-A	chrIV	1469695	1469811	-	117	0
YDR511W	chrIV	1469832	1471050	+	1219	20
YDR512C	chrIV	1470417	1471194	-	778	0
YDR513W	chrIV	1470026	1471559	+	1534	984
YDR514C	chrIV	1471422	1473074	-	1653	1671
YDR515W	chrIV	1473202	1474873	+	1672	3495
YDR516C	chrIV	1474842	1476588	-	1747	9623
YDR517W	chrIV	1476623	1478460	+	1838	5546
YDR518W	chrIV	1478467	1480211	+	1745	2706
YDR519W	chrIV	1479966	1482129	+	2164	1887
YDR520C	chrIV	1480938	1483487	-	2550	434
YDR521W	chrIV	1483141	1483476	+	336	0
YDR522C	chrIV	1483795	1485303	-	1509	335
YDR523C	chrIV	1485514	1487263	-	1750	450
YDR524C	chrIV	1487035	1489060	-	2026	4016
YDR524W-C	chrIV	1489403	1489492	+	90	0
YDR524C-B	chrIV	1489179	1489982	-	804	23462
YDR524C-A	chrIV	1489805	1490886	-	1082	0
YDR525W	chrIV	1489905	1490234	+	330	0
YDR525W-A	chrIV	1489989	1491058	+	1070	123
YDR526C	chrIV	1491075	1491545	-	471	0
YDR527W	chrIV	1491063	1493174	+	2112	25122
YDR528W	chrIV	1494268	1495999	+	1732	921
YDR529C	chrIV	1495785	1496585	-	801	2139
YDR530C	chrIV	1496462	1498018	-	1557	1354
YDR531W	chrIV	1497933	1499416	+	1484	3345
YDR532C	chrIV	1499334	1500809	-	1476	779
YDR533C	chrIV	1501208	1502385	-	1178	10185
YDR534C	chrIV	1503065	1505484	-	2420	653
YDR535C	chrIV	1506606	1507362	-	757	126
YDR536W	chrIV	1507861	1509860	+	2000	723
YDR537C	chrIV	1510856	1511461	-	606	0
YDR538W	chrIV	1509972	1511919	+	1948	789
YDR539W	chrIV	1512000	1513955	+	1956	3348
YDR540C	chrIV	1516282	1518078	-	1797	774
YDR541C	chrIV	1519437	1520919	-	1483	1442
YDR542W	chrIV	1523249	1523611	+	363	10
YDR543C	chrIV	1524634	1524933	-	300	0
YDR544C	chrIV	1525095	1525523	-	429	0
YDR545W	chrIV	1526321	1531711	+	5391	4674
YDR545C-A	chrIV	1530863	1531342	-	480	0
YEL077C	chrV	264	4097	-	3834	1908
YEL077W-A	chrV	630	1112	+	483	0
YEL076C-A	chrV	4185	5114	-	930	108
YEL076C	chrV	4464	5114	-	651	0
YEL075W-A	chrV	4870	5481	+	612	62
YEL075C	chrV	5345	5713	-	369	83
YEL074W	chrV	6126	6464	+	339	9
YEL073C	chrV	6517	7821	-	1305	287
YEL072W	chrV	13576	14756	+	1181	429
YEL071W	chrV	16157	18109	+	1953	41121
YEL070W	chrV	19589	21097	+	1509	283
YEL069C	chrV	21537	23231	-	1695	504
YEL068C	chrV	25397	26510	-	1114	655
YEL067C	chrV	26189	26776	-	588	0
YEL066W	chrV	26117	27652	+	1536	710
YEL065W	chrV	27345	29757	+	2413	5609
YEL064C	chrV	29469	31308	-	1840	952
YEL063C	chrV	31353	33713	-	2361	9320
YEL062W	chrV	34224	36393	+	2170	1860
YEL061C	chrV	36279	39660	-	3382	2400
YEL060C	chrV	39811	42126	-	2316	29702
YEL059C-A	chrV	42325	43077	-	753	398
YEL059W	chrV	42652	42960	+	309	0
YEL058W	chrV	43208	45326	+	2119	10146
YEL057C	chrV	44914	45990	-	1077	206
YEL056W	chrV	47117	48542	+	1426	2917
YEL055C	chrV	48281	51594	-	3314	12589
YEL054C	chrV	52181	53323	-	1143	7205
YEL053W-A	chrV	52908	53255	+	348	0
YEL053C	chrV	53794	56217	-	2424	4337
YEL052W	chrV	56321	58169	+	1849	3553
YEL051W	chrV	58312	59373	+	1062	7579
YEL050W-A	chrV	59495	59807	+	313	0
YEL050C	chrV	59447	61031	-	1585	3225
YEL049W	chrV	63554	64235	+	682	0
YEL048C	chrV	62797	65265	-	2469	1047
YEL047C	chrV	65385	66797	-	1413	4975
YEL046C	chrV	67007	68910	-	1904	21296
YEL045C	chrV	68840	69265	-	426	0
YEL044W	chrV	69040	70395	+	1356	1790
YEL043W	chrV	70433	73436	+	3004	4773
YEL042W	chrV	73569	75903	+	2335	10970
YEL041W	chrV	75675	77794	+	2120	739
YEL040W	chrV	78005	79689	+	1685	15001
YEL039C	chrV	79489	80170	-	682	292
YEL038W	chrV	80433	81364	+	932	3052
YEL037C	chrV	81184	82788	-	1605	14167
YEL036C	chrV	82966	84832	-	1867	5016
YEL035C	chrV	85045	85545	-	501	41
YEL034C-A	chrV	85429	86330	-	902	0
YEL034W	chrV	85195	86368	+	1174	0
YEL033W	chrV	86179	86598	+	420	7
YEL032W	chrV	86853	90071	+	3219	7713
YEL032C-A	chrV	87040	87201	-	162	0
YEL031W	chrV	90187	94008	+	3822	61087
YEL030C-A	chrV	94583	94897	-	315	0
YEL030W	chrV	94191	96948	+	2758	667
YEL029C	chrV	96494	97909	-	1416	25
YEL028W	chrV	97084	99253	+	2170	1016
YEL027W	chrV	100706	102300	+	1595	1976
YEL026W	chrV	100905	102394	+	1490	82
YEL025C	chrV	102581	106147	-	3567	5585
YEL024W	chrV	107159	108525	+	1367	2208
YEL023C	chrV	108378	111122	-	2745	1247
YEL022W	chrV	111340	115873	+	4534	10579
YEL021W	chrV	116070	117120	+	1051	0
YEL020C-B	chrV	117183	117380	-	198	0
YEL020W-A	chrV	116531	117671	+	1141	4975
YEL020C	chrV	118617	120299	-	1683	1854
YEL019C	chrV	120343	121311	-	969	410
YEL018C-A	chrV	121455	121988	-	534	0
YEL018W	chrV	121415	122462	+	1048	3
YEL017C-A	chrV	122091	123096	-	1006	6820
YEL017W	chrV	123176	124767	+	1592	1234
YEL016C	chrV	124560	126430	-	1871	1406
YEL015W	chrV	126580	128751	+	2172	2985
YEL014C	chrV	128303	128608	-	306	0
YEL013W	chrV	128551	131010	+	2460	8676
YEL012W	chrV	131616	132660	+	1045	1438
YEL011W	chrV	133011	135353	+	2343	6382
YEL010W	chrV	136279	136629	+	351	4
YEL009C-A	chrV	136371	136778	-	408	10
YEL009C	chrV	138823	140489	-	1667	23746
YEL008W	chrV	140400	141265	+	866	20
YEL008C-A	chrV	140310	141050	-	741	0
YEL007W	chrV	141892	143892	+	2001	2203
YEL006W	chrV	144264	145726	+	1463	3116
YEL005C	chrV	145493	147856	-	2364	898
YEL004W	chrV	146894	148331	+	1438	0
YEL003W	chrV	146965	148723	+	1759	532
YEL002C	chrV	148562	150081	-	1520	12031
YEL001C	chrV	149991	151017	-	1027	8499
YER001W	chrV	153471	156098	+	2628	8129
YER002W	chrV	156369	157612	+	1244	2739
YER003C	chrV	157436	159162	-	1727	6833
YER004W	chrV	159092	160536	+	1445	8465
YER005W	chrV	160501	162741	+	2241	4695
YER006W	chrV	162684	164511	+	1828	10677
YER006C-A	chrV	164344	164661	-	318	0
YER007W	chrV	164486	166230	+	1745	724
YER007C-A	chrV	165671	166910	-	1240	2876
YER008C	chrV	167703	171884	-	4182	8950
YER009W	chrV	172046	172753	+	708	5405
YER010C	chrV	172506	173440	-	935	1801
YER011W	chrV	174912	176279	+	1368	767
YER012W	chrV	177720	178658	+	939	14340
YER013W	chrV	178841	182278	+	3438	3466
YER014W	chrV	182546	184349	+	1804	1931
YER014C-A	chrV	183731	184700	-	970	6
YER015W	chrV	184501	187028	+	2528	1333
YER016W	chrV	188225	189432	+	1208	1474
YER017C	chrV	189340	191903	-	2564	4
YER018C	chrV	189536	194217	-	4682	152
YER019W	chrV	192486	194327	+	1842	0
YER019C-A	chrV	192438	195108	-	2671	3122
YER020W	chrV	194845	197181	+	2337	3645
YER021W	chrV	196874	198650	+	1777	20247
YER022W	chrV	198769	200974	+	2206	3103
YER023W	chrV	200997	203074	+	2078	6018
YER023C-A	chrV	201522	201734	-	213	0
YER024W	chrV	202192	204963	+	2772	1705
YER025W	chrV	205186	207132	+	1947	18948
YER026C	chrV	207416	208539	-	1124	6307
YER027C	chrV	208683	210405	-	1723	4521
YER028C	chrV	210238	211944	-	1707	1407
YER029C	chrV	212468	213481	-	1014	1071
YER030W	chrV	213349	214437	+	1089	984
YER031C	chrV	213753	214788	-	1036	1037
YER032W	chrV	214963	217951	+	2989	1419
YER033C	chrV	218057	221287	-	3231	1632
YER034W	chrV	221787	222744	+	958	1
YER035W	chrV	221857	223244	+	1388	2462
YER036C	chrV	223139	225236	-	2098	44644
YER037W	chrV	225808	227074	+	1267	400
YER038C	chrV	226056	228262	-	2207	1120
YER038W-A	chrV	228379	229594	+	1216	1
YER039C	chrV	228326	229450	-	1125	0
YER039C-A	chrV	228799	229507	-	709	0
YER040W	chrV	229702	232250	+	2549	1883
YER041W	chrV	232375	234935	+	2561	1775
YER042W	chrV	234841	235746	+	906	2731
YER043C	chrV	235535	237224	-	1690	25920
YER044C	chrV	237439	239432	-	1994	2752
YER044C-A	chrV	238460	239774	-	1315	65
YER045C	chrV	239905	241801	-	1897	3926
YER046W	chrV	242486	243707	+	1222	837
YER046W-A	chrV	243700	244029	+	330	0
YER047C	chrV	243810	246503	-	2694	1075
YER048C	chrV	246581	248259	-	1679	6144
YER048W-A	chrV	250637	251721	+	1085	3960
YER049W	chrV	251629	253877	+	2249	10064
YER050C	chrV	253654	254444	-	791	2250
YER051W	chrV	254643	256152	+	1510	1432
YER052C	chrV	256214	258111	-	1898	8143
YER053C	chrV	258588	260094	-	1507	3134
YER053C-A	chrV	260560	261280	-	721	168
YER054C	chrV	261870	264247	-	2378	595
YER055C	chrV	263733	265929	-	2197	270
YER056C	chrV	264973	269343	-	4371	34629
YER056C-A	chrV	269341	271055	-	1715	10488
YER057C	chrV	270647	271538	-	892	266
YER058W	chrV	271706	272257	+	552	715
YER059W	chrV	272442	274466	+	2025	2175
YER060W	chrV	274526	276250	+	1725	1703
YER060W-A	chrV	276488	278311	+	1824	608
YER061C	chrV	277831	279711	-	1881	2521
YER062C	chrV	279692	280839	-	1148	14525
YER063W	chrV	281303	282591	+	1289	44
YER064C	chrV	281575	284312	-	2738	8122
YER065C	chrV	285114	287255	-	2142	2752
YER066W	chrV	288801	290938	+	2138	887
YER066C-A	chrV	291703	292203	-	501	3
YER067W	chrV	291740	292745	+	1006	25
YER067C-A	chrV	292240	292563	-	324	0
YER068W	chrV	292930	294928	+	1999	4105
YER068C-A	chrV	295301	295732	-	432	1
YER069W	chrV	295335	298162	+	2828	5520
YER070W	chrV	298872	301874	+	3003	17882
YER071C	chrV	301703	302487	-	785	828
YER072W	chrV	302456	303341	+	886	6910
YER073W	chrV	303339	306296	+	2958	5779
YER074W	chrV	306246	307412	+	1167	11657
YER074W-A	chrV	307448	308520	+	1073	1613
YER075C	chrV	308413	311199	-	2787	3319
YER076C	chrV	312294	313970	-	1677	826
YER076W-A	chrV	313390	313737	+	348	0
YER077C	chrV	314426	316778	-	2353	3354
YER078C	chrV	316690	318566	-	1877	0
YER078W-A	chrV	316769	318872	+	2104	18
YER079W	chrV	318839	319855	+	1017	515
YER079C-A	chrV	319902	320240	-	339	0
YER080W	chrV	319918	322230	+	2313	8895
YER081W	chrV	322213	324278	+	2066	8177
YER082C	chrV	323918	325999	-	2082	6802
YER083C	chrV	325831	327076	-	1246	3830
YER084W	chrV	327065	327451	+	387	44
YER084W-A	chrV	327598	328110	+	513	0
YER085C	chrV	327475	328288	-	814	10
YER086W	chrV	328332	330378	+	2047	8217
YER087W	chrV	330512	332474	+	1963	1108
YER087C-A	chrV	331817	332368	-	552	0
YER087C-B	chrV	332218	332877	-	660	2172
YER088C	chrV	333012	335458	-	2447	3520
YER088C-A	chrV	335262	337294	-	2033	0
YER088W-B	chrV	335311	336200	+	890	0
YER089C	chrV	335862	337692	-	1831	450
YER090W	chrV	337879	339728	+	1850	7269
YER090C-A	chrV	338322	338411	-	90	0
YER091C	chrV	339639	342408	-	2770	39841
YER091C-A	chrV	342390	342611	-	222	2
YER092W	chrV	342846	343701	+	856	1372
YER093C	chrV	343320	347612	-	4293	3527
YER093C-A	chrV	347774	348434	-	661	967
YER094C	chrV	348575	349685	-	1111	13690
YER095W	chrV	349913	351606	+	1694	3887
YER096W	chrV	351534	353407	+	1874	577
YER097W	chrV	355140	355469	+	330	487
YER098W	chrV	355283	358153	+	2871	274
YER099C	chrV	355850	359099	-	3250	3338
YER100W	chrV	359276	360422	+	1147	4302
YER101C	chrV	360322	362244	-	1923	781
YER102W	chrV	361691	363092	+	1402	1594
YER103W	chrV	363853	366645	+	2793	169739
YER104W	chrV	366784	369162	+	2379	410
YER105C	chrV	367593	372032	-	4440	9499
YER106W	chrV	372326	373234	+	909	96
YER107C	chrV	373204	374751	-	1548	2944
YER107W-A	chrV	374394	374714	+	321	0
YER110C	chrV	378610	382268	-	3659	21245
YER111C	chrV	382595	385876	-	3282	1993
YER112W	chrV	387131	387910	+	780	2029
YER113C	chrV	387786	390210	-	2425	5343
YER114C	chrV	390401	394018	-	3618	4539
YER115C	chrV	394163	396121	-	1959	151
YER116C	chrV	394522	396272	-	1751	0
YER117W	chrV	395711	398087	+	2377	13355
YER118C	chrV	397663	399354	-	1692	2360
YER119C	chrV	399263	400878	-	1616	2575
YER119C-A	chrV	400867	401238	-	372	0
YER120W	chrV	400514	402104	+	1591	7533
YER121W	chrV	402044	402912	+	869	127
YER122C	chrV	402721	404434	-	1714	8068
YER123W	chrV	404625	406936	+	2312	5395
YER124C	chrV	406765	409103	-	2339	36761
YER125W	chrV	409685	413015	+	3331	17417
YER126C	chrV	412838	414281	-	1444	7162
YER127W	chrV	414451	415755	+	1305	3374
YER128W	chrV	415850	417079	+	1230	1142
YER129W	chrV	417281	420709	+	3429	5603
YER130C	chrV	420862	422542	-	1681	5277
YER131W	chrV	423445	423951	+	507	1492
YER132C	chrV	425188	430449	-	5262	9476
YER133W	chrV	432347	434424	+	2078	11271
YER133W-A	chrV	437191	437532	+	342	0
YER134C	chrV	436308	437979	-	1672	237
YER135C	chrV	437380	438557	-	1178	387
YER136W	chrV	439456	441300	+	1845	12847
YER137C	chrV	441202	442005	-	804	74345
YER137W-A	chrV	441575	441880	+	306	0
YER138W-A	chrV	449474	449578	+	105	809
