# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "GFF" "-p" "-t" "gene" "-g" "ID" "-a" "/media/BioNAS/ag_hallab/DATR/material/reference.gff" "-o" "../results/condition2/9929281/counts.txt" "../results/condition2/9929281/alignment_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../results/condition2/9929281/alignment_sorted.bam
YEL076C	chrV	4464	5114	-	651	0
YEL075W-A	chrV	4870	5481	+	612	70
YEL075C	chrV	5345	5713	-	369	122
YEL074W	chrV	6126	6464	+	339	12
YEL073C	chrV	6517	7821	-	1305	748
YEL072W	chrV	13576	14756	+	1181	786
YEL071W	chrV	16157	18109	+	1953	25687
YEL070W	chrV	19589	21097	+	1509	420
YEL069C	chrV	21537	23231	-	1695	577
YEL068C	chrV	25397	26510	-	1114	849
YEL067C	chrV	26189	26776	-	588	0
YEL066W	chrV	26117	27652	+	1536	1277
YEL065W	chrV	27345	29757	+	2413	4353
YEL064C	chrV	29469	31308	-	1840	1180
YEL063C	chrV	31353	33713	-	2361	7577
YEL062W	chrV	34224	36393	+	2170	2220
YEL061C	chrV	36279	39660	-	3382	3209
YEL060C	chrV	39811	42126	-	2316	20631
YEL059C-A	chrV	42325	43077	-	753	491
YEL059W	chrV	42652	42960	+	309	0
YEL058W	chrV	43208	45326	+	2119	9832
YEL057C	chrV	44914	45990	-	1077	304
YEL056W	chrV	47117	48542	+	1426	3446
YEL055C	chrV	48281	51594	-	3314	13905
YEL054C	chrV	52181	53323	-	1143	11470
YEL053W-A	chrV	52908	53255	+	348	0
YEL053C	chrV	53794	56217	-	2424	5335
YEL052W	chrV	56321	58169	+	1849	4160
YEL051W	chrV	58312	59373	+	1062	8694
YEL050W-A	chrV	59495	59807	+	313	0
YEL050C	chrV	59447	61031	-	1585	3187
YEL049W	chrV	63554	64235	+	682	0
YEL048C	chrV	62797	65265	-	2469	1759
YEL047C	chrV	65385	66797	-	1413	7500
YEL046C	chrV	67007	68910	-	1904	20475
YEL045C	chrV	68840	69265	-	426	0
YEL044W	chrV	69040	70395	+	1356	1539
YEL043W	chrV	70433	73436	+	3004	7044
YEL042W	chrV	73569	75903	+	2335	16043
YEL041W	chrV	75675	77794	+	2120	1123
YEL040W	chrV	78005	79689	+	1685	10461
YEL039C	chrV	79489	80170	-	682	161
YEL038W	chrV	80433	81364	+	932	2909
YEL037C	chrV	81184	82788	-	1605	9706
YEL036C	chrV	82966	84832	-	1867	5895
YEL035C	chrV	85045	85545	-	501	17
YEL034C-A	chrV	85429	86330	-	902	0
YEL034W	chrV	85195	86368	+	1174	0
YEL033W	chrV	86179	86598	+	420	0
YEL032W	chrV	86853	90071	+	3219	7618
YEL032C-A	chrV	87040	87201	-	162	0
YEL031W	chrV	90187	94008	+	3822	47185
YEL030C-A	chrV	94583	94897	-	315	0
YEL030W	chrV	94191	96948	+	2758	1140
YEL029C	chrV	96494	97909	-	1416	31
YEL028W	chrV	97084	99253	+	2170	1429
YEL027W	chrV	100706	102300	+	1595	2525
YEL026W	chrV	100905	102394	+	1490	89
YEL025C	chrV	102581	106147	-	3567	8238
YEL024W	chrV	107159	108525	+	1367	2467
YEL023C	chrV	108378	111122	-	2745	1879
YEL022W	chrV	111340	115873	+	4534	12153
YEL021W	chrV	116070	117120	+	1051	0
YEL020C-B	chrV	117183	117380	-	198	0
YEL020W-A	chrV	116531	117671	+	1141	2659
YEL020C	chrV	118617	120299	-	1683	2529
YEL019C	chrV	120343	121311	-	969	654
YEL018C-A	chrV	121455	121988	-	534	0
YEL018W	chrV	121415	122462	+	1048	5
YEL017C-A	chrV	122091	123096	-	1006	11946
YEL017W	chrV	123176	124767	+	1592	1986
YEL016C	chrV	124560	126430	-	1871	3238
YEL015W	chrV	126580	128751	+	2172	3246
YEL014C	chrV	128303	128608	-	306	0
YEL013W	chrV	128551	131010	+	2460	9152
YEL012W	chrV	131616	132660	+	1045	1143
YEL011W	chrV	133011	135353	+	2343	3339
YEL010W	chrV	136279	136629	+	351	28
YEL009C-A	chrV	136371	136778	-	408	45
YEL009C	chrV	138823	140489	-	1667	26468
YEL008W	chrV	140400	141265	+	866	20
YEL008C-A	chrV	140310	141050	-	741	0
YEL007W	chrV	141892	143892	+	2001	2370
YEL006W	chrV	144264	145726	+	1463	4552
YEL005C	chrV	145493	147856	-	2364	1246
YEL004W	chrV	146894	148331	+	1438	0
YEL003W	chrV	146965	148723	+	1759	445
YEL002C	chrV	148562	150081	-	1520	14105
YEL001C	chrV	149991	151017	-	1027	9790
YER001W	chrV	153471	156098	+	2628	9518
YER002W	chrV	156369	157612	+	1244	1990
YER003C	chrV	157436	159162	-	1727	9787
YER004W	chrV	159092	160536	+	1445	6244
YER005W	chrV	160501	162741	+	2241	6691
YER006W	chrV	162684	164511	+	1828	10093
YER006C-A	chrV	164344	164661	-	318	0
YER007W	chrV	164486	166230	+	1745	730
YER007C-A	chrV	165671	166910	-	1240	3191
YER008C	chrV	167703	171884	-	4182	10986
YER009W	chrV	172046	172753	+	708	7544
YER010C	chrV	172506	173440	-	935	2419
YER011W	chrV	174912	176279	+	1368	5624
YER012W	chrV	177720	178658	+	939	6720
YER013W	chrV	178841	182278	+	3438	3869
YER014W	chrV	182546	184349	+	1804	2069
YER014C-A	chrV	183731	184700	-	970	13
YER015W	chrV	184501	187028	+	2528	1835
YER016W	chrV	188225	189432	+	1208	1905
YER017C	chrV	189340	191903	-	2564	2
YER018C	chrV	189536	194217	-	4682	284
YER019W	chrV	192486	194327	+	1842	0
YER019C-A	chrV	192438	195108	-	2671	2983
YER020W	chrV	194845	197181	+	2337	5858
YER021W	chrV	196874	198650	+	1777	10016
YER022W	chrV	198769	200974	+	2206	2894
YER023W	chrV	200997	203074	+	2078	7820
YER023C-A	chrV	201522	201734	-	213	0
YER024W	chrV	202192	204963	+	2772	2009
YER025W	chrV	205186	207132	+	1947	17554
YER026C	chrV	207416	208539	-	1124	5273
YER027C	chrV	208683	210405	-	1723	4436
YER028C	chrV	210238	211944	-	1707	1222
YER029C	chrV	212468	213481	-	1014	922
YER030W	chrV	213349	214437	+	1089	851
YER031C	chrV	213753	214788	-	1036	1230
YER032W	chrV	214963	217951	+	2989	2476
YER033C	chrV	218057	221287	-	3231	1898
YER034W	chrV	221787	222744	+	958	0
YER035W	chrV	221857	223244	+	1388	1711
YER036C	chrV	223139	225236	-	2098	37891
YER037W	chrV	225808	227074	+	1267	307
YER038C	chrV	226056	228262	-	2207	1394
YER038W-A	chrV	228379	229594	+	1216	4
YER039C	chrV	228326	229450	-	1125	0
YER039C-A	chrV	228799	229507	-	709	0
YER040W	chrV	229702	232250	+	2549	2350
YER041W	chrV	232375	234935	+	2561	2644
YER042W	chrV	234841	235746	+	906	1398
YER043C	chrV	235535	237224	-	1690	29921
YER044C	chrV	237439	239432	-	1994	3653
YER044C-A	chrV	238460	239774	-	1315	113
YER045C	chrV	239905	241801	-	1897	3306
YER046W	chrV	242486	243707	+	1222	863
YER046W-A	chrV	243700	244029	+	330	0
YER047C	chrV	243810	246503	-	2694	1544
YER048C	chrV	246581	248259	-	1679	5109
YER048W-A	chrV	250637	251721	+	1085	3486
YER049W	chrV	251629	253877	+	2249	11083
YER050C	chrV	253654	254444	-	791	1637
YER051W	chrV	254643	256152	+	1510	1395
YER052C	chrV	256214	258111	-	1898	8043
YER053C	chrV	258588	260094	-	1507	2726
YER053C-A	chrV	260560	261280	-	721	228
YER054C	chrV	261870	264247	-	2378	967
YER055C	chrV	263733	265929	-	2197	223
YER056C	chrV	264973	269343	-	4371	31678
YER056C-A	chrV	269341	271055	-	1715	18181
YER057C	chrV	270647	271538	-	892	324
YER058W	chrV	271706	272257	+	552	748
YER059W	chrV	272442	274466	+	2025	2500
YER060W	chrV	274526	276250	+	1725	3622
YER060W-A	chrV	276488	278311	+	1824	990
YER061C	chrV	277831	279711	-	1881	2611
YER062C	chrV	279692	280839	-	1148	11965
YER063W	chrV	281303	282591	+	1289	61
YER064C	chrV	281575	284312	-	2738	5425
YER065C	chrV	285114	287255	-	2142	2624
YER066W	chrV	288801	290938	+	2138	1150
YER066C-A	chrV	291703	292203	-	501	1
YER067W	chrV	291740	292745	+	1006	11
YER067C-A	chrV	292240	292563	-	324	0
YER068W	chrV	292930	294928	+	1999	3354
YER068C-A	chrV	295301	295732	-	432	2
YER069W	chrV	295335	298162	+	2828	5359
YER070W	chrV	298872	301874	+	3003	20223
YER071C	chrV	301703	302487	-	785	824
YER072W	chrV	302456	303341	+	886	6173
YER073W	chrV	303339	306296	+	2958	10282
YER074W	chrV	306246	307412	+	1167	21937
YER074W-A	chrV	307448	308520	+	1073	1935
YER075C	chrV	308413	311199	-	2787	3626
YER076C	chrV	312294	313970	-	1677	1094
YER076W-A	chrV	313390	313737	+	348	0
YER077C	chrV	314426	316778	-	2353	3254
YER078C	chrV	316690	318566	-	1877	0
YER078W-A	chrV	316769	318872	+	2104	13
YER079W	chrV	318839	319855	+	1017	596
YER079C-A	chrV	319902	320240	-	339	0
YER080W	chrV	319918	322230	+	2313	6317
YER081W	chrV	322213	324278	+	2066	5722
YER082C	chrV	323918	325999	-	2082	6491
YER083C	chrV	325831	327076	-	1246	4500
YER084W	chrV	327065	327451	+	387	76
YER084W-A	chrV	327598	328110	+	513	0
YER085C	chrV	327475	328288	-	814	15
YER086W	chrV	328332	330378	+	2047	14722
YER087W	chrV	330512	332474	+	1963	1388
YER087C-A	chrV	331817	332368	-	552	0
YER087C-B	chrV	332218	332877	-	660	3528
YER088C	chrV	333012	335458	-	2447	7874
YER088C-A	chrV	335262	337294	-	2033	0
YER088W-B	chrV	335311	336200	+	890	0
YER089C	chrV	335862	337692	-	1831	501
YER090W	chrV	337879	339728	+	1850	9076
YER090C-A	chrV	338322	338411	-	90	0
YER091C	chrV	339639	342408	-	2770	7186
YER091C-A	chrV	342390	342611	-	222	1
YER092W	chrV	342846	343701	+	856	1402
YER093C	chrV	343320	347612	-	4293	5111
YER093C-A	chrV	347774	348434	-	661	889
YER094C	chrV	348575	349685	-	1111	8568
YER095W	chrV	349913	351606	+	1694	3365
YER096W	chrV	351534	353407	+	1874	912
YER097W	chrV	355140	355469	+	330	132
YER098W	chrV	355283	358153	+	2871	292
YER099C	chrV	355850	359099	-	3250	4290
YER100W	chrV	359276	360422	+	1147	4170
YER101C	chrV	360322	362244	-	1923	1201
YER102W	chrV	361691	363092	+	1402	2144
YER103W	chrV	363853	366645	+	2793	9163
YER104W	chrV	366784	369162	+	2379	791
YER105C	chrV	367593	372032	-	4440	14023
YER106W	chrV	372326	373234	+	909	167
YER107C	chrV	373204	374751	-	1548	2662
YER107W-A	chrV	374394	374714	+	321	0
YER110C	chrV	378610	382268	-	3659	52634
YER111C	chrV	382595	385876	-	3282	3217
YER112W	chrV	387131	387910	+	780	1589
YER113C	chrV	387786	390210	-	2425	6486
YER114C	chrV	390401	394018	-	3618	7651
YER115C	chrV	394163	396121	-	1959	433
YER116C	chrV	394522	396272	-	1751	0
YER117W	chrV	395711	398087	+	2377	25170
YER118C	chrV	397663	399354	-	1692	3243
YER119C	chrV	399263	400878	-	1616	3385
YER119C-A	chrV	400867	401238	-	372	0
YER120W	chrV	400514	402104	+	1591	10015
YER121W	chrV	402044	402912	+	869	202
YER122C	chrV	402721	404434	-	1714	8186
YER123W	chrV	404625	406936	+	2312	5362
YER124C	chrV	406765	409103	-	2339	20531
YER125W	chrV	409685	413015	+	3331	17935
YER126C	chrV	412838	414281	-	1444	6070
YER127W	chrV	414451	415755	+	1305	3046
YER128W	chrV	415850	417079	+	1230	1338
YER129W	chrV	417281	420709	+	3429	7088
YER130C	chrV	420862	422542	-	1681	8135
YER131W	chrV	423445	423951	+	507	1816
YER132C	chrV	425188	430449	-	5262	14551
YER133W	chrV	432347	434424	+	2078	9932
YER133W-A	chrV	437191	437532	+	342	0
YER134C	chrV	436308	437979	-	1672	210
YER135C	chrV	437380	438557	-	1178	115
YER136W	chrV	439456	441300	+	1845	12370
YER137C	chrV	441202	442005	-	804	64221
YER137W-A	chrV	441575	441880	+	306	0
YER138W-A	chrV	449474	449578	+	105	899
YER139C	chrV	449724	451399	-	1676	2720
YER140W	chrV	451493	453628	+	2136	1653
YER141W	chrV	453350	455158	+	1809	5224
YER142C	chrV	455060	456384	-	1325	1422
YER143W	chrV	456237	457812	+	1576	2593
YER144C	chrV	457689	460317	-	2629	5963
YER145C	chrV	460290	461785	-	1496	11781
YER145C-A	chrV	462386	462823	-	438	0
YER146W	chrV	461844	462951	+	1108	179
YER147C	chrV	462770	464885	-	2116	2865
YER147C-A	chrV	465203	465613	-	411	0
YER148W	chrV	465070	466372	+	1303	2589
YER148W-A	chrV	466185	466763	+	579	0
YER149C	chrV	466130	467615	-	1486	1375
YER150W	chrV	467715	468982	+	1268	5901
YER151C	chrV	469617	472548	-	2932	7569
YER152C	chrV	472605	474749	-	2145	4869
YER152W-A	chrV	473485	474051	+	567	0
YER153C	chrV	474041	474805	-	765	0
YER154W	chrV	474282	476294	+	2013	4898
YER155C	chrV	476345	482848	-	6504	35676
YER156C	chrV	483213	484628	-	1416	5708
YER157W	chrV	484768	487274	+	2507	4257
YER158C	chrV	488710	490854	-	2145	2615
YER158W-A	chrV	491465	492091	+	627	0
YER159C	chrV	491282	492141	-	860	19
YER161C	chrV	499076	500425	-	1350	1611
YER162C	chrV	500567	502929	-	2363	1516
YER163C	chrV	502982	503909	-	928	3574
YER164W	chrV	505392	509798	+	4407	9463
YER165W	chrV	510231	512364	+	2134	37441
YER165C-A	chrV	512627	512983	-	357	381
YER166W	chrV	512744	517459	+	4716	18680
YER167W	chrV	517790	520781	+	2992	10035
YER168C	chrV	520801	522724	-	1924	3758
YER169W	chrV	523079	525967	+	2889	7282
YER170W	chrV	525919	527033	+	1115	1015
YER171W	chrV	526959	529742	+	2784	4274
YER172C	chrV	529530	536021	-	6492	15400
YER172C-A	chrV	536275	536655	-	381	0
YER173W	chrV	536270	538451	+	2182	889
YER174C	chrV	538333	539320	-	988	881
YER175C	chrV	539125	541451	-	2327	57
YER175W-A	chrV	539499	541575	+	2077	16
YER176W	chrV	541614	545169	+	3556	6582
YER177W	chrV	545199	546604	+	1406	5327
YER178W	chrV	545856	548344	+	2489	28174
YER179W	chrV	548392	549771	+	1380	399
YER180C	chrV	549663	551095	-	1433	202
YER180C-A	chrV	549959	551170	-	1212	9
YER181C	chrV	551422	552408	-	987	147
YER182W	chrV	552319	553357	+	1039	1302
YER183C	chrV	553238	554032	-	795	1548
YER184C	chrV	556085	558754	-	2670	4447
YER185W	chrV	558961	560402	+	1442	2030
YER186C	chrV	561200	563134	-	1935	1964
YER187W	chrV	565535	566856	+	1322	250
YER188W	chrV	567011	568995	+	1985	352
YER188C-A	chrV	569608	569907	-	300	8
YER189W	chrV	571155	571523	+	369	253
YER190W	chrV	571480	576525	+	5046	3700
YER190C-A	chrV	574804	575379	-	576	0
YER190C-B	chrV	575680	576162	-	483	0
YFL068W	chrVI	53	535	+	483	804
YFL067W	chrVI	836	1363	+	528	198
YFL066C	chrVI	1437	2615	-	1179	1072
YFL065C	chrVI	3030	3338	-	309	113
YFL064C	chrVI	3322	3846	-	525	205
YFL063W	chrVI	5066	5521	+	456	0
YFL062W	chrVI	6416	7646	+	1231	402
YFL061W	chrVI	9545	10222	+	678	309
YFL060C	chrVI	10301	10969	-	669	573
YFL059W	chrVI	11363	12259	+	897	924
YFL058W	chrVI	12929	13951	+	1023	139
YFL055W	chrVI	16682	19085	+	2404	769
YFL054C	chrVI	20798	24784	-	3987	1431
YFL053W	chrVI	23423	25198	+	1776	88
YFL052W	chrVI	28212	30938	+	2727	898
YFL051C	chrVI	30058	30540	-	483	0
YFL050C	chrVI	33272	35848	-	2577	2672
YFL049W	chrVI	36763	38826	+	2064	2922
YFL048C	chrVI	38694	40222	-	1529	6933
YFL047W	chrVI	40343	42665	+	2323	3245
YFL046W	chrVI	42613	43590	+	978	1007
YFL045C	chrVI	43468	45460	-	1993	16231
YFL044C	chrVI	44381	45595	-	1215	88
YFL042C	chrVI	45630	47777	-	2148	1900
YFL041W-A	chrVI	47859	49006	+	1148	778
YFL041W	chrVI	49117	51189	+	2073	5105
YFL040W	chrVI	51350	52972	+	1623	1000
YFL039C	chrVI	52971	54910	-	1940	90829
YFL038C	chrVI	55032	56053	-	1022	12165
YFL037W	chrVI	56236	57967	+	1732	25374
YFL036W	chrVI	58782	62837	+	4056	12648
YFL034C-B	chrVI	62812	64081	-	1270	1744
YFL034C-A	chrVI	64061	64990	-	930	5313
YFL034W	chrVI	65307	68811	+	3505	3483
YFL033C	chrVI	69115	74427	-	5313	9574
YFL032W	chrVI	74872	75192	+	321	10
YFL031W	chrVI	75113	76624	+	1512	66784
YFL031C-A	chrVI	76014	76115	-	102	0
YFL030W	chrVI	76716	78089	+	1374	1124
YFL029C	chrVI	77974	79215	-	1242	1459
YFL028C	chrVI	79210	80243	-	1034	2395
YFL027C	chrVI	80332	81963	-	1632	1588
YFL026W	chrVI	82563	84045	+	1483	6311
YFL025C	chrVI	84145	87234	-	3090	5703
YFL024C	chrVI	87443	90648	-	3206	5163
YFL023W	chrVI	90694	93476	+	2783	3303
YFL022C	chrVI	93323	95083	-	1761	9952
YFL021C-A	chrVI	95449	97535	-	2087	73
YFL021W	chrVI	95786	97617	+	1832	22
YFL020C	chrVI	99116	100293	-	1178	491
YFL019C	chrVI	100252	100605	-	354	132
YFL018C	chrVI	101497	103222	-	1726	12927
YFL017W-A	chrVI	103258	103998	+	741	26
YFL017C	chrVI	103590	104519	-	930	1663
YFL016C	chrVI	104598	106329	-	1732	3535
YFL015W-A	chrVI	106415	106732	+	318	1
YFL015C	chrVI	106469	106963	-	495	0
YFL014W	chrVI	106830	107790	+	961	5777
YFL013W-A	chrVI	107799	108602	+	804	0
YFL013C	chrVI	107621	110015	-	2395	1486
YFL012W-A	chrVI	109810	110184	+	375	4
YFL012W	chrVI	110586	111546	+	961	284
YFL011W	chrVI	112345	113985	+	1641	265
YFL010W-A	chrVI	114990	115274	+	285	0
YFL010C	chrVI	114731	115772	-	1042	5481
YFL009W	chrVI	115965	118621	+	2657	6732
YFL008W	chrVI	119388	123209	+	3822	4496
YFL007W	chrVI	123479	129910	+	6432	32217
YFL005W	chrVI	130102	131222	+	1121	7641
YFL004W	chrVI	131650	134510	+	2861	10029
YFL003C	chrVI	134521	137157	-	2637	850
YFL002C	chrVI	144946	146970	-	2025	4725
YFL001W	chrVI	147073	148509	+	1437	3058
YFR001W	chrVI	148988	149905	+	918	1408
YFR002W	chrVI	149962	152650	+	2689	7168
YFR003C	chrVI	152416	153187	-	772	292
YFR004W	chrVI	152810	154412	+	1603	3988
YFR005C	chrVI	154210	155920	-	1711	2386
YFR006W	chrVI	155862	157841	+	1980	8354
YFR007W	chrVI	159224	160429	+	1206	1189
YFR008W	chrVI	160196	161654	+	1459	661
YFR009W	chrVI	162412	164813	+	2402	1403
YFR009W-A	chrVI	162747	164940	+	2194	23
YFR010W	chrVI	164975	166672	+	1698	4515
YFR010W-A	chrVI	166728	166916	+	189	0
YFR011C	chrVI	166525	167349	-	825	654
YFR012W	chrVI	167888	168496	+	609	3
YFR012W-A	chrVI	167964	169543	+	1580	456
YFR013W	chrVI	169866	172447	+	2582	3763
YFR014C	chrVI	172229	174005	-	1777	3218
YFR015C	chrVI	174062	176480	-	2419	1951
YFR016C	chrVI	176991	180837	-	3847	5583
YFR017C	chrVI	182147	183837	-	1691	540
YFR018C	chrVI	182949	184344	-	1396	410
YFR019W	chrVI	184502	191338	+	6837	9728
YFR020W	chrVI	191765	193843	+	2079	2013
YFR021W	chrVI	194697	196517	+	1821	3946
YFR022W	chrVI	196565	199196	+	2632	3870
YFR023W	chrVI	199874	201709	+	1836	609
YFR024C-A	chrVI	201701	203658	-	1958	9412
YFR025C	chrVI	203600	204822	-	1223	3215
YFR026C	chrVI	205181	207262	-	2082	706
YFR027W	chrVI	207377	208430	+	1054	437
YFR028C	chrVI	208337	210160	-	1824	5634
YFR029W	chrVI	210837	213045	+	2209	1587
YFR030W	chrVI	213193	216563	+	3371	4487
YFR031C	chrVI	216594	220106	-	3513	4117
YFR031C-A	chrVI	220319	221769	-	1451	49874
YFR032C	chrVI	221988	223043	-	1056	214
YFR032C-A	chrVI	222918	223771	-	854	7262
YFR032C-B	chrVI	223710	223973	-	264	24
YFR033C	chrVI	224182	225689	-	1508	1231
YFR034C	chrVI	224646	225993	-	1348	0
YFR034W-A	chrVI	225560	226632	+	1073	20
YFR035C	chrVI	226121	226465	-	345	0
YFR035W-A	chrVI	226260	226550	+	291	0
YFR036W	chrVI	226880	227476	+	597	867
YFR036W-A	chrVI	227451	228101	+	651	0
YFR037C	chrVI	227336	229219	-	1884	3597
YFR038W	chrVI	229346	232029	+	2684	3944
YFR039C	chrVI	231945	233687	-	1743	3561
YFR040W	chrVI	233931	237333	+	3403	8024
YFR041C	chrVI	237187	238300	-	1114	1876
YFR042W	chrVI	238413	240009	+	1597	1877
YFR043C	chrVI	239039	239887	-	849	0
YFR044C	chrVI	239749	241851	-	2103	20189
YFR045W	chrVI	241979	243302	+	1324	988
YFR046C	chrVI	242814	244179	-	1366	472
YFR047C	chrVI	243878	245201	-	1324	5791
YFR048W	chrVI	245318	248209	+	2892	3080
YFR049W	chrVI	248163	249125	+	963	1201
YFR050C	chrVI	248900	249948	-	1049	8099
YFR051C	chrVI	250047	251881	-	1835	8237
YFR052W	chrVI	252446	253577	+	1132	5087
YFR052C-A	chrVI	253422	255048	-	1627	0
YFR053C	chrVI	253431	255162	-	1732	42
YFR054C	chrVI	258567	259937	-	1371	544
YFR056C	chrVI	263957	264325	-	369	0
YFR055W	chrVI	263663	265704	+	2042	4977
YFR057W	chrVI	269061	269516	+	456	0
YGL263W	chrVII	2778	4096	+	1319	18
YGL262W	chrVII	5312	5839	+	528	18
YGL261C	chrVII	6290	6652	-	363	8
YGL260W	chrVII	6860	7090	+	231	2
YGL259W	chrVII	8470	8967	+	498	99
YGL258W-A	chrVII	9162	9395	+	234	33
YGL258W	chrVII	10443	12004	+	1562	818
YGL257C	chrVII	12274	14429	-	2156	4459
YGL256W	chrVII	14466	16500	+	2035	5940
YGL255W	chrVII	20204	22212	+	2009	2875
YGL254W	chrVII	22279	23951	+	1673	2004
YGL253W	chrVII	23813	25728	+	1916	52286
YGL252C	chrVII	25495	27544	-	2050	4633
YGL251C	chrVII	27921	31636	-	3716	2138
YGL250W	chrVII	31871	33008	+	1138	864
YGL249W	chrVII	33098	35212	+	2115	280
YGL248W	chrVII	34217	37153	+	2937	4700
YGL247W	chrVII	36913	37677	+	765	202
YGL246C	chrVII	37400	38851	-	1452	2840
YGL245W	chrVII	39008	41490	+	2483	42404
YGL244W	chrVII	41423	43266	+	1844	2049
YGL243W	chrVII	43283	44643	+	1361	1423
YGL242C	chrVII	44446	45284	-	839	2756
YGL241W	chrVII	45413	48607	+	3195	3437
YGL240W	chrVII	48583	50519	+	1937	962
YGL239C	chrVII	49431	49745	-	315	0
YGL238W	chrVII	49507	52617	+	3111	11570
YGL237C	chrVII	52467	53622	-	1156	775
YGL236C	chrVII	53717	56123	-	2407	2976
YGL235W	chrVII	55279	55815	+	537	0
YGL234W	chrVII	55835	58995	+	3161	19197
YGL233W	chrVII	59044	61919	+	2876	4350
YGL232W	chrVII	61982	63079	+	1098	1325
YGL231C	chrVII	62666	63632	-	967	2316
YGL230C	chrVII	63664	64390	-	727	161
YGL229C	chrVII	64228	67200	-	2973	1276
YGL228W	chrVII	67037	69498	+	2462	7720
YGL227W	chrVII	69573	72752	+	3180	2505
YGL226C-A	chrVII	72177	73647	-	1471	1094
YGL226W	chrVII	73276	73818	+	543	47
YGL225W	chrVII	74914	78205	+	3292	8983
YGL224C	chrVII	77881	78984	-	1104	1585
YGL223C	chrVII	79048	80378	-	1331	2503
YGL222C	chrVII	80509	81264	-	756	384
YGL221C	chrVII	81173	82316	-	1144	2522
YGL220W	chrVII	81762	82918	+	1157	3236
YGL219C	chrVII	82794	84334	-	1541	1014
YGL218W	chrVII	83650	84300	+	651	0
YGL217C	chrVII	84839	85180	-	342	0
YGL216W	chrVII	84618	87349	+	2732	2949
YGL215W	chrVII	87502	89921	+	2420	10112
YGL214W	chrVII	90010	90495	+	486	0
YGL213C	chrVII	89778	91283	-	1506	2482
YGL212W	chrVII	91398	92713	+	1316	0
YGL211W	chrVII	91449	94301	+	2853	0
YGL210W	chrVII	92587	94581	+	1995	433
YGL209W	chrVII	95806	97291	+	1486	2226
YGL208W	chrVII	97110	98741	+	1632	1587
YGL207W	chrVII	98568	102210	+	3643	17465
YGL206C	chrVII	102543	107504	-	4962	56118
YGL205W	chrVII	108133	110637	+	2505	1001
YGL204C	chrVII	111188	112120	-	933	1127
YGL203C	chrVII	112073	114776	-	2704	7191
YGL202W	chrVII	115924	118196	+	2273	20534
YGL201C	chrVII	117653	120974	-	3322	6031
YGL200C	chrVII	122460	123382	-	923	13441
YGL199C	chrVII	123531	124273	-	743	4
YGL198W	chrVII	123569	124686	+	1118	165
YGL197W	chrVII	124698	129161	+	4464	10860
YGL196W	chrVII	129474	131332	+	1859	4401
YGL195W	chrVII	131525	139543	+	8019	85130
YGL194C-A	chrVII	139493	140245	-	753	1511
YGL194C	chrVII	140157	141792	-	1636	2382
YGL193C	chrVII	141871	142851	-	981	200
YGL192W	chrVII	142127	144826	+	2700	1258
YGL191W	chrVII	144384	145471	+	1088	2427
YGL190C	chrVII	145348	147934	-	2587	5321
YGL189C	chrVII	148160	148966	-	807	0
YGL188C-A	chrVII	148160	149422	-	1263	5
YGL188C	chrVII	149343	149516	-	174	0
YGL187C	chrVII	149401	150525	-	1125	2448
YGL186C	chrVII	150874	152890	-	2017	4952
YGL185C	chrVII	152785	154356	-	1572	1934
YGL184C	chrVII	154504	156077	-	1574	548
YGL183C	chrVII	156543	157285	-	743	142
YGL182C	chrVII	157273	157596	-	324	12
YGL181W	chrVII	157529	159232	+	1704	2894
YGL180W	chrVII	159502	163108	+	3607	4008
YGL179C	chrVII	163300	165179	-	1880	4486
YGL178W	chrVII	167352	170571	+	3220	7082
YGL177W	chrVII	166910	168082	+	1173	611
YGL176C	chrVII	171312	173961	-	2650	2549
YGL175C	chrVII	173045	174364	-	1320	229
YGL174W	chrVII	174461	175541	+	1081	943
YGL173C	chrVII	175527	180113	-	4587	38749
YGL172W	chrVII	180656	182232	+	1577	4655
YGL171W	chrVII	182352	184383	+	2032	3660
YGL170C	chrVII	184153	185394	-	1242	378
YGL169W	chrVII	185945	187562	+	1618	4029
YGL168W	chrVII	187464	187796	+	333	0
YGL167C	chrVII	187410	190881	-	3472	19625
YGL166W	chrVII	191089	192024	+	936	860
YGL165C	chrVII	191398	191976	-	579	0
YGL164C	chrVII	191784	193365	-	1582	602
YGL163C	chrVII	193512	196537	-	3026	3112
YGL162W	chrVII	197430	199211	+	1782	722
YGL161C	chrVII	199036	200251	-	1216	3822
YGL160W	chrVII	200424	202429	+	2006	2644
YGL159W	chrVII	202698	205363	+	2666	2192
YGL158W	chrVII	206645	208696	+	2052	650
YGL157W	chrVII	208875	210141	+	1267	3851
YGL156W	chrVII	210335	213809	+	3475	6069
YGL155W	chrVII	213925	215625	+	1701	3313
YGL154C	chrVII	215155	216116	-	962	510
YGL153W	chrVII	216211	217388	+	1178	462
YGL152C	chrVII	216692	217369	-	678	0
YGL151W	chrVII	217469	221013	+	3545	5844
YGL150C	chrVII	220899	225724	-	4826	12594
YGL149W	chrVII	225572	225877	+	306	5
YGL148W	chrVII	226259	227765	+	1507	0
YGL147C	chrVII	225888	229544	-	3657	19230
YGL146C	chrVII	228317	229860	-	1544	88
YGL145W	chrVII	230173	232481	+	2309	2736
