# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "GFF" "-p" "-t" "gene" "-g" "ID" "-a" "/media/BioNAS/ag_hallab/DATR/material/reference.gff" "-o" "../results/condition1/9929265/counts.txt" "../results/condition1/9929265/alignment_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../results/condition1/9929265/alignment_sorted.bam
YDR385W	chrIV	1243142	1245963	+	2822	138220
YDR386W	chrIV	1246063	1248210	+	2148	803
YDR387C	chrIV	1247948	1249967	-	2020	1433
YDR388W	chrIV	1250135	1252152	+	2018	10426
YDR389W	chrIV	1252015	1254951	+	2937	6789
YDR390C	chrIV	1254754	1256876	-	2123	3282
YDR391C	chrIV	1257275	1258514	-	1240	2153
YDR392W	chrIV	1258191	1259984	+	1794	1425
YDR393W	chrIV	1259813	1261460	+	1648	2174
YDR394W	chrIV	1261365	1263118	+	1754	23554
YDR395W	chrIV	1263194	1266255	+	3062	19345
YDR396W	chrIV	1266295	1266795	+	501	0
YDR397C	chrIV	1266185	1267252	-	1068	393
YDR398W	chrIV	1267357	1269772	+	2416	14346
YDR399W	chrIV	1269999	1270976	+	978	14606
YDR400W	chrIV	1271006	1272335	+	1330	3814
YDR401W	chrIV	1272223	1272786	+	564	0
YDR402C	chrIV	1272234	1273703	-	1470	205
YDR403W	chrIV	1274602	1276212	+	1611	575
YDR404C	chrIV	1276074	1277907	-	1834	4338
YDR405W	chrIV	1277593	1279201	+	1609	963
YDR406W	chrIV	1279210	1283799	+	4590	6602
YDR406W-A	chrIV	1283799	1284044	+	246	7
YDR407C	chrIV	1284000	1288060	-	4061	6064
YDR408C	chrIV	1288122	1289151	-	1030	3483
YDR409W	chrIV	1289406	1292120	+	2715	2027
YDR410C	chrIV	1292242	1293200	-	959	2275
YDR411C	chrIV	1293119	1294444	-	1326	2754
YDR412W	chrIV	1294611	1295640	+	1030	193
YDR413C	chrIV	1294836	1295411	-	576	0
YDR414C	chrIV	1295340	1296883	-	1544	1253
YDR415C	chrIV	1296692	1298215	-	1524	2338
YDR416W	chrIV	1298346	1301043	+	2698	2681
YDR417C	chrIV	1301555	1301926	-	372	0
YDR418W	chrIV	1300681	1302713	+	2033	7555
YDR419W	chrIV	1303169	1305459	+	2291	2404
YDR420W	chrIV	1306267	1311675	+	5409	7142
YDR421W	chrIV	1311956	1314921	+	2966	2167
YDR422C	chrIV	1315031	1317883	-	2853	5508
YDR423C	chrIV	1317952	1319324	-	1373	2379
YDR424C	chrIV	1319294	1319935	-	642	1137
YDR425W	chrIV	1320018	1322052	+	2035	704
YDR426C	chrIV	1321629	1322006	-	378	0
YDR427W	chrIV	1322173	1324346	+	2174	4386
YDR428C	chrIV	1322700	1324844	-	2145	0
YDR429C	chrIV	1323931	1325319	-	1389	5096
YDR430C	chrIV	1325450	1328541	-	3092	7734
YDR431W	chrIV	1328390	1328701	+	312	1
YDR432W	chrIV	1328783	1330027	+	1245	0
YDR433W	chrIV	1328796	1330736	+	1941	819
YDR434W	chrIV	1331049	1332977	+	1929	4743
YDR435C	chrIV	1332825	1334349	-	1525	2864
YDR436W	chrIV	1334568	1337116	+	2549	2117
YDR437W	chrIV	1337285	1339301	+	2017	26
YDR438W	chrIV	1337443	1339472	+	2030	26
YDR439W	chrIV	1339443	1340974	+	1532	448
YDR440W	chrIV	1342406	1344470	+	2065	1671
YDR441C	chrIV	1344160	1345232	-	1073	2036
YDR442W	chrIV	1345633	1346810	+	1178	28
YDR443C	chrIV	1345676	1349938	-	4263	2508
YDR444W	chrIV	1350205	1352433	+	2229	1557
YDR445C	chrIV	1352182	1352589	-	408	0
YDR446W	chrIV	1353725	1354633	+	909	26
YDR447C	chrIV	1354576	1355631	-	1056	7602
YDR448W	chrIV	1356029	1357472	+	1444	1656
YDR449C	chrIV	1357116	1358946	-	1831	4269
YDR450W	chrIV	1359893	1361096	+	1204	13235
YDR451C	chrIV	1360781	1362243	-	1463	1270
YDR452W	chrIV	1362728	1365090	+	2363	6721
YDR453C	chrIV	1364885	1366022	-	1138	2724
YDR454C	chrIV	1365758	1366897	-	1140	5367
YDR455C	chrIV	1367373	1367681	-	309	11
YDR456W	chrIV	1367400	1369518	+	2119	5413
YDR457W	chrIV	1369790	1379596	+	9807	34788
YDR458C	chrIV	1379809	1382107	-	2299	3457
YDR459C	chrIV	1382144	1383739	-	1596	1027
YDR460W	chrIV	1382963	1384979	+	2017	580
YDR461W	chrIV	1384424	1385434	+	1011	698
YDR461C-A	chrIV	1385332	1385831	-	500	789
YDR462W	chrIV	1386019	1386697	+	679	1739
YDR463W	chrIV	1386753	1388585	+	1833	4467
YDR464W	chrIV	1388872	1393179	+	4308	4060
YDR464C-A	chrIV	1392492	1392680	-	189	0
YDR465C	chrIV	1393173	1394806	-	1634	5086
YDR466W	chrIV	1395026	1398065	+	3040	2553
YDR467C	chrIV	1396747	1398254	-	1508	0
YDR468C	chrIV	1397712	1398814	-	1103	0
YDR469W	chrIV	1398088	1401744	+	3657	836
YDR470C	chrIV	1399513	1401371	-	1859	0
YDR471W	chrIV	1401681	1402918	+	1238	15037
YDR472W	chrIV	1403187	1404441	+	1255	2269
YDR473C	chrIV	1404215	1405933	-	1719	497
YDR475C	chrIV	1407337	1410276	-	2940	3085
YDR476C	chrIV	1410251	1412173	-	1923	3390
YDR477W	chrIV	1412079	1414444	+	2366	6779
YDR478W	chrIV	1414535	1416455	+	1921	596
YDR479C	chrIV	1415128	1417132	-	2005	840
YDR480W	chrIV	1417399	1418370	+	972	708
YDR481C	chrIV	1418434	1420305	-	1872	8277
YDR482C	chrIV	1420247	1421009	-	763	356
YDR483W	chrIV	1420644	1422637	+	1994	19062
YDR484W	chrIV	1422732	1424839	+	2108	1742
YDR485C	chrIV	1424668	1427276	-	2609	2071
YDR486C	chrIV	1427102	1428178	-	1077	2803
YDR487C	chrIV	1428240	1430782	-	2543	7820
YDR488C	chrIV	1429036	1430838	-	1803	1
YDR489W	chrIV	1430994	1433377	+	2384	1135
YDR490C	chrIV	1431775	1434375	-	2601	1648
YDR491C	chrIV	1434500	1434991	-	492	5
YDR492W	chrIV	1434686	1436225	+	1540	5180
YDR493W	chrIV	1436057	1436840	+	784	1056
YDR494W	chrIV	1436801	1438090	+	1290	2903
YDR495C	chrIV	1437964	1441207	-	3244	2329
YDR496C	chrIV	1441192	1443441	-	2250	16410
YDR497C	chrIV	1443604	1445623	-	2020	15729
YDR498C	chrIV	1445165	1450109	-	4945	2076
YDR499W	chrIV	1447800	1450187	+	2388	0
YDR500C	chrIV	1449981	1450874	-	894	11175
YDR501W	chrIV	1451353	1452918	+	1566	536
YDR502C	chrIV	1452816	1454556	-	1741	2478
YDR503C	chrIV	1454830	1455949	-	1120	1885
YDR504C	chrIV	1456086	1458095	-	2010	561
YDR505C	chrIV	1456519	1459409	-	2891	3118
YDR506C	chrIV	1459304	1461607	-	2304	1348
YDR507C	chrIV	1462176	1465824	-	3649	4837
YDR508C	chrIV	1466219	1468567	-	2349	13423
YDR509W	chrIV	1468226	1468573	+	348	0
YDR510W	chrIV	1468610	1469859	+	1250	2221
YDR510C-A	chrIV	1469695	1469811	-	117	0
YDR511W	chrIV	1469832	1471050	+	1219	19
YDR512C	chrIV	1470417	1471194	-	778	0
YDR513W	chrIV	1470026	1471559	+	1534	1286
YDR514C	chrIV	1471422	1473074	-	1653	1566
YDR515W	chrIV	1473202	1474873	+	1672	3612
YDR516C	chrIV	1474842	1476588	-	1747	10883
YDR517W	chrIV	1476623	1478460	+	1838	5694
YDR518W	chrIV	1478467	1480211	+	1745	2800
YDR519W	chrIV	1479966	1482129	+	2164	1821
YDR520C	chrIV	1480938	1483487	-	2550	360
YDR521W	chrIV	1483141	1483476	+	336	0
YDR522C	chrIV	1483795	1485303	-	1509	350
YDR523C	chrIV	1485514	1487263	-	1750	422
YDR524C	chrIV	1487035	1489060	-	2026	4426
YDR524W-C	chrIV	1489403	1489492	+	90	0
YDR524C-B	chrIV	1489179	1489982	-	804	24789
YDR524C-A	chrIV	1489805	1490886	-	1082	0
YDR525W	chrIV	1489905	1490234	+	330	0
YDR525W-A	chrIV	1489989	1491058	+	1070	147
YDR526C	chrIV	1491075	1491545	-	471	0
YDR527W	chrIV	1491063	1493174	+	2112	31039
YDR528W	chrIV	1494268	1495999	+	1732	748
YDR529C	chrIV	1495785	1496585	-	801	2130
YDR530C	chrIV	1496462	1498018	-	1557	1445
YDR531W	chrIV	1497933	1499416	+	1484	3609
YDR532C	chrIV	1499334	1500809	-	1476	795
YDR533C	chrIV	1501208	1502385	-	1178	11057
YDR534C	chrIV	1503065	1505484	-	2420	569
YDR535C	chrIV	1506606	1507362	-	757	89
YDR536W	chrIV	1507861	1509860	+	2000	617
YDR537C	chrIV	1510856	1511461	-	606	0
YDR538W	chrIV	1509972	1511919	+	1948	685
YDR539W	chrIV	1512000	1513955	+	1956	3349
YDR540C	chrIV	1516282	1518078	-	1797	815
YDR541C	chrIV	1519437	1520919	-	1483	1482
YDR542W	chrIV	1523249	1523611	+	363	4
YDR543C	chrIV	1524634	1524933	-	300	0
YDR544C	chrIV	1525095	1525523	-	429	0
YDR545W	chrIV	1526321	1531711	+	5391	4547
YDR545C-A	chrIV	1530863	1531342	-	480	0
YEL077C	chrV	264	4097	-	3834	2065
YEL077W-A	chrV	630	1112	+	483	0
YEL076C-A	chrV	4185	5114	-	930	126
YEL076C	chrV	4464	5114	-	651	0
YEL075W-A	chrV	4870	5481	+	612	62
YEL075C	chrV	5345	5713	-	369	110
YEL074W	chrV	6126	6464	+	339	12
YEL073C	chrV	6517	7821	-	1305	348
YEL072W	chrV	13576	14756	+	1181	451
YEL071W	chrV	16157	18109	+	1953	51345
YEL070W	chrV	19589	21097	+	1509	267
YEL069C	chrV	21537	23231	-	1695	429
YEL068C	chrV	25397	26510	-	1114	782
YEL067C	chrV	26189	26776	-	588	0
YEL066W	chrV	26117	27652	+	1536	919
YEL065W	chrV	27345	29757	+	2413	7000
YEL064C	chrV	29469	31308	-	1840	1022
YEL063C	chrV	31353	33713	-	2361	10465
YEL062W	chrV	34224	36393	+	2170	2122
YEL061C	chrV	36279	39660	-	3382	2289
YEL060C	chrV	39811	42126	-	2316	29043
YEL059C-A	chrV	42325	43077	-	753	364
YEL059W	chrV	42652	42960	+	309	0
YEL058W	chrV	43208	45326	+	2119	11537
YEL057C	chrV	44914	45990	-	1077	145
YEL056W	chrV	47117	48542	+	1426	3101
YEL055C	chrV	48281	51594	-	3314	13149
YEL054C	chrV	52181	53323	-	1143	7918
YEL053W-A	chrV	52908	53255	+	348	0
YEL053C	chrV	53794	56217	-	2424	4735
YEL052W	chrV	56321	58169	+	1849	3865
YEL051W	chrV	58312	59373	+	1062	8248
YEL050W-A	chrV	59495	59807	+	313	0
YEL050C	chrV	59447	61031	-	1585	3240
YEL049W	chrV	63554	64235	+	682	0
YEL048C	chrV	62797	65265	-	2469	1263
YEL047C	chrV	65385	66797	-	1413	5847
YEL046C	chrV	67007	68910	-	1904	24510
YEL045C	chrV	68840	69265	-	426	0
YEL044W	chrV	69040	70395	+	1356	1796
YEL043W	chrV	70433	73436	+	3004	4781
YEL042W	chrV	73569	75903	+	2335	11810
YEL041W	chrV	75675	77794	+	2120	806
YEL040W	chrV	78005	79689	+	1685	16474
YEL039C	chrV	79489	80170	-	682	214
YEL038W	chrV	80433	81364	+	932	3490
YEL037C	chrV	81184	82788	-	1605	13683
YEL036C	chrV	82966	84832	-	1867	4549
YEL035C	chrV	85045	85545	-	501	42
YEL034C-A	chrV	85429	86330	-	902	0
YEL034W	chrV	85195	86368	+	1174	0
YEL033W	chrV	86179	86598	+	420	2
YEL032W	chrV	86853	90071	+	3219	8445
YEL032C-A	chrV	87040	87201	-	162	0
YEL031W	chrV	90187	94008	+	3822	74223
YEL030C-A	chrV	94583	94897	-	315	0
YEL030W	chrV	94191	96948	+	2758	705
YEL029C	chrV	96494	97909	-	1416	36
YEL028W	chrV	97084	99253	+	2170	1044
YEL027W	chrV	100706	102300	+	1595	2572
YEL026W	chrV	100905	102394	+	1490	59
YEL025C	chrV	102581	106147	-	3567	6326
YEL024W	chrV	107159	108525	+	1367	2251
YEL023C	chrV	108378	111122	-	2745	1353
YEL022W	chrV	111340	115873	+	4534	10469
YEL021W	chrV	116070	117120	+	1051	0
YEL020C-B	chrV	117183	117380	-	198	0
YEL020W-A	chrV	116531	117671	+	1141	6195
YEL020C	chrV	118617	120299	-	1683	2270
YEL019C	chrV	120343	121311	-	969	340
YEL018C-A	chrV	121455	121988	-	534	0
YEL018W	chrV	121415	122462	+	1048	8
YEL017C-A	chrV	122091	123096	-	1006	8658
YEL017W	chrV	123176	124767	+	1592	1234
YEL016C	chrV	124560	126430	-	1871	1393
YEL015W	chrV	126580	128751	+	2172	3047
YEL014C	chrV	128303	128608	-	306	0
YEL013W	chrV	128551	131010	+	2460	10001
YEL012W	chrV	131616	132660	+	1045	1462
YEL011W	chrV	133011	135353	+	2343	5432
YEL010W	chrV	136279	136629	+	351	7
YEL009C-A	chrV	136371	136778	-	408	10
YEL009C	chrV	138823	140489	-	1667	24859
YEL008W	chrV	140400	141265	+	866	16
YEL008C-A	chrV	140310	141050	-	741	0
YEL007W	chrV	141892	143892	+	2001	2173
YEL006W	chrV	144264	145726	+	1463	3730
YEL005C	chrV	145493	147856	-	2364	971
YEL004W	chrV	146894	148331	+	1438	0
YEL003W	chrV	146965	148723	+	1759	528
YEL002C	chrV	148562	150081	-	1520	13999
YEL001C	chrV	149991	151017	-	1027	9199
YER001W	chrV	153471	156098	+	2628	8737
YER002W	chrV	156369	157612	+	1244	2391
YER003C	chrV	157436	159162	-	1727	7452
YER004W	chrV	159092	160536	+	1445	9347
YER005W	chrV	160501	162741	+	2241	5044
YER006W	chrV	162684	164511	+	1828	10916
YER006C-A	chrV	164344	164661	-	318	0
YER007W	chrV	164486	166230	+	1745	618
YER007C-A	chrV	165671	166910	-	1240	3195
YER008C	chrV	167703	171884	-	4182	9100
YER009W	chrV	172046	172753	+	708	6141
YER010C	chrV	172506	173440	-	935	2072
YER011W	chrV	174912	176279	+	1368	848
YER012W	chrV	177720	178658	+	939	15778
YER013W	chrV	178841	182278	+	3438	3352
YER014W	chrV	182546	184349	+	1804	1931
YER014C-A	chrV	183731	184700	-	970	6
YER015W	chrV	184501	187028	+	2528	1414
YER016W	chrV	188225	189432	+	1208	1393
YER017C	chrV	189340	191903	-	2564	3
YER018C	chrV	189536	194217	-	4682	120
YER019W	chrV	192486	194327	+	1842	0
YER019C-A	chrV	192438	195108	-	2671	3129
YER020W	chrV	194845	197181	+	2337	3692
YER021W	chrV	196874	198650	+	1777	20464
YER022W	chrV	198769	200974	+	2206	3139
YER023W	chrV	200997	203074	+	2078	6852
YER023C-A	chrV	201522	201734	-	213	0
YER024W	chrV	202192	204963	+	2772	1825
YER025W	chrV	205186	207132	+	1947	19024
YER026C	chrV	207416	208539	-	1124	7859
YER027C	chrV	208683	210405	-	1723	4664
YER028C	chrV	210238	211944	-	1707	1281
YER029C	chrV	212468	213481	-	1014	969
YER030W	chrV	213349	214437	+	1089	1022
YER031C	chrV	213753	214788	-	1036	946
YER032W	chrV	214963	217951	+	2989	1417
YER033C	chrV	218057	221287	-	3231	1525
YER034W	chrV	221787	222744	+	958	0
YER035W	chrV	221857	223244	+	1388	2226
YER036C	chrV	223139	225236	-	2098	51078
YER037W	chrV	225808	227074	+	1267	316
YER038C	chrV	226056	228262	-	2207	1129
YER038W-A	chrV	228379	229594	+	1216	2
YER039C	chrV	228326	229450	-	1125	0
YER039C-A	chrV	228799	229507	-	709	0
YER040W	chrV	229702	232250	+	2549	1892
YER041W	chrV	232375	234935	+	2561	1661
YER042W	chrV	234841	235746	+	906	2755
YER043C	chrV	235535	237224	-	1690	30612
YER044C	chrV	237439	239432	-	1994	3401
YER044C-A	chrV	238460	239774	-	1315	70
YER045C	chrV	239905	241801	-	1897	3708
YER046W	chrV	242486	243707	+	1222	828
YER046W-A	chrV	243700	244029	+	330	0
YER047C	chrV	243810	246503	-	2694	1039
YER048C	chrV	246581	248259	-	1679	5867
YER048W-A	chrV	250637	251721	+	1085	4123
YER049W	chrV	251629	253877	+	2249	10987
YER050C	chrV	253654	254444	-	791	2429
YER051W	chrV	254643	256152	+	1510	1522
YER052C	chrV	256214	258111	-	1898	10017
YER053C	chrV	258588	260094	-	1507	2948
YER053C-A	chrV	260560	261280	-	721	217
YER054C	chrV	261870	264247	-	2378	558
YER055C	chrV	263733	265929	-	2197	333
YER056C	chrV	264973	269343	-	4371	40611
YER056C-A	chrV	269341	271055	-	1715	11529
YER057C	chrV	270647	271538	-	892	294
YER058W	chrV	271706	272257	+	552	585
YER059W	chrV	272442	274466	+	2025	2172
YER060W	chrV	274526	276250	+	1725	1920
YER060W-A	chrV	276488	278311	+	1824	596
YER061C	chrV	277831	279711	-	1881	2654
YER062C	chrV	279692	280839	-	1148	16539
YER063W	chrV	281303	282591	+	1289	65
YER064C	chrV	281575	284312	-	2738	8027
YER065C	chrV	285114	287255	-	2142	3086
YER066W	chrV	288801	290938	+	2138	894
YER066C-A	chrV	291703	292203	-	501	0
YER067W	chrV	291740	292745	+	1006	13
YER067C-A	chrV	292240	292563	-	324	0
YER068W	chrV	292930	294928	+	1999	4165
YER068C-A	chrV	295301	295732	-	432	1
YER069W	chrV	295335	298162	+	2828	5747
YER070W	chrV	298872	301874	+	3003	17073
YER071C	chrV	301703	302487	-	785	925
YER072W	chrV	302456	303341	+	886	7934
YER073W	chrV	303339	306296	+	2958	6151
YER074W	chrV	306246	307412	+	1167	14274
YER074W-A	chrV	307448	308520	+	1073	1790
YER075C	chrV	308413	311199	-	2787	3453
YER076C	chrV	312294	313970	-	1677	730
YER076W-A	chrV	313390	313737	+	348	0
YER077C	chrV	314426	316778	-	2353	3410
YER078C	chrV	316690	318566	-	1877	0
YER078W-A	chrV	316769	318872	+	2104	14
YER079W	chrV	318839	319855	+	1017	467
YER079C-A	chrV	319902	320240	-	339	0
YER080W	chrV	319918	322230	+	2313	9061
YER081W	chrV	322213	324278	+	2066	7851
YER082C	chrV	323918	325999	-	2082	7063
YER083C	chrV	325831	327076	-	1246	3937
YER084W	chrV	327065	327451	+	387	35
YER084W-A	chrV	327598	328110	+	513	0
YER085C	chrV	327475	328288	-	814	11
YER086W	chrV	328332	330378	+	2047	8500
YER087W	chrV	330512	332474	+	1963	1068
YER087C-A	chrV	331817	332368	-	552	0
YER087C-B	chrV	332218	332877	-	660	2272
YER088C	chrV	333012	335458	-	2447	3354
YER088C-A	chrV	335262	337294	-	2033	0
YER088W-B	chrV	335311	336200	+	890	0
YER089C	chrV	335862	337692	-	1831	270
YER090W	chrV	337879	339728	+	1850	7927
YER090C-A	chrV	338322	338411	-	90	0
YER091C	chrV	339639	342408	-	2770	49205
YER091C-A	chrV	342390	342611	-	222	1
YER092W	chrV	342846	343701	+	856	1439
YER093C	chrV	343320	347612	-	4293	3430
YER093C-A	chrV	347774	348434	-	661	1090
YER094C	chrV	348575	349685	-	1111	14517
YER095W	chrV	349913	351606	+	1694	3486
YER096W	chrV	351534	353407	+	1874	645
YER097W	chrV	355140	355469	+	330	465
YER098W	chrV	355283	358153	+	2871	217
YER099C	chrV	355850	359099	-	3250	3564
YER100W	chrV	359276	360422	+	1147	4346
YER101C	chrV	360322	362244	-	1923	851
YER102W	chrV	361691	363092	+	1402	1730
YER103W	chrV	363853	366645	+	2793	172198
YER104W	chrV	366784	369162	+	2379	417
YER105C	chrV	367593	372032	-	4440	10185
YER106W	chrV	372326	373234	+	909	100
YER107C	chrV	373204	374751	-	1548	3261
YER107W-A	chrV	374394	374714	+	321	0
YER110C	chrV	378610	382268	-	3659	22987
YER111C	chrV	382595	385876	-	3282	1622
YER112W	chrV	387131	387910	+	780	1899
YER113C	chrV	387786	390210	-	2425	5855
YER114C	chrV	390401	394018	-	3618	4376
YER115C	chrV	394163	396121	-	1959	185
YER116C	chrV	394522	396272	-	1751	0
YER117W	chrV	395711	398087	+	2377	16236
YER118C	chrV	397663	399354	-	1692	2719
YER119C	chrV	399263	400878	-	1616	3140
YER119C-A	chrV	400867	401238	-	372	0
YER120W	chrV	400514	402104	+	1591	6942
YER121W	chrV	402044	402912	+	869	149
YER122C	chrV	402721	404434	-	1714	7804
YER123W	chrV	404625	406936	+	2312	5700
YER124C	chrV	406765	409103	-	2339	42790
YER125W	chrV	409685	413015	+	3331	19878
YER126C	chrV	412838	414281	-	1444	7121
YER127W	chrV	414451	415755	+	1305	3295
YER128W	chrV	415850	417079	+	1230	1238
YER129W	chrV	417281	420709	+	3429	5559
YER130C	chrV	420862	422542	-	1681	5596
YER131W	chrV	423445	423951	+	507	1658
YER132C	chrV	425188	430449	-	5262	9560
YER133W	chrV	432347	434424	+	2078	11725
YER133W-A	chrV	437191	437532	+	342	0
YER134C	chrV	436308	437979	-	1672	201
YER135C	chrV	437380	438557	-	1178	333
YER136W	chrV	439456	441300	+	1845	14160
YER137C	chrV	441202	442005	-	804	85048
YER137W-A	chrV	441575	441880	+	306	0
YER138W-A	chrV	449474	449578	+	105	694
YER139C	chrV	449724	451399	-	1676	2390
YER140W	chrV	451493	453628	+	2136	1818
YER141W	chrV	453350	455158	+	1809	4080
YER142C	chrV	455060	456384	-	1325	3599
YER143W	chrV	456237	457812	+	1576	5175
YER144C	chrV	457689	460317	-	2629	3402
YER145C	chrV	460290	461785	-	1496	8368
YER145C-A	chrV	462386	462823	-	438	0
YER146W	chrV	461844	462951	+	1108	119
YER147C	chrV	462770	464885	-	2116	2890
YER147C-A	chrV	465203	465613	-	411	0
YER148W	chrV	465070	466372	+	1303	2603
YER148W-A	chrV	466185	466763	+	579	0
YER149C	chrV	466130	467615	-	1486	1292
YER150W	chrV	467715	468982	+	1268	5260
YER151C	chrV	469617	472548	-	2932	6198
YER152C	chrV	472605	474749	-	2145	2953
YER152W-A	chrV	473485	474051	+	567	0
YER153C	chrV	474041	474805	-	765	0
YER154W	chrV	474282	476294	+	2013	3139
YER155C	chrV	476345	482848	-	6504	21610
YER156C	chrV	483213	484628	-	1416	6493
YER157W	chrV	484768	487274	+	2507	3542
YER158C	chrV	488710	490854	-	2145	1285
YER158W-A	chrV	491465	492091	+	627	0
YER159C	chrV	491282	492141	-	860	14
YER161C	chrV	499076	500425	-	1350	2107
YER162C	chrV	500567	502929	-	2363	1563
YER163C	chrV	502982	503909	-	928	4462
YER164W	chrV	505392	509798	+	4407	5500
YER165W	chrV	510231	512364	+	2134	30522
YER165C-A	chrV	512627	512983	-	357	346
YER166W	chrV	512744	517459	+	4716	14120
YER167W	chrV	517790	520781	+	2992	8170
YER168C	chrV	520801	522724	-	1924	4288
YER169W	chrV	523079	525967	+	2889	7707
YER170W	chrV	525919	527033	+	1115	866
YER171W	chrV	526959	529742	+	2784	4481
YER172C	chrV	529530	536021	-	6492	11863
YER172C-A	chrV	536275	536655	-	381	0
YER173W	chrV	536270	538451	+	2182	1212
YER174C	chrV	538333	539320	-	988	1115
YER175C	chrV	539125	541451	-	2327	56
YER175W-A	chrV	539499	541575	+	2077	8
YER176W	chrV	541614	545169	+	3556	4876
YER177W	chrV	545199	546604	+	1406	9743
YER178W	chrV	545856	548344	+	2489	35547
YER179W	chrV	548392	549771	+	1380	349
YER180C	chrV	549663	551095	-	1433	174
YER180C-A	chrV	549959	551170	-	1212	60
YER181C	chrV	551422	552408	-	987	146
YER182W	chrV	552319	553357	+	1039	1300
YER183C	chrV	553238	554032	-	795	1515
YER184C	chrV	556085	558754	-	2670	2349
YER185W	chrV	558961	560402	+	1442	629
YER186C	chrV	561200	563134	-	1935	1840
YER187W	chrV	565535	566856	+	1322	344
YER188W	chrV	567011	568995	+	1985	263
YER188C-A	chrV	569608	569907	-	300	1
YER189W	chrV	571155	571523	+	369	174
YER190W	chrV	571480	576525	+	5046	2622
YER190C-A	chrV	574804	575379	-	576	0
YER190C-B	chrV	575680	576162	-	483	0
YFL068W	chrVI	53	535	+	483	507
YFL067W	chrVI	836	1363	+	528	186
YFL066C	chrVI	1437	2615	-	1179	774
YFL065C	chrVI	3030	3338	-	309	190
YFL064C	chrVI	3322	3846	-	525	178
YFL063W	chrVI	5066	5521	+	456	0
YFL062W	chrVI	6416	7646	+	1231	449
YFL061W	chrVI	9545	10222	+	678	258
YFL060C	chrVI	10301	10969	-	669	467
YFL059W	chrVI	11363	12259	+	897	661
YFL058W	chrVI	12929	13951	+	1023	115
YFL055W	chrVI	16682	19085	+	2404	1279
YFL054C	chrVI	20798	24784	-	3987	1335
YFL053W	chrVI	23423	25198	+	1776	81
YFL052W	chrVI	28212	30938	+	2727	1261
YFL051C	chrVI	30058	30540	-	483	0
YFL050C	chrVI	33272	35848	-	2577	2729
YFL049W	chrVI	36763	38826	+	2064	3143
YFL048C	chrVI	38694	40222	-	1529	9351
YFL047W	chrVI	40343	42665	+	2323	3457
YFL046W	chrVI	42613	43590	+	978	682
YFL045C	chrVI	43468	45460	-	1993	9554
YFL044C	chrVI	44381	45595	-	1215	168
YFL042C	chrVI	45630	47777	-	2148	1644
YFL041W-A	chrVI	47859	49006	+	1148	794
YFL041W	chrVI	49117	51189	+	2073	7082
YFL040W	chrVI	51350	52972	+	1623	678
YFL039C	chrVI	52971	54910	-	1940	124425
YFL038C	chrVI	55032	56053	-	1022	13858
YFL037W	chrVI	56236	57967	+	1732	23105
YFL036W	chrVI	58782	62837	+	4056	10150
YFL034C-B	chrVI	62812	64081	-	1270	1593
YFL034C-A	chrVI	64061	64990	-	930	4975
YFL034W	chrVI	65307	68811	+	3505	3004
YFL033C	chrVI	69115	74427	-	5313	6902
YFL032W	chrVI	74872	75192	+	321	8
YFL031W	chrVI	75113	76624	+	1512	66487
YFL031C-A	chrVI	76014	76115	-	102	0
YFL030W	chrVI	76716	78089	+	1374	885
YFL029C	chrVI	77974	79215	-	1242	1930
YFL028C	chrVI	79210	80243	-	1034	2315
YFL027C	chrVI	80332	81963	-	1632	1998
YFL026W	chrVI	82563	84045	+	1483	18420
YFL025C	chrVI	84145	87234	-	3090	5067
YFL024C	chrVI	87443	90648	-	3206	4524
YFL023W	chrVI	90694	93476	+	2783	3326
YFL022C	chrVI	93323	95083	-	1761	7543
YFL021C-A	chrVI	95449	97535	-	2087	42
YFL021W	chrVI	95786	97617	+	1832	4
YFL020C	chrVI	99116	100293	-	1178	260
YFL019C	chrVI	100252	100605	-	354	44
YFL018C	chrVI	101497	103222	-	1726	15870
YFL017W-A	chrVI	103258	103998	+	741	37
YFL017C	chrVI	103590	104519	-	930	1165
YFL016C	chrVI	104598	106329	-	1732	3998
YFL015W-A	chrVI	106415	106732	+	318	3
YFL015C	chrVI	106469	106963	-	495	0
YFL014W	chrVI	106830	107790	+	961	156604
YFL013W-A	chrVI	107799	108602	+	804	0
YFL013C	chrVI	107621	110015	-	2395	1121
YFL012W-A	chrVI	109810	110184	+	375	6
YFL012W	chrVI	110586	111546	+	961	104
YFL011W	chrVI	112345	113985	+	1641	116
YFL010W-A	chrVI	114990	115274	+	285	0
YFL010C	chrVI	114731	115772	-	1042	3653
YFL009W	chrVI	115965	118621	+	2657	4720
YFL008W	chrVI	119388	123209	+	3822	3987
YFL007W	chrVI	123479	129910	+	6432	36539
YFL005W	chrVI	130102	131222	+	1121	9245
YFL004W	chrVI	131650	134510	+	2861	10198
YFL003C	chrVI	134521	137157	-	2637	526
YFL002C	chrVI	144946	146970	-	2025	4318
YFL001W	chrVI	147073	148509	+	1437	3244
YFR001W	chrVI	148988	149905	+	918	1500
YFR002W	chrVI	149962	152650	+	2689	7887
YFR003C	chrVI	152416	153187	-	772	563
YFR004W	chrVI	152810	154412	+	1603	7480
YFR005C	chrVI	154210	155920	-	1711	2674
