# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "GFF" "-p" "-t" "gene" "-g" "ID" "-a" "/media/BioNAS/ag_hallab/DATR/material/reference.gff" "-o" "../results/control/9929263/counts.txt" "../results/control/9929263/alignment_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../results/control/9929263/alignment_sorted.bam
YDR430C	chrIV	1325450	1328541	-	3092	4922
YDR431W	chrIV	1328390	1328701	+	312	0
YDR432W	chrIV	1328783	1330027	+	1245	0
YDR433W	chrIV	1328796	1330736	+	1941	1082
YDR434W	chrIV	1331049	1332977	+	1929	3780
YDR435C	chrIV	1332825	1334349	-	1525	1654
YDR436W	chrIV	1334568	1337116	+	2549	1492
YDR437W	chrIV	1337285	1339301	+	2017	16
YDR438W	chrIV	1337443	1339472	+	2030	17
YDR439W	chrIV	1339443	1340974	+	1532	668
YDR440W	chrIV	1342406	1344470	+	2065	1497
YDR441C	chrIV	1344160	1345232	-	1073	1210
YDR442W	chrIV	1345633	1346810	+	1178	42
YDR443C	chrIV	1345676	1349938	-	4263	2187
YDR444W	chrIV	1350205	1352433	+	2229	1494
YDR445C	chrIV	1352182	1352589	-	408	0
YDR446W	chrIV	1353725	1354633	+	909	8
YDR447C	chrIV	1354576	1355631	-	1056	21348
YDR448W	chrIV	1356029	1357472	+	1444	1485
YDR449C	chrIV	1357116	1358946	-	1831	2739
YDR450W	chrIV	1359893	1361096	+	1204	36412
YDR451C	chrIV	1360781	1362243	-	1463	1230
YDR452W	chrIV	1362728	1365090	+	2363	6505
YDR453C	chrIV	1364885	1366022	-	1138	300
YDR454C	chrIV	1365758	1366897	-	1140	10524
YDR455C	chrIV	1367373	1367681	-	309	8
YDR456W	chrIV	1367400	1369518	+	2119	4566
YDR457W	chrIV	1369790	1379596	+	9807	40291
YDR458C	chrIV	1379809	1382107	-	2299	2820
YDR459C	chrIV	1382144	1383739	-	1596	653
YDR460W	chrIV	1382963	1384979	+	2017	381
YDR461W	chrIV	1384424	1385434	+	1011	1504
YDR461C-A	chrIV	1385332	1385831	-	500	239
YDR462W	chrIV	1386019	1386697	+	679	991
YDR463W	chrIV	1386753	1388585	+	1833	3635
YDR464W	chrIV	1388872	1393179	+	4308	3568
YDR464C-A	chrIV	1392492	1392680	-	189	0
YDR465C	chrIV	1393173	1394806	-	1634	5676
YDR466W	chrIV	1395026	1398065	+	3040	1762
YDR467C	chrIV	1396747	1398254	-	1508	0
YDR468C	chrIV	1397712	1398814	-	1103	0
YDR469W	chrIV	1398088	1401744	+	3657	894
YDR470C	chrIV	1399513	1401371	-	1859	0
YDR471W	chrIV	1401681	1402918	+	1238	27809
YDR472W	chrIV	1403187	1404441	+	1255	2226
YDR473C	chrIV	1404215	1405933	-	1719	594
YDR475C	chrIV	1407337	1410276	-	2940	2403
YDR476C	chrIV	1410251	1412173	-	1923	1724
YDR477W	chrIV	1412079	1414444	+	2366	4971
YDR478W	chrIV	1414535	1416455	+	1921	440
YDR479C	chrIV	1415128	1417132	-	2005	531
YDR480W	chrIV	1417399	1418370	+	972	728
YDR481C	chrIV	1418434	1420305	-	1872	4668
YDR482C	chrIV	1420247	1421009	-	763	235
YDR483W	chrIV	1420644	1422637	+	1994	17163
YDR484W	chrIV	1422732	1424839	+	2108	1240
YDR485C	chrIV	1424668	1427276	-	2609	1510
YDR486C	chrIV	1427102	1428178	-	1077	1486
YDR487C	chrIV	1428240	1430782	-	2543	6634
YDR488C	chrIV	1429036	1430838	-	1803	4
YDR489W	chrIV	1430994	1433377	+	2384	795
YDR490C	chrIV	1431775	1434375	-	2601	911
YDR491C	chrIV	1434500	1434991	-	492	17
YDR492W	chrIV	1434686	1436225	+	1540	4753
YDR493W	chrIV	1436057	1436840	+	784	551
YDR494W	chrIV	1436801	1438090	+	1290	1454
YDR495C	chrIV	1437964	1441207	-	3244	1450
YDR496C	chrIV	1441192	1443441	-	2250	10642
YDR497C	chrIV	1443604	1445623	-	2020	12855
YDR498C	chrIV	1445165	1450109	-	4945	1379
YDR499W	chrIV	1447800	1450187	+	2388	0
YDR500C	chrIV	1449981	1450874	-	894	23119
YDR501W	chrIV	1451353	1452918	+	1566	469
YDR502C	chrIV	1452816	1454556	-	1741	4995
YDR503C	chrIV	1454830	1455949	-	1120	1052
YDR504C	chrIV	1456086	1458095	-	2010	318
YDR505C	chrIV	1456519	1459409	-	2891	1933
YDR506C	chrIV	1459304	1461607	-	2304	905
YDR507C	chrIV	1462176	1465824	-	3649	6418
YDR508C	chrIV	1466219	1468567	-	2349	9855
YDR509W	chrIV	1468226	1468573	+	348	0
YDR510W	chrIV	1468610	1469859	+	1250	3021
YDR510C-A	chrIV	1469695	1469811	-	117	0
YDR511W	chrIV	1469832	1471050	+	1219	11
YDR512C	chrIV	1470417	1471194	-	778	0
YDR513W	chrIV	1470026	1471559	+	1534	740
YDR514C	chrIV	1471422	1473074	-	1653	1092
YDR515W	chrIV	1473202	1474873	+	1672	1340
YDR516C	chrIV	1474842	1476588	-	1747	4335
YDR517W	chrIV	1476623	1478460	+	1838	4514
YDR518W	chrIV	1478467	1480211	+	1745	3016
YDR519W	chrIV	1479966	1482129	+	2164	1640
YDR520C	chrIV	1480938	1483487	-	2550	414
YDR521W	chrIV	1483141	1483476	+	336	0
YDR522C	chrIV	1483795	1485303	-	1509	137
YDR523C	chrIV	1485514	1487263	-	1750	149
YDR524C	chrIV	1487035	1489060	-	2026	2755
YDR524W-C	chrIV	1489403	1489492	+	90	0
YDR524C-B	chrIV	1489179	1489982	-	804	28906
YDR524C-A	chrIV	1489805	1490886	-	1082	0
YDR525W	chrIV	1489905	1490234	+	330	0
YDR525W-A	chrIV	1489989	1491058	+	1070	101
YDR526C	chrIV	1491075	1491545	-	471	0
YDR527W	chrIV	1491063	1493174	+	2112	26939
YDR528W	chrIV	1494268	1495999	+	1732	1379
YDR529C	chrIV	1495785	1496585	-	801	1541
YDR530C	chrIV	1496462	1498018	-	1557	1084
YDR531W	chrIV	1497933	1499416	+	1484	3126
YDR532C	chrIV	1499334	1500809	-	1476	686
YDR533C	chrIV	1501208	1502385	-	1178	1514
YDR534C	chrIV	1503065	1505484	-	2420	759
YDR535C	chrIV	1506606	1507362	-	757	57
YDR536W	chrIV	1507861	1509860	+	2000	362
YDR537C	chrIV	1510856	1511461	-	606	0
YDR538W	chrIV	1509972	1511919	+	1948	615
YDR539W	chrIV	1512000	1513955	+	1956	2807
YDR540C	chrIV	1516282	1518078	-	1797	320
YDR541C	chrIV	1519437	1520919	-	1483	1066
YDR542W	chrIV	1523249	1523611	+	363	2
YDR543C	chrIV	1524634	1524933	-	300	0
YDR544C	chrIV	1525095	1525523	-	429	1
YDR545W	chrIV	1526321	1531711	+	5391	5439
YDR545C-A	chrIV	1530863	1531342	-	480	0
YEL077C	chrV	264	4097	-	3834	2266
YEL077W-A	chrV	630	1112	+	483	0
YEL076C-A	chrV	4185	5114	-	930	145
YEL076C	chrV	4464	5114	-	651	0
YEL075W-A	chrV	4870	5481	+	612	68
YEL075C	chrV	5345	5713	-	369	106
YEL074W	chrV	6126	6464	+	339	21
YEL073C	chrV	6517	7821	-	1305	135
YEL072W	chrV	13576	14756	+	1181	253
YEL071W	chrV	16157	18109	+	1953	20086
YEL070W	chrV	19589	21097	+	1509	114
YEL069C	chrV	21537	23231	-	1695	245
YEL068C	chrV	25397	26510	-	1114	666
YEL067C	chrV	26189	26776	-	588	0
YEL066W	chrV	26117	27652	+	1536	657
YEL065W	chrV	27345	29757	+	2413	4257
YEL064C	chrV	29469	31308	-	1840	965
YEL063C	chrV	31353	33713	-	2361	6578
YEL062W	chrV	34224	36393	+	2170	1041
YEL061C	chrV	36279	39660	-	3382	2686
YEL060C	chrV	39811	42126	-	2316	7369
YEL059C-A	chrV	42325	43077	-	753	137
YEL059W	chrV	42652	42960	+	309	0
YEL058W	chrV	43208	45326	+	2119	7726
YEL057C	chrV	44914	45990	-	1077	39
YEL056W	chrV	47117	48542	+	1426	2458
YEL055C	chrV	48281	51594	-	3314	14413
YEL054C	chrV	52181	53323	-	1143	18082
YEL053W-A	chrV	52908	53255	+	348	0
YEL053C	chrV	53794	56217	-	2424	3392
YEL052W	chrV	56321	58169	+	1849	3599
YEL051W	chrV	58312	59373	+	1062	10577
YEL050W-A	chrV	59495	59807	+	313	0
YEL050C	chrV	59447	61031	-	1585	1857
YEL049W	chrV	63554	64235	+	682	0
YEL048C	chrV	62797	65265	-	2469	1017
YEL047C	chrV	65385	66797	-	1413	6570
YEL046C	chrV	67007	68910	-	1904	22299
YEL045C	chrV	68840	69265	-	426	0
YEL044W	chrV	69040	70395	+	1356	1203
YEL043W	chrV	70433	73436	+	3004	4467
YEL042W	chrV	73569	75903	+	2335	14858
YEL041W	chrV	75675	77794	+	2120	351
YEL040W	chrV	78005	79689	+	1685	21804
YEL039C	chrV	79489	80170	-	682	60
YEL038W	chrV	80433	81364	+	932	2235
YEL037C	chrV	81184	82788	-	1605	7644
YEL036C	chrV	82966	84832	-	1867	4784
YEL035C	chrV	85045	85545	-	501	6
YEL034C-A	chrV	85429	86330	-	902	0
YEL034W	chrV	85195	86368	+	1174	0
YEL033W	chrV	86179	86598	+	420	1
YEL032W	chrV	86853	90071	+	3219	7984
YEL032C-A	chrV	87040	87201	-	162	0
YEL031W	chrV	90187	94008	+	3822	49824
YEL030C-A	chrV	94583	94897	-	315	0
YEL030W	chrV	94191	96948	+	2758	440
YEL029C	chrV	96494	97909	-	1416	45
YEL028W	chrV	97084	99253	+	2170	649
YEL027W	chrV	100706	102300	+	1595	3904
YEL026W	chrV	100905	102394	+	1490	67
YEL025C	chrV	102581	106147	-	3567	4704
YEL024W	chrV	107159	108525	+	1367	1588
YEL023C	chrV	108378	111122	-	2745	720
YEL022W	chrV	111340	115873	+	4534	11403
YEL021W	chrV	116070	117120	+	1051	0
YEL020C-B	chrV	117183	117380	-	198	0
YEL020W-A	chrV	116531	117671	+	1141	2936
YEL020C	chrV	118617	120299	-	1683	1120
YEL019C	chrV	120343	121311	-	969	288
YEL018C-A	chrV	121455	121988	-	534	0
YEL018W	chrV	121415	122462	+	1048	4
YEL017C-A	chrV	122091	123096	-	1006	10628
YEL017W	chrV	123176	124767	+	1592	1456
YEL016C	chrV	124560	126430	-	1871	1442
YEL015W	chrV	126580	128751	+	2172	3164
YEL014C	chrV	128303	128608	-	306	0
YEL013W	chrV	128551	131010	+	2460	8523
YEL012W	chrV	131616	132660	+	1045	636
YEL011W	chrV	133011	135353	+	2343	1907
YEL010W	chrV	136279	136629	+	351	1
YEL009C-A	chrV	136371	136778	-	408	3
YEL009C	chrV	138823	140489	-	1667	30923
YEL008W	chrV	140400	141265	+	866	17
YEL008C-A	chrV	140310	141050	-	741	0
YEL007W	chrV	141892	143892	+	2001	3254
YEL006W	chrV	144264	145726	+	1463	2304
YEL005C	chrV	145493	147856	-	2364	516
YEL004W	chrV	146894	148331	+	1438	0
YEL003W	chrV	146965	148723	+	1759	524
YEL002C	chrV	148562	150081	-	1520	13147
YEL001C	chrV	149991	151017	-	1027	8427
YER001W	chrV	153471	156098	+	2628	6766
YER002W	chrV	156369	157612	+	1244	1924
YER003C	chrV	157436	159162	-	1727	11778
YER004W	chrV	159092	160536	+	1445	4134
YER005W	chrV	160501	162741	+	2241	4058
YER006W	chrV	162684	164511	+	1828	10370
YER006C-A	chrV	164344	164661	-	318	0
YER007W	chrV	164486	166230	+	1745	373
YER007C-A	chrV	165671	166910	-	1240	3231
YER008C	chrV	167703	171884	-	4182	7774
YER009W	chrV	172046	172753	+	708	9603
YER010C	chrV	172506	173440	-	935	1226
YER011W	chrV	174912	176279	+	1368	2601
YER012W	chrV	177720	178658	+	939	7498
YER013W	chrV	178841	182278	+	3438	2784
YER014W	chrV	182546	184349	+	1804	1184
YER014C-A	chrV	183731	184700	-	970	2
YER015W	chrV	184501	187028	+	2528	703
YER016W	chrV	188225	189432	+	1208	1931
YER017C	chrV	189340	191903	-	2564	4
YER018C	chrV	189536	194217	-	4682	187
YER019W	chrV	192486	194327	+	1842	0
YER019C-A	chrV	192438	195108	-	2671	2994
YER020W	chrV	194845	197181	+	2337	2530
YER021W	chrV	196874	198650	+	1777	10682
YER022W	chrV	198769	200974	+	2206	2251
YER023W	chrV	200997	203074	+	2078	8055
YER023C-A	chrV	201522	201734	-	213	0
YER024W	chrV	202192	204963	+	2772	960
YER025W	chrV	205186	207132	+	1947	23895
YER026C	chrV	207416	208539	-	1124	5378
YER027C	chrV	208683	210405	-	1723	3657
YER028C	chrV	210238	211944	-	1707	785
YER029C	chrV	212468	213481	-	1014	792
YER030W	chrV	213349	214437	+	1089	668
YER031C	chrV	213753	214788	-	1036	1280
YER032W	chrV	214963	217951	+	2989	2307
YER033C	chrV	218057	221287	-	3231	998
YER034W	chrV	221787	222744	+	958	0
YER035W	chrV	221857	223244	+	1388	773
YER036C	chrV	223139	225236	-	2098	45059
YER037W	chrV	225808	227074	+	1267	54
YER038C	chrV	226056	228262	-	2207	584
YER038W-A	chrV	228379	229594	+	1216	1
YER039C	chrV	228326	229450	-	1125	0
YER039C-A	chrV	228799	229507	-	709	0
YER040W	chrV	229702	232250	+	2549	1749
YER041W	chrV	232375	234935	+	2561	1021
YER042W	chrV	234841	235746	+	906	1571
YER043C	chrV	235535	237224	-	1690	46561
YER044C	chrV	237439	239432	-	1994	1670
YER044C-A	chrV	238460	239774	-	1315	23
YER045C	chrV	239905	241801	-	1897	1016
YER046W	chrV	242486	243707	+	1222	517
YER046W-A	chrV	243700	244029	+	330	0
YER047C	chrV	243810	246503	-	2694	1294
YER048C	chrV	246581	248259	-	1679	5323
YER048W-A	chrV	250637	251721	+	1085	2350
YER049W	chrV	251629	253877	+	2249	11535
YER050C	chrV	253654	254444	-	791	1344
YER051W	chrV	254643	256152	+	1510	914
YER052C	chrV	256214	258111	-	1898	8016
YER053C	chrV	258588	260094	-	1507	1326
YER053C-A	chrV	260560	261280	-	721	93
YER054C	chrV	261870	264247	-	2378	268
YER055C	chrV	263733	265929	-	2197	373
YER056C	chrV	264973	269343	-	4371	25693
YER056C-A	chrV	269341	271055	-	1715	26096
YER057C	chrV	270647	271538	-	892	200
YER058W	chrV	271706	272257	+	552	358
YER059W	chrV	272442	274466	+	2025	1857
YER060W	chrV	274526	276250	+	1725	2023
YER060W-A	chrV	276488	278311	+	1824	419
YER061C	chrV	277831	279711	-	1881	1426
YER062C	chrV	279692	280839	-	1148	2493
YER063W	chrV	281303	282591	+	1289	26
YER064C	chrV	281575	284312	-	2738	4816
YER065C	chrV	285114	287255	-	2142	1986
YER066W	chrV	288801	290938	+	2138	555
YER066C-A	chrV	291703	292203	-	501	2
YER067W	chrV	291740	292745	+	1006	7
YER067C-A	chrV	292240	292563	-	324	0
YER068W	chrV	292930	294928	+	1999	3096
YER068C-A	chrV	295301	295732	-	432	0
YER069W	chrV	295335	298162	+	2828	1753
YER070W	chrV	298872	301874	+	3003	30668
YER071C	chrV	301703	302487	-	785	591
YER072W	chrV	302456	303341	+	886	5648
YER073W	chrV	303339	306296	+	2958	12864
YER074W	chrV	306246	307412	+	1167	40290
YER074W-A	chrV	307448	308520	+	1073	1278
YER075C	chrV	308413	311199	-	2787	2296
YER076C	chrV	312294	313970	-	1677	507
YER076W-A	chrV	313390	313737	+	348	0
YER077C	chrV	314426	316778	-	2353	1791
YER078C	chrV	316690	318566	-	1877	0
YER078W-A	chrV	316769	318872	+	2104	2
YER079W	chrV	318839	319855	+	1017	366
YER079C-A	chrV	319902	320240	-	339	0
YER080W	chrV	319918	322230	+	2313	5999
YER081W	chrV	322213	324278	+	2066	3769
YER082C	chrV	323918	325999	-	2082	5129
YER083C	chrV	325831	327076	-	1246	3407
YER084W	chrV	327065	327451	+	387	20
YER084W-A	chrV	327598	328110	+	513	0
YER085C	chrV	327475	328288	-	814	4
YER086W	chrV	328332	330378	+	2047	13610
YER087W	chrV	330512	332474	+	1963	733
YER087C-A	chrV	331817	332368	-	552	0
YER087C-B	chrV	332218	332877	-	660	2848
YER088C	chrV	333012	335458	-	2447	4878
YER088C-A	chrV	335262	337294	-	2033	0
YER088W-B	chrV	335311	336200	+	890	0
YER089C	chrV	335862	337692	-	1831	419
YER090W	chrV	337879	339728	+	1850	9810
YER090C-A	chrV	338322	338411	-	90	0
YER091C	chrV	339639	342408	-	2770	30171
YER091C-A	chrV	342390	342611	-	222	3
YER092W	chrV	342846	343701	+	856	928
YER093C	chrV	343320	347612	-	4293	2843
YER093C-A	chrV	347774	348434	-	661	515
YER094C	chrV	348575	349685	-	1111	7890
YER095W	chrV	349913	351606	+	1694	2694
YER096W	chrV	351534	353407	+	1874	214
YER097W	chrV	355140	355469	+	330	124
YER098W	chrV	355283	358153	+	2871	85
YER099C	chrV	355850	359099	-	3250	2574
YER100W	chrV	359276	360422	+	1147	3177
YER101C	chrV	360322	362244	-	1923	594
YER102W	chrV	361691	363092	+	1402	2480
YER103W	chrV	363853	366645	+	2793	1701
YER104W	chrV	366784	369162	+	2379	408
YER105C	chrV	367593	372032	-	4440	9348
YER106W	chrV	372326	373234	+	909	14
YER107C	chrV	373204	374751	-	1548	2361
YER107W-A	chrV	374394	374714	+	321	0
YER110C	chrV	378610	382268	-	3659	61233
YER111C	chrV	382595	385876	-	3282	2563
YER112W	chrV	387131	387910	+	780	1744
YER113C	chrV	387786	390210	-	2425	4415
YER114C	chrV	390401	394018	-	3618	5314
YER115C	chrV	394163	396121	-	1959	140
YER116C	chrV	394522	396272	-	1751	0
YER117W	chrV	395711	398087	+	2377	35225
YER118C	chrV	397663	399354	-	1692	3210
YER119C	chrV	399263	400878	-	1616	1179
YER119C-A	chrV	400867	401238	-	372	0
YER120W	chrV	400514	402104	+	1591	8829
YER121W	chrV	402044	402912	+	869	43
YER122C	chrV	402721	404434	-	1714	7122
YER123W	chrV	404625	406936	+	2312	3453
YER124C	chrV	406765	409103	-	2339	24061
YER125W	chrV	409685	413015	+	3331	18757
YER126C	chrV	412838	414281	-	1444	6047
YER127W	chrV	414451	415755	+	1305	2385
YER128W	chrV	415850	417079	+	1230	764
YER129W	chrV	417281	420709	+	3429	4394
YER130C	chrV	420862	422542	-	1681	3558
YER131W	chrV	423445	423951	+	507	1926
YER132C	chrV	425188	430449	-	5262	7332
YER133W	chrV	432347	434424	+	2078	9646
YER133W-A	chrV	437191	437532	+	342	0
YER134C	chrV	436308	437979	-	1672	150
YER135C	chrV	437380	438557	-	1178	113
YER136W	chrV	439456	441300	+	1845	11552
YER137C	chrV	441202	442005	-	804	55599
YER137W-A	chrV	441575	441880	+	306	0
YER138W-A	chrV	449474	449578	+	105	604
YER139C	chrV	449724	451399	-	1676	1739
YER140W	chrV	451493	453628	+	2136	1594
YER141W	chrV	453350	455158	+	1809	3453
YER142C	chrV	455060	456384	-	1325	743
YER143W	chrV	456237	457812	+	1576	1976
YER144C	chrV	457689	460317	-	2629	2854
YER145C	chrV	460290	461785	-	1496	8061
YER145C-A	chrV	462386	462823	-	438	0
YER146W	chrV	461844	462951	+	1108	78
YER147C	chrV	462770	464885	-	2116	1547
YER147C-A	chrV	465203	465613	-	411	0
YER148W	chrV	465070	466372	+	1303	2664
YER148W-A	chrV	466185	466763	+	579	0
YER149C	chrV	466130	467615	-	1486	856
YER150W	chrV	467715	468982	+	1268	1138
YER151C	chrV	469617	472548	-	2932	5818
YER152C	chrV	472605	474749	-	2145	2898
YER152W-A	chrV	473485	474051	+	567	0
YER153C	chrV	474041	474805	-	765	0
YER154W	chrV	474282	476294	+	2013	3551
YER155C	chrV	476345	482848	-	6504	34166
YER156C	chrV	483213	484628	-	1416	6893
YER157W	chrV	484768	487274	+	2507	3087
YER158C	chrV	488710	490854	-	2145	717
YER158W-A	chrV	491465	492091	+	627	0
YER159C	chrV	491282	492141	-	860	3
YER161C	chrV	499076	500425	-	1350	1377
YER162C	chrV	500567	502929	-	2363	935
YER163C	chrV	502982	503909	-	928	1508
YER164W	chrV	505392	509798	+	4407	8507
YER165W	chrV	510231	512364	+	2134	62156
YER165C-A	chrV	512627	512983	-	357	319
YER166W	chrV	512744	517459	+	4716	13994
YER167W	chrV	517790	520781	+	2992	5075
YER168C	chrV	520801	522724	-	1924	3048
YER169W	chrV	523079	525967	+	2889	3506
YER170W	chrV	525919	527033	+	1115	702
YER171W	chrV	526959	529742	+	2784	3307
YER172C	chrV	529530	536021	-	6492	11894
YER172C-A	chrV	536275	536655	-	381	0
YER173W	chrV	536270	538451	+	2182	684
YER174C	chrV	538333	539320	-	988	1105
YER175C	chrV	539125	541451	-	2327	49
YER175W-A	chrV	539499	541575	+	2077	4
YER176W	chrV	541614	545169	+	3556	5106
YER177W	chrV	545199	546604	+	1406	6076
YER178W	chrV	545856	548344	+	2489	36950
YER179W	chrV	548392	549771	+	1380	181
YER180C	chrV	549663	551095	-	1433	104
YER180C-A	chrV	549959	551170	-	1212	11
YER181C	chrV	551422	552408	-	987	122
YER182W	chrV	552319	553357	+	1039	808
YER183C	chrV	553238	554032	-	795	1040
YER184C	chrV	556085	558754	-	2670	1322
YER185W	chrV	558961	560402	+	1442	226
YER186C	chrV	561200	563134	-	1935	1802
YER187W	chrV	565535	566856	+	1322	118
YER188W	chrV	567011	568995	+	1985	229
YER188C-A	chrV	569608	569907	-	300	0
YER189W	chrV	571155	571523	+	369	213
YER190W	chrV	571480	576525	+	5046	3298
YER190C-A	chrV	574804	575379	-	576	0
YER190C-B	chrV	575680	576162	-	483	0
YFL068W	chrVI	53	535	+	483	588
YFL067W	chrVI	836	1363	+	528	203
YFL066C	chrVI	1437	2615	-	1179	882
YFL065C	chrVI	3030	3338	-	309	121
YFL064C	chrVI	3322	3846	-	525	184
YFL063W	chrVI	5066	5521	+	456	0
YFL062W	chrVI	6416	7646	+	1231	512
YFL061W	chrVI	9545	10222	+	678	134
YFL060C	chrVI	10301	10969	-	669	240
YFL059W	chrVI	11363	12259	+	897	349
YFL058W	chrVI	12929	13951	+	1023	23
YFL055W	chrVI	16682	19085	+	2404	328
YFL054C	chrVI	20798	24784	-	3987	544
YFL053W	chrVI	23423	25198	+	1776	36
YFL052W	chrVI	28212	30938	+	2727	249
YFL051C	chrVI	30058	30540	-	483	0
YFL050C	chrVI	33272	35848	-	2577	1183
YFL049W	chrVI	36763	38826	+	2064	1892
YFL048C	chrVI	38694	40222	-	1529	5709
YFL047W	chrVI	40343	42665	+	2323	3268
YFL046W	chrVI	42613	43590	+	978	659
YFL045C	chrVI	43468	45460	-	1993	19833
YFL044C	chrVI	44381	45595	-	1215	49
YFL042C	chrVI	45630	47777	-	2148	1530
YFL041W-A	chrVI	47859	49006	+	1148	429
YFL041W	chrVI	49117	51189	+	2073	4909
YFL040W	chrVI	51350	52972	+	1623	260
YFL039C	chrVI	52971	54910	-	1940	115386
YFL038C	chrVI	55032	56053	-	1022	11211
YFL037W	chrVI	56236	57967	+	1732	23117
YFL036W	chrVI	58782	62837	+	4056	6502
YFL034C-B	chrVI	62812	64081	-	1270	1225
YFL034C-A	chrVI	64061	64990	-	930	3820
YFL034W	chrVI	65307	68811	+	3505	2742
YFL033C	chrVI	69115	74427	-	5313	4850
YFL032W	chrVI	74872	75192	+	321	2
YFL031W	chrVI	75113	76624	+	1512	41918
YFL031C-A	chrVI	76014	76115	-	102	0
YFL030W	chrVI	76716	78089	+	1374	362
YFL029C	chrVI	77974	79215	-	1242	918
YFL028C	chrVI	79210	80243	-	1034	1832
YFL027C	chrVI	80332	81963	-	1632	1612
YFL026W	chrVI	82563	84045	+	1483	26400
YFL025C	chrVI	84145	87234	-	3090	3844
YFL024C	chrVI	87443	90648	-	3206	3346
YFL023W	chrVI	90694	93476	+	2783	2214
YFL022C	chrVI	93323	95083	-	1761	14781
YFL021C-A	chrVI	95449	97535	-	2087	33
YFL021W	chrVI	95786	97617	+	1832	6
YFL020C	chrVI	99116	100293	-	1178	93
YFL019C	chrVI	100252	100605	-	354	9
YFL018C	chrVI	101497	103222	-	1726	12429
YFL017W-A	chrVI	103258	103998	+	741	17
YFL017C	chrVI	103590	104519	-	930	1365
YFL016C	chrVI	104598	106329	-	1732	2649
YFL015W-A	chrVI	106415	106732	+	318	0
YFL015C	chrVI	106469	106963	-	495	0
YFL014W	chrVI	106830	107790	+	961	169
YFL013W-A	chrVI	107799	108602	+	804	0
YFL013C	chrVI	107621	110015	-	2395	1269
YFL012W-A	chrVI	109810	110184	+	375	0
YFL012W	chrVI	110586	111546	+	961	101
YFL011W	chrVI	112345	113985	+	1641	41
YFL010W-A	chrVI	114990	115274	+	285	0
YFL010C	chrVI	114731	115772	-	1042	2916
YFL009W	chrVI	115965	118621	+	2657	4129
YFL008W	chrVI	119388	123209	+	3822	4524
YFL007W	chrVI	123479	129910	+	6432	25442
YFL005W	chrVI	130102	131222	+	1121	6844
YFL004W	chrVI	131650	134510	+	2861	11939
YFL003C	chrVI	134521	137157	-	2637	294
YFL002C	chrVI	144946	146970	-	2025	3300
YFL001W	chrVI	147073	148509	+	1437	2283
YFR001W	chrVI	148988	149905	+	918	1430
YFR002W	chrVI	149962	152650	+	2689	5923
YFR003C	chrVI	152416	153187	-	772	273
YFR004W	chrVI	152810	154412	+	1603	3958
YFR005C	chrVI	154210	155920	-	1711	2312
YFR006W	chrVI	155862	157841	+	1980	7933
YFR007W	chrVI	159224	160429	+	1206	660
YFR008W	chrVI	160196	161654	+	1459	361
YFR009W	chrVI	162412	164813	+	2402	1596
YFR009W-A	chrVI	162747	164940	+	2194	28
YFR010W	chrVI	164975	166672	+	1698	5683
YFR010W-A	chrVI	166728	166916	+	189	0
YFR011C	chrVI	166525	167349	-	825	427
YFR012W	chrVI	167888	168496	+	609	3
YFR012W-A	chrVI	167964	169543	+	1580	88
YFR013W	chrVI	169866	172447	+	2582	3373
YFR014C	chrVI	172229	174005	-	1777	1772
YFR015C	chrVI	174062	176480	-	2419	1818
YFR016C	chrVI	176991	180837	-	3847	3948
YFR017C	chrVI	182147	183837	-	1691	182
YFR018C	chrVI	182949	184344	-	1396	389
YFR019W	chrVI	184502	191338	+	6837	3899
YFR020W	chrVI	191765	193843	+	2079	1092
YFR021W	chrVI	194697	196517	+	1821	2205
YFR022W	chrVI	196565	199196	+	2632	1410
YFR023W	chrVI	199874	201709	+	1836	39
YFR024C-A	chrVI	201701	203658	-	1958	7381
YFR025C	chrVI	203600	204822	-	1223	2125
YFR026C	chrVI	205181	207262	-	2082	284
YFR027W	chrVI	207377	208430	+	1054	364
YFR028C	chrVI	208337	210160	-	1824	4445
YFR029W	chrVI	210837	213045	+	2209	998
YFR030W	chrVI	213193	216563	+	3371	3804
YFR031C	chrVI	216594	220106	-	3513	2772
YFR031C-A	chrVI	220319	221769	-	1451	77564
YFR032C	chrVI	221988	223043	-	1056	113
YFR032C-A	chrVI	222918	223771	-	854	13270
YFR032C-B	chrVI	223710	223973	-	264	11
YFR033C	chrVI	224182	225689	-	1508	996
YFR034C	chrVI	224646	225993	-	1348	0
YFR034W-A	chrVI	225560	226632	+	1073	17
YFR035C	chrVI	226121	226465	-	345	0
YFR035W-A	chrVI	226260	226550	+	291	0
YFR036W	chrVI	226880	227476	+	597	351
YFR036W-A	chrVI	227451	228101	+	651	0
YFR037C	chrVI	227336	229219	-	1884	3527
YFR038W	chrVI	229346	232029	+	2684	3550
YFR039C	chrVI	231945	233687	-	1743	2337
YFR040W	chrVI	233931	237333	+	3403	6890
YFR041C	chrVI	237187	238300	-	1114	1667
YFR042W	chrVI	238413	240009	+	1597	893
YFR043C	chrVI	239039	239887	-	849	0
YFR044C	chrVI	239749	241851	-	2103	20138
YFR045W	chrVI	241979	243302	+	1324	476
YFR046C	chrVI	242814	244179	-	1366	304
YFR047C	chrVI	243878	245201	-	1324	2912
