# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "GFF" "-p" "-t" "gene" "-g" "ID" "-a" "/media/BioNAS/ag_hallab/DATR/material/reference.gff" "-o" "../results/condition1/9929274/counts.txt" "../results/condition1/9929274/alignment_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../results/condition1/9929274/alignment_sorted.bam
YDR196C	chrIV	850036	851770	-	1735	1238
YDR197W	chrIV	851173	852768	+	1596	656
YDR198C	chrIV	852343	854026	-	1684	1534
YDR199W	chrIV	854175	854540	+	366	0
YDR200C	chrIV	854143	856546	-	2404	661
YDR201W	chrIV	855563	857203	+	1641	0
YDR202C	chrIV	856589	857984	-	1396	429
YDR203W	chrIV	857682	857999	+	318	0
YDR204W	chrIV	858097	859416	+	1320	3596
YDR205W	chrIV	859333	861621	+	2289	2508
YDR206W	chrIV	862054	864708	+	2655	5229
YDR207C	chrIV	864918	867591	-	2674	1322
YDR208W	chrIV	868034	870697	+	2664	4715
YDR209C	chrIV	871036	871449	-	414	0
YDR210W	chrIV	870777	871707	+	931	287
YDR211W	chrIV	884625	887205	+	2581	9675
YDR212W	chrIV	887164	889651	+	2488	19088
YDR213W	chrIV	889509	892532	+	3024	2501
YDR214W	chrIV	892734	894476	+	1743	0
YDR215C	chrIV	892607	894623	-	2017	54
YDR216W	chrIV	895035	899006	+	3972	3623
YDR217C	chrIV	899551	903480	-	3930	4811
YDR218C	chrIV	903781	905052	-	1272	171
YDR219C	chrIV	905200	907108	-	1909	1281
YDR220C	chrIV	907000	907293	-	294	0
YDR221W	chrIV	907294	910074	+	2781	4894
YDR222W	chrIV	909490	911452	+	1963	1571
YDR223W	chrIV	911983	913856	+	1874	991
YDR224C	chrIV	914175	914869	-	695	6310
YDR225W	chrIV	914833	916087	+	1255	7489
YDR226W	chrIV	916197	917471	+	1275	15635
YDR227W	chrIV	917444	921813	+	4370	3039
YDR228C	chrIV	921859	923919	-	2061	2086
YDR229W	chrIV	924644	926216	+	1573	1443
YDR230W	chrIV	926223	926570	+	348	0
YDR231C	chrIV	925996	926970	-	975	476
YDR232W	chrIV	927195	929526	+	2332	12612
YDR233C	chrIV	929321	930646	-	1326	10567
YDR234W	chrIV	930887	933376	+	2490	5543
YDR235W	chrIV	933473	935221	+	1749	1603
YDR236C	chrIV	935127	936352	-	1226	1813
YDR237W	chrIV	936420	937781	+	1362	3006
YDR238C	chrIV	937508	940845	-	3338	21566
YDR239C	chrIV	940981	943474	-	2494	2094
YDR240C	chrIV	943615	945205	-	1591	1345
YDR241W	chrIV	945151	945438	+	288	98
YDR242W	chrIV	946688	948601	+	1914	88
YDR243C	chrIV	946914	950316	-	3403	1237
YDR244W	chrIV	950503	952595	+	2093	1550
YDR245W	chrIV	952678	954132	+	1455	4747
YDR246W	chrIV	954253	955151	+	899	1459
YDR246W-A	chrIV	955133	955333	+	201	37
YDR247W	chrIV	955644	957788	+	2145	707
YDR248C	chrIV	957484	958409	-	926	1067
YDR249C	chrIV	958558	960114	-	1557	1020
YDR250C	chrIV	959958	960527	-	570	14
YDR251W	chrIV	960308	963261	+	2954	4887
YDR252W	chrIV	963384	964788	+	1405	0
YDR253C	chrIV	963338	964804	-	1467	9
YDR254W	chrIV	965026	967072	+	2047	50
YDR255C	chrIV	965299	967871	-	2573	437
YDR256C	chrIV	967993	969730	-	1738	871
YDR257C	chrIV	969644	971497	-	1854	2610
YDR258C	chrIV	971702	974356	-	2655	12664
YDR259C	chrIV	974485	976237	-	1753	300
YDR260C	chrIV	975801	977278	-	1478	1462
YDR261C	chrIV	977355	979329	-	1975	6076
YDR262W	chrIV	993123	994499	+	1377	3601
YDR263C	chrIV	994016	995642	-	1627	286
YDR264C	chrIV	995564	998405	-	2842	13611
YDR265W	chrIV	998624	1000092	+	1469	1394
YDR266C	chrIV	999976	1002239	-	2264	3705
YDR267C	chrIV	1002188	1003795	-	1608	1781
YDR268W	chrIV	1003725	1005276	+	1552	2100
YDR269C	chrIV	1005665	1005988	-	324	0
YDR270W	chrIV	1005596	1008767	+	3172	2076
YDR271C	chrIV	1007978	1008793	-	816	0
YDR272W	chrIV	1008936	1010859	+	1924	1344
YDR273W	chrIV	1009395	1011403	+	2009	78
YDR274C	chrIV	1011243	1012871	-	1629	0
YDR275W	chrIV	1011573	1013260	+	1688	23
YDR276C	chrIV	1012990	1014481	-	1492	8778
YDR277C	chrIV	1014108	1015863	-	1756	937
YDR278C	chrIV	1017001	1017318	-	318	6
YDR279W	chrIV	1019101	1020455	+	1355	462
YDR280W	chrIV	1019899	1021771	+	1873	2363
YDR281C	chrIV	1021667	1022436	-	770	104
YDR282C	chrIV	1023220	1024770	-	1551	956
YDR283C	chrIV	1025070	1030049	-	4980	6508
YDR284C	chrIV	1030377	1031756	-	1380	2955
YDR285W	chrIV	1032436	1035063	+	2628	747
YDR286C	chrIV	1035110	1035900	-	791	13
YDR287W	chrIV	1035217	1037457	+	2241	1047
YDR288W	chrIV	1036951	1038288	+	1338	243
YDR289C	chrIV	1037855	1039586	-	1732	891
YDR290W	chrIV	1039370	1039699	+	330	0
YDR291W	chrIV	1039690	1043251	+	3562	3086
YDR292C	chrIV	1042757	1045153	-	2397	4315
YDR293C	chrIV	1045313	1050243	-	4931	20024
YDR294C	chrIV	1050405	1052323	-	1919	5429
YDR295C	chrIV	1052542	1054910	-	2369	1977
YDR296W	chrIV	1054938	1056139	+	1202	1937
YDR297W	chrIV	1056373	1057770	+	1398	4049
YDR298C	chrIV	1057999	1059413	-	1415	4868
YDR299W	chrIV	1059586	1061523	+	1938	1714
YDR300C	chrIV	1060851	1062861	-	2011	4105
YDR301W	chrIV	1063282	1067556	+	4275	5479
YDR302W	chrIV	1067654	1068597	+	944	1362
YDR303C	chrIV	1068481	1071708	-	3228	5002
YDR304C	chrIV	1071761	1072811	-	1051	10552
YDR305C	chrIV	1072659	1074110	-	1452	239
YDR306C	chrIV	1073127	1075342	-	2216	967
YDR307W	chrIV	1075806	1078050	+	2245	0
YDR308C	chrIV	1075773	1078538	-	2766	886
YDR309C	chrIV	1078684	1080736	-	2053	3909
YDR310C	chrIV	1081128	1084316	-	3189	5960
YDR311W	chrIV	1084937	1087097	+	2161	2512
YDR312W	chrIV	1087497	1089165	+	1669	2155
YDR313C	chrIV	1089034	1091699	-	2666	1256
YDR314C	chrIV	1090433	1092511	-	2079	331
YDR315C	chrIV	1092551	1093633	-	1083	540
YDR316W	chrIV	1093726	1095276	+	1551	970
YDR317W	chrIV	1102132	1103554	+	1423	675
YDR318W	chrIV	1103725	1105159	+	1435	108
YDR319C	chrIV	1104140	1105885	-	1746	717
YDR320C	chrIV	1106004	1108163	-	2160	2320
YDR320C-A	chrIV	1108128	1108768	-	641	0
YDR320W-B	chrIV	1108229	1109176	+	948	0
YDR321W	chrIV	1108671	1110101	+	1431	2392
YDR322W	chrIV	1110563	1111872	+	1310	2208
YDR322C-A	chrIV	1111649	1112340	-	692	1004
YDR323C	chrIV	1112294	1114074	-	1781	666
YDR324C	chrIV	1114433	1116763	-	2331	7681
YDR325W	chrIV	1116864	1120540	+	3677	3065
YDR326C	chrIV	1120609	1124925	-	4317	9232
YDR327W	chrIV	1125302	1125628	+	327	0
YDR328C	chrIV	1125145	1126163	-	1019	3113
YDR329C	chrIV	1126164	1127624	-	1461	1715
YDR330W	chrIV	1127791	1129603	+	1813	3429
YDR331W	chrIV	1129534	1130961	+	1428	2691
YDR332W	chrIV	1130976	1133155	+	2180	1504
YDR333C	chrIV	1133021	1135477	-	2457	3493
YDR334W	chrIV	1135932	1140476	+	4545	9848
YDR335W	chrIV	1140811	1144954	+	4144	9126
YDR336W	chrIV	1144310	1146134	+	1825	941
YDR337W	chrIV	1146252	1147408	+	1157	1619
YDR338C	chrIV	1147247	1149717	-	2471	1610
YDR339C	chrIV	1149459	1150551	-	1093	2509
YDR340W	chrIV	1150881	1151183	+	303	83
YDR341C	chrIV	1151583	1153727	-	2145	14165
YDR342C	chrIV	1154074	1156412	-	2339	3052
YDR343C	chrIV	1159269	1161410	-	2142	2234
YDR344C	chrIV	1162006	1162449	-	444	268
YDR345C	chrIV	1162818	1164762	-	1945	33577
YDR346C	chrIV	1166895	1168886	-	1992	8957
YDR347W	chrIV	1169061	1170267	+	1207	3341
YDR348C	chrIV	1170024	1172068	-	2045	3380
YDR349C	chrIV	1172232	1174808	-	2577	7448
YDR350C	chrIV	1176047	1178231	-	2185	2472
YDR351W	chrIV	1178617	1181414	+	2798	2980
YDR352W	chrIV	1181613	1183315	+	1703	502
YDR353W	chrIV	1181965	1184534	+	2570	17623
YDR354W	chrIV	1184618	1186001	+	1384	2469
YDR354C-A	chrIV	1185139	1185282	-	144	0
YDR355C	chrIV	1186067	1186369	-	303	0
YDR356W	chrIV	1186107	1188941	+	2835	1451
YDR357C	chrIV	1189093	1189857	-	765	1251
YDR358W	chrIV	1190007	1191948	+	1942	1619
YDR359C	chrIV	1191936	1194884	-	2949	3269
YDR360W	chrIV	1194598	1195032	+	435	0
YDR361C	chrIV	1194891	1196297	-	1407	2867
YDR362C	chrIV	1196464	1198807	-	2344	2128
YDR363W	chrIV	1199006	1201491	+	2486	1537
YDR363W-A	chrIV	1202008	1202901	+	894	0
YDR364C	chrIV	1201902	1204242	-	2341	1637
YDR365C	chrIV	1204384	1206470	-	2087	8489
YDR366C	chrIV	1212438	1212836	-	399	230
YDR367W	chrIV	1212724	1213861	+	1138	1431
YDR368W	chrIV	1213765	1215015	+	1251	6478
YDR369C	chrIV	1215016	1217580	-	2565	1316
YDR370C	chrIV	1217660	1219175	-	1516	1910
YDR371W	chrIV	1219298	1221086	+	1789	503
YDR371C-A	chrIV	1219340	1220109	-	770	0
YDR372C	chrIV	1220889	1222465	-	1577	4730
YDR373W	chrIV	1222658	1223462	+	805	3971
YDR374C	chrIV	1223474	1224394	-	921	31
YDR374W-A	chrIV	1224730	1225357	+	628	428
YDR375C	chrIV	1225091	1226579	-	1489	1861
YDR376W	chrIV	1226729	1228469	+	1741	1905
YDR377W	chrIV	1227863	1229643	+	1781	2410
YDR378C	chrIV	1229047	1230061	-	1015	10
YDR379W	chrIV	1230033	1233274	+	3242	2239
YDR379C-A	chrIV	1233148	1233766	-	619	869
YDR380W	chrIV	1234110	1236269	+	2160	11077
YDR381W	chrIV	1236461	1238352	+	1892	7751
YDR381C-A	chrIV	1238198	1239033	-	836	0
YDR382W	chrIV	1239345	1240067	+	723	0
YDR383C	chrIV	1238408	1241042	-	2635	370
YDR384C	chrIV	1241044	1242540	-	1497	2901
YDR385W	chrIV	1243142	1245963	+	2822	119291
YDR386W	chrIV	1246063	1248210	+	2148	708
YDR387C	chrIV	1247948	1249967	-	2020	1062
YDR388W	chrIV	1250135	1252152	+	2018	9523
YDR389W	chrIV	1252015	1254951	+	2937	5250
YDR390C	chrIV	1254754	1256876	-	2123	2742
YDR391C	chrIV	1257275	1258514	-	1240	1629
YDR392W	chrIV	1258191	1259984	+	1794	1061
YDR393W	chrIV	1259813	1261460	+	1648	1655
YDR394W	chrIV	1261365	1263118	+	1754	15133
YDR395W	chrIV	1263194	1266255	+	3062	15231
YDR396W	chrIV	1266295	1266795	+	501	0
YDR397C	chrIV	1266185	1267252	-	1068	232
YDR398W	chrIV	1267357	1269772	+	2416	9763
YDR399W	chrIV	1269999	1270976	+	978	6250
YDR400W	chrIV	1271006	1272335	+	1330	2739
YDR401W	chrIV	1272223	1272786	+	564	0
YDR402C	chrIV	1272234	1273703	-	1470	101
YDR403W	chrIV	1274602	1276212	+	1611	397
YDR404C	chrIV	1276074	1277907	-	1834	3167
YDR405W	chrIV	1277593	1279201	+	1609	710
YDR406W	chrIV	1279210	1283799	+	4590	7698
YDR406W-A	chrIV	1283799	1284044	+	246	26
YDR407C	chrIV	1284000	1288060	-	4061	5296
YDR408C	chrIV	1288122	1289151	-	1030	2254
YDR409W	chrIV	1289406	1292120	+	2715	1704
YDR410C	chrIV	1292242	1293200	-	959	1435
YDR411C	chrIV	1293119	1294444	-	1326	1877
YDR412W	chrIV	1294611	1295640	+	1030	155
YDR413C	chrIV	1294836	1295411	-	576	0
YDR414C	chrIV	1295340	1296883	-	1544	1009
YDR415C	chrIV	1296692	1298215	-	1524	1951
YDR416W	chrIV	1298346	1301043	+	2698	2094
YDR417C	chrIV	1301555	1301926	-	372	0
YDR418W	chrIV	1300681	1302713	+	2033	6143
YDR419W	chrIV	1303169	1305459	+	2291	1920
YDR420W	chrIV	1306267	1311675	+	5409	6130
YDR421W	chrIV	1311956	1314921	+	2966	1878
YDR422C	chrIV	1315031	1317883	-	2853	4388
YDR423C	chrIV	1317952	1319324	-	1373	2139
YDR424C	chrIV	1319294	1319935	-	642	840
YDR425W	chrIV	1320018	1322052	+	2035	578
YDR426C	chrIV	1321629	1322006	-	378	0
YDR427W	chrIV	1322173	1324346	+	2174	2600
YDR428C	chrIV	1322700	1324844	-	2145	0
YDR429C	chrIV	1323931	1325319	-	1389	3631
YDR430C	chrIV	1325450	1328541	-	3092	6572
YDR431W	chrIV	1328390	1328701	+	312	0
YDR432W	chrIV	1328783	1330027	+	1245	0
YDR433W	chrIV	1328796	1330736	+	1941	745
YDR434W	chrIV	1331049	1332977	+	1929	3917
YDR435C	chrIV	1332825	1334349	-	1525	2079
YDR436W	chrIV	1334568	1337116	+	2549	1323
YDR437W	chrIV	1337285	1339301	+	2017	11
YDR438W	chrIV	1337443	1339472	+	2030	22
YDR439W	chrIV	1339443	1340974	+	1532	511
YDR440W	chrIV	1342406	1344470	+	2065	1276
YDR441C	chrIV	1344160	1345232	-	1073	1087
YDR442W	chrIV	1345633	1346810	+	1178	33
YDR443C	chrIV	1345676	1349938	-	4263	2309
YDR444W	chrIV	1350205	1352433	+	2229	1258
YDR445C	chrIV	1352182	1352589	-	408	0
YDR446W	chrIV	1353725	1354633	+	909	10
YDR447C	chrIV	1354576	1355631	-	1056	7152
YDR448W	chrIV	1356029	1357472	+	1444	1315
YDR449C	chrIV	1357116	1358946	-	1831	3099
YDR450W	chrIV	1359893	1361096	+	1204	12331
YDR451C	chrIV	1360781	1362243	-	1463	1273
YDR452W	chrIV	1362728	1365090	+	2363	5578
YDR453C	chrIV	1364885	1366022	-	1138	1895
YDR454C	chrIV	1365758	1366897	-	1140	5112
YDR455C	chrIV	1367373	1367681	-	309	11
YDR456W	chrIV	1367400	1369518	+	2119	4358
YDR457W	chrIV	1369790	1379596	+	9807	30645
YDR458C	chrIV	1379809	1382107	-	2299	2482
YDR459C	chrIV	1382144	1383739	-	1596	633
YDR460W	chrIV	1382963	1384979	+	2017	446
YDR461W	chrIV	1384424	1385434	+	1011	566
YDR461C-A	chrIV	1385332	1385831	-	500	659
YDR462W	chrIV	1386019	1386697	+	679	1347
YDR463W	chrIV	1386753	1388585	+	1833	3889
YDR464W	chrIV	1388872	1393179	+	4308	3948
YDR464C-A	chrIV	1392492	1392680	-	189	0
YDR465C	chrIV	1393173	1394806	-	1634	3824
YDR466W	chrIV	1395026	1398065	+	3040	2130
YDR467C	chrIV	1396747	1398254	-	1508	0
YDR468C	chrIV	1397712	1398814	-	1103	0
YDR469W	chrIV	1398088	1401744	+	3657	880
YDR470C	chrIV	1399513	1401371	-	1859	0
YDR471W	chrIV	1401681	1402918	+	1238	13330
YDR472W	chrIV	1403187	1404441	+	1255	1872
YDR473C	chrIV	1404215	1405933	-	1719	412
YDR475C	chrIV	1407337	1410276	-	2940	2540
YDR476C	chrIV	1410251	1412173	-	1923	2464
YDR477W	chrIV	1412079	1414444	+	2366	4365
YDR478W	chrIV	1414535	1416455	+	1921	535
YDR479C	chrIV	1415128	1417132	-	2005	592
YDR480W	chrIV	1417399	1418370	+	972	577
YDR481C	chrIV	1418434	1420305	-	1872	5111
YDR482C	chrIV	1420247	1421009	-	763	338
YDR483W	chrIV	1420644	1422637	+	1994	14570
YDR484W	chrIV	1422732	1424839	+	2108	1254
YDR485C	chrIV	1424668	1427276	-	2609	1632
YDR486C	chrIV	1427102	1428178	-	1077	1840
YDR487C	chrIV	1428240	1430782	-	2543	6128
YDR488C	chrIV	1429036	1430838	-	1803	7
YDR489W	chrIV	1430994	1433377	+	2384	747
YDR490C	chrIV	1431775	1434375	-	2601	1284
YDR491C	chrIV	1434500	1434991	-	492	22
YDR492W	chrIV	1434686	1436225	+	1540	2663
YDR493W	chrIV	1436057	1436840	+	784	817
YDR494W	chrIV	1436801	1438090	+	1290	1993
YDR495C	chrIV	1437964	1441207	-	3244	1518
YDR496C	chrIV	1441192	1443441	-	2250	11031
YDR497C	chrIV	1443604	1445623	-	2020	10275
YDR498C	chrIV	1445165	1450109	-	4945	1490
YDR499W	chrIV	1447800	1450187	+	2388	0
YDR500C	chrIV	1449981	1450874	-	894	9600
YDR501W	chrIV	1451353	1452918	+	1566	422
YDR502C	chrIV	1452816	1454556	-	1741	2317
YDR503C	chrIV	1454830	1455949	-	1120	1303
YDR504C	chrIV	1456086	1458095	-	2010	396
YDR505C	chrIV	1456519	1459409	-	2891	2409
YDR506C	chrIV	1459304	1461607	-	2304	1219
YDR507C	chrIV	1462176	1465824	-	3649	4715
YDR508C	chrIV	1466219	1468567	-	2349	9658
YDR509W	chrIV	1468226	1468573	+	348	0
YDR510W	chrIV	1468610	1469859	+	1250	2373
YDR510C-A	chrIV	1469695	1469811	-	117	0
YDR511W	chrIV	1469832	1471050	+	1219	3
YDR512C	chrIV	1470417	1471194	-	778	0
YDR513W	chrIV	1470026	1471559	+	1534	1147
YDR514C	chrIV	1471422	1473074	-	1653	1262
YDR515W	chrIV	1473202	1474873	+	1672	2275
YDR516C	chrIV	1474842	1476588	-	1747	6726
YDR517W	chrIV	1476623	1478460	+	1838	4104
YDR518W	chrIV	1478467	1480211	+	1745	2340
YDR519W	chrIV	1479966	1482129	+	2164	1470
YDR520C	chrIV	1480938	1483487	-	2550	342
YDR521W	chrIV	1483141	1483476	+	336	0
YDR522C	chrIV	1483795	1485303	-	1509	206
YDR523C	chrIV	1485514	1487263	-	1750	157
YDR524C	chrIV	1487035	1489060	-	2026	3076
YDR524W-C	chrIV	1489403	1489492	+	90	0
YDR524C-B	chrIV	1489179	1489982	-	804	20004
YDR524C-A	chrIV	1489805	1490886	-	1082	0
YDR525W	chrIV	1489905	1490234	+	330	0
YDR525W-A	chrIV	1489989	1491058	+	1070	72
YDR526C	chrIV	1491075	1491545	-	471	0
YDR527W	chrIV	1491063	1493174	+	2112	20943
YDR528W	chrIV	1494268	1495999	+	1732	1563
YDR529C	chrIV	1495785	1496585	-	801	1652
YDR530C	chrIV	1496462	1498018	-	1557	854
YDR531W	chrIV	1497933	1499416	+	1484	2814
YDR532C	chrIV	1499334	1500809	-	1476	624
YDR533C	chrIV	1501208	1502385	-	1178	7589
YDR534C	chrIV	1503065	1505484	-	2420	966
YDR535C	chrIV	1506606	1507362	-	757	77
YDR536W	chrIV	1507861	1509860	+	2000	436
YDR537C	chrIV	1510856	1511461	-	606	0
YDR538W	chrIV	1509972	1511919	+	1948	591
YDR539W	chrIV	1512000	1513955	+	1956	2863
YDR540C	chrIV	1516282	1518078	-	1797	566
YDR541C	chrIV	1519437	1520919	-	1483	1169
YDR542W	chrIV	1523249	1523611	+	363	1
YDR543C	chrIV	1524634	1524933	-	300	0
YDR544C	chrIV	1525095	1525523	-	429	0
YDR545W	chrIV	1526321	1531711	+	5391	4147
YDR545C-A	chrIV	1530863	1531342	-	480	0
YEL077C	chrV	264	4097	-	3834	1932
YEL077W-A	chrV	630	1112	+	483	0
YEL076C-A	chrV	4185	5114	-	930	113
YEL076C	chrV	4464	5114	-	651	0
YEL075W-A	chrV	4870	5481	+	612	66
YEL075C	chrV	5345	5713	-	369	89
YEL074W	chrV	6126	6464	+	339	9
YEL073C	chrV	6517	7821	-	1305	165
YEL072W	chrV	13576	14756	+	1181	405
YEL071W	chrV	16157	18109	+	1953	42116
YEL070W	chrV	19589	21097	+	1509	147
YEL069C	chrV	21537	23231	-	1695	244
YEL068C	chrV	25397	26510	-	1114	735
YEL067C	chrV	26189	26776	-	588	0
YEL066W	chrV	26117	27652	+	1536	705
YEL065W	chrV	27345	29757	+	2413	7853
YEL064C	chrV	29469	31308	-	1840	830
YEL063C	chrV	31353	33713	-	2361	7055
YEL062W	chrV	34224	36393	+	2170	1520
YEL061C	chrV	36279	39660	-	3382	2155
YEL060C	chrV	39811	42126	-	2316	20844
YEL059C-A	chrV	42325	43077	-	753	262
YEL059W	chrV	42652	42960	+	309	0
YEL058W	chrV	43208	45326	+	2119	8320
YEL057C	chrV	44914	45990	-	1077	98
YEL056W	chrV	47117	48542	+	1426	2173
YEL055C	chrV	48281	51594	-	3314	9977
YEL054C	chrV	52181	53323	-	1143	6645
YEL053W-A	chrV	52908	53255	+	348	0
YEL053C	chrV	53794	56217	-	2424	3060
YEL052W	chrV	56321	58169	+	1849	2964
YEL051W	chrV	58312	59373	+	1062	6653
YEL050W-A	chrV	59495	59807	+	313	0
YEL050C	chrV	59447	61031	-	1585	2439
YEL049W	chrV	63554	64235	+	682	0
YEL048C	chrV	62797	65265	-	2469	1024
YEL047C	chrV	65385	66797	-	1413	4924
YEL046C	chrV	67007	68910	-	1904	22884
YEL045C	chrV	68840	69265	-	426	0
YEL044W	chrV	69040	70395	+	1356	1324
YEL043W	chrV	70433	73436	+	3004	4567
YEL042W	chrV	73569	75903	+	2335	10064
YEL041W	chrV	75675	77794	+	2120	767
YEL040W	chrV	78005	79689	+	1685	15446
YEL039C	chrV	79489	80170	-	682	175
YEL038W	chrV	80433	81364	+	932	2621
YEL037C	chrV	81184	82788	-	1605	10876
YEL036C	chrV	82966	84832	-	1867	3960
YEL035C	chrV	85045	85545	-	501	20
YEL034C-A	chrV	85429	86330	-	902	0
YEL034W	chrV	85195	86368	+	1174	0
YEL033W	chrV	86179	86598	+	420	0
YEL032W	chrV	86853	90071	+	3219	7393
YEL032C-A	chrV	87040	87201	-	162	0
YEL031W	chrV	90187	94008	+	3822	49161
YEL030C-A	chrV	94583	94897	-	315	0
YEL030W	chrV	94191	96948	+	2758	519
YEL029C	chrV	96494	97909	-	1416	26
YEL028W	chrV	97084	99253	+	2170	691
YEL027W	chrV	100706	102300	+	1595	2058
YEL026W	chrV	100905	102394	+	1490	44
YEL025C	chrV	102581	106147	-	3567	4969
YEL024W	chrV	107159	108525	+	1367	1795
YEL023C	chrV	108378	111122	-	2745	851
YEL022W	chrV	111340	115873	+	4534	8179
YEL021W	chrV	116070	117120	+	1051	0
YEL020C-B	chrV	117183	117380	-	198	0
YEL020W-A	chrV	116531	117671	+	1141	3888
YEL020C	chrV	118617	120299	-	1683	1821
YEL019C	chrV	120343	121311	-	969	347
YEL018C-A	chrV	121455	121988	-	534	0
YEL018W	chrV	121415	122462	+	1048	5
YEL017C-A	chrV	122091	123096	-	1006	7696
YEL017W	chrV	123176	124767	+	1592	1258
YEL016C	chrV	124560	126430	-	1871	1466
YEL015W	chrV	126580	128751	+	2172	2608
YEL014C	chrV	128303	128608	-	306	0
YEL013W	chrV	128551	131010	+	2460	7468
YEL012W	chrV	131616	132660	+	1045	930
YEL011W	chrV	133011	135353	+	2343	2559
YEL010W	chrV	136279	136629	+	351	2
YEL009C-A	chrV	136371	136778	-	408	7
YEL009C	chrV	138823	140489	-	1667	21498
YEL008W	chrV	140400	141265	+	866	12
YEL008C-A	chrV	140310	141050	-	741	0
YEL007W	chrV	141892	143892	+	2001	2587
YEL006W	chrV	144264	145726	+	1463	2634
YEL005C	chrV	145493	147856	-	2364	729
YEL004W	chrV	146894	148331	+	1438	0
YEL003W	chrV	146965	148723	+	1759	450
YEL002C	chrV	148562	150081	-	1520	10762
YEL001C	chrV	149991	151017	-	1027	6508
YER001W	chrV	153471	156098	+	2628	5191
YER002W	chrV	156369	157612	+	1244	1837
YER003C	chrV	157436	159162	-	1727	6817
YER004W	chrV	159092	160536	+	1445	6510
YER005W	chrV	160501	162741	+	2241	3903
YER006W	chrV	162684	164511	+	1828	7464
YER006C-A	chrV	164344	164661	-	318	0
YER007W	chrV	164486	166230	+	1745	401
YER007C-A	chrV	165671	166910	-	1240	2550
YER008C	chrV	167703	171884	-	4182	7778
YER009W	chrV	172046	172753	+	708	5004
YER010C	chrV	172506	173440	-	935	1702
YER011W	chrV	174912	176279	+	1368	1163
YER012W	chrV	177720	178658	+	939	10423
YER013W	chrV	178841	182278	+	3438	2921
YER014W	chrV	182546	184349	+	1804	1372
YER014C-A	chrV	183731	184700	-	970	3
YER015W	chrV	184501	187028	+	2528	1004
YER016W	chrV	188225	189432	+	1208	1240
YER017C	chrV	189340	191903	-	2564	2
YER018C	chrV	189536	194217	-	4682	147
YER019W	chrV	192486	194327	+	1842	0
YER019C-A	chrV	192438	195108	-	2671	2330
YER020W	chrV	194845	197181	+	2337	2441
YER021W	chrV	196874	198650	+	1777	13726
YER022W	chrV	198769	200974	+	2206	2149
YER023W	chrV	200997	203074	+	2078	6392
YER023C-A	chrV	201522	201734	-	213	0
YER024W	chrV	202192	204963	+	2772	1296
YER025W	chrV	205186	207132	+	1947	14354
YER026C	chrV	207416	208539	-	1124	5325
YER027C	chrV	208683	210405	-	1723	3666
YER028C	chrV	210238	211944	-	1707	807
YER029C	chrV	212468	213481	-	1014	790
YER030W	chrV	213349	214437	+	1089	837
YER031C	chrV	213753	214788	-	1036	808
YER032W	chrV	214963	217951	+	2989	1409
YER033C	chrV	218057	221287	-	3231	1196
YER034W	chrV	221787	222744	+	958	0
YER035W	chrV	221857	223244	+	1388	1606
YER036C	chrV	223139	225236	-	2098	35091
YER037W	chrV	225808	227074	+	1267	199
YER038C	chrV	226056	228262	-	2207	908
YER038W-A	chrV	228379	229594	+	1216	0
YER039C	chrV	228326	229450	-	1125	1
YER039C-A	chrV	228799	229507	-	709	0
YER040W	chrV	229702	232250	+	2549	1780
YER041W	chrV	232375	234935	+	2561	1551
YER042W	chrV	234841	235746	+	906	1689
YER043C	chrV	235535	237224	-	1690	24181
YER044C	chrV	237439	239432	-	1994	2152
YER044C-A	chrV	238460	239774	-	1315	43
YER045C	chrV	239905	241801	-	1897	1822
YER046W	chrV	242486	243707	+	1222	525
YER046W-A	chrV	243700	244029	+	330	0
YER047C	chrV	243810	246503	-	2694	798
YER048C	chrV	246581	248259	-	1679	5281
YER048W-A	chrV	250637	251721	+	1085	2824
YER049W	chrV	251629	253877	+	2249	8017
YER050C	chrV	253654	254444	-	791	1855
YER051W	chrV	254643	256152	+	1510	1106
YER052C	chrV	256214	258111	-	1898	7294
YER053C	chrV	258588	260094	-	1507	2539
YER053C-A	chrV	260560	261280	-	721	238
YER054C	chrV	261870	264247	-	2378	460
YER055C	chrV	263733	265929	-	2197	202
YER056C	chrV	264973	269343	-	4371	24424
YER056C-A	chrV	269341	271055	-	1715	9960
YER057C	chrV	270647	271538	-	892	187
YER058W	chrV	271706	272257	+	552	692
YER059W	chrV	272442	274466	+	2025	1626
YER060W	chrV	274526	276250	+	1725	1816
YER060W-A	chrV	276488	278311	+	1824	486
YER061C	chrV	277831	279711	-	1881	1738
YER062C	chrV	279692	280839	-	1148	13602
YER063W	chrV	281303	282591	+	1289	25
YER064C	chrV	281575	284312	-	2738	5583
YER065C	chrV	285114	287255	-	2142	1757
YER066W	chrV	288801	290938	+	2138	558
YER066C-A	chrV	291703	292203	-	501	0
YER067W	chrV	291740	292745	+	1006	2
YER067C-A	chrV	292240	292563	-	324	0
YER068W	chrV	292930	294928	+	1999	2767
YER068C-A	chrV	295301	295732	-	432	1
YER069W	chrV	295335	298162	+	2828	4084
YER070W	chrV	298872	301874	+	3003	18246
YER071C	chrV	301703	302487	-	785	731
YER072W	chrV	302456	303341	+	886	5073
YER073W	chrV	303339	306296	+	2958	3352
YER074W	chrV	306246	307412	+	1167	13462
