# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "GFF" "-p" "-t" "gene" "-g" "ID" "-a" "/media/BioNAS/ag_hallab/DATR/material/reference.gff" "-o" "../results/control/9929264/counts.txt" "../results/control/9929264/alignment_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../results/control/9929264/alignment_sorted.bam
YER110C	chrV	378610	382268	-	3659	64344
YER111C	chrV	382595	385876	-	3282	2193
YER112W	chrV	387131	387910	+	780	2178
YER113C	chrV	387786	390210	-	2425	5788
YER114C	chrV	390401	394018	-	3618	4664
YER115C	chrV	394163	396121	-	1959	188
YER116C	chrV	394522	396272	-	1751	0
YER117W	chrV	395711	398087	+	2377	44232
YER118C	chrV	397663	399354	-	1692	3661
YER119C	chrV	399263	400878	-	1616	1427
YER119C-A	chrV	400867	401238	-	372	0
YER120W	chrV	400514	402104	+	1591	6915
YER121W	chrV	402044	402912	+	869	33
YER122C	chrV	402721	404434	-	1714	9010
YER123W	chrV	404625	406936	+	2312	4314
YER124C	chrV	406765	409103	-	2339	27134
YER125W	chrV	409685	413015	+	3331	18363
YER126C	chrV	412838	414281	-	1444	7656
YER127W	chrV	414451	415755	+	1305	2907
YER128W	chrV	415850	417079	+	1230	865
YER129W	chrV	417281	420709	+	3429	4735
YER130C	chrV	420862	422542	-	1681	3428
YER131W	chrV	423445	423951	+	507	2555
YER132C	chrV	425188	430449	-	5262	7575
YER133W	chrV	432347	434424	+	2078	10813
YER133W-A	chrV	437191	437532	+	342	0
YER134C	chrV	436308	437979	-	1672	132
YER135C	chrV	437380	438557	-	1178	111
YER136W	chrV	439456	441300	+	1845	13542
YER137C	chrV	441202	442005	-	804	71245
YER137W-A	chrV	441575	441880	+	306	0
YER138W-A	chrV	449474	449578	+	105	733
YER139C	chrV	449724	451399	-	1676	2180
YER140W	chrV	451493	453628	+	2136	1670
YER141W	chrV	453350	455158	+	1809	2541
YER142C	chrV	455060	456384	-	1325	663
YER143W	chrV	456237	457812	+	1576	1561
YER144C	chrV	457689	460317	-	2629	1853
YER145C	chrV	460290	461785	-	1496	10087
YER145C-A	chrV	462386	462823	-	438	0
YER146W	chrV	461844	462951	+	1108	100
YER147C	chrV	462770	464885	-	2116	1942
YER147C-A	chrV	465203	465613	-	411	0
YER148W	chrV	465070	466372	+	1303	2860
YER148W-A	chrV	466185	466763	+	579	0
YER149C	chrV	466130	467615	-	1486	1106
YER150W	chrV	467715	468982	+	1268	686
YER151C	chrV	469617	472548	-	2932	4215
YER152C	chrV	472605	474749	-	2145	3088
YER152W-A	chrV	473485	474051	+	567	0
YER153C	chrV	474041	474805	-	765	0
YER154W	chrV	474282	476294	+	2013	3037
YER155C	chrV	476345	482848	-	6504	27078
YER156C	chrV	483213	484628	-	1416	7517
YER157W	chrV	484768	487274	+	2507	3542
YER158C	chrV	488710	490854	-	2145	319
YER158W-A	chrV	491465	492091	+	627	0
YER159C	chrV	491282	492141	-	860	5
YER161C	chrV	499076	500425	-	1350	1376
YER162C	chrV	500567	502929	-	2363	615
YER163C	chrV	502982	503909	-	928	1900
YER164W	chrV	505392	509798	+	4407	6090
YER165W	chrV	510231	512364	+	2134	53508
YER165C-A	chrV	512627	512983	-	357	354
YER166W	chrV	512744	517459	+	4716	14638
YER167W	chrV	517790	520781	+	2992	5555
YER168C	chrV	520801	522724	-	1924	3219
YER169W	chrV	523079	525967	+	2889	3565
YER170W	chrV	525919	527033	+	1115	782
YER171W	chrV	526959	529742	+	2784	4092
YER172C	chrV	529530	536021	-	6492	11540
YER172C-A	chrV	536275	536655	-	381	0
YER173W	chrV	536270	538451	+	2182	933
YER174C	chrV	538333	539320	-	988	1281
YER175C	chrV	539125	541451	-	2327	29
YER175W-A	chrV	539499	541575	+	2077	2
YER176W	chrV	541614	545169	+	3556	4367
YER177W	chrV	545199	546604	+	1406	6311
YER178W	chrV	545856	548344	+	2489	38218
YER179W	chrV	548392	549771	+	1380	135
YER180C	chrV	549663	551095	-	1433	108
YER180C-A	chrV	549959	551170	-	1212	6
YER181C	chrV	551422	552408	-	987	64
YER182W	chrV	552319	553357	+	1039	843
YER183C	chrV	553238	554032	-	795	1282
YER184C	chrV	556085	558754	-	2670	1157
YER185W	chrV	558961	560402	+	1442	186
YER186C	chrV	561200	563134	-	1935	1889
YER187W	chrV	565535	566856	+	1322	160
YER188W	chrV	567011	568995	+	1985	213
YER188C-A	chrV	569608	569907	-	300	0
YER189W	chrV	571155	571523	+	369	171
YER190W	chrV	571480	576525	+	5046	2574
YER190C-A	chrV	574804	575379	-	576	0
YER190C-B	chrV	575680	576162	-	483	0
YFL068W	chrVI	53	535	+	483	532
YFL067W	chrVI	836	1363	+	528	224
YFL066C	chrVI	1437	2615	-	1179	729
YFL065C	chrVI	3030	3338	-	309	83
YFL064C	chrVI	3322	3846	-	525	156
YFL063W	chrVI	5066	5521	+	456	0
YFL062W	chrVI	6416	7646	+	1231	508
YFL061W	chrVI	9545	10222	+	678	190
YFL060C	chrVI	10301	10969	-	669	316
YFL059W	chrVI	11363	12259	+	897	303
YFL058W	chrVI	12929	13951	+	1023	21
YFL055W	chrVI	16682	19085	+	2404	354
YFL054C	chrVI	20798	24784	-	3987	552
YFL053W	chrVI	23423	25198	+	1776	42
YFL052W	chrVI	28212	30938	+	2727	173
YFL051C	chrVI	30058	30540	-	483	0
YFL050C	chrVI	33272	35848	-	2577	1276
YFL049W	chrVI	36763	38826	+	2064	1848
YFL048C	chrVI	38694	40222	-	1529	6960
YFL047W	chrVI	40343	42665	+	2323	3304
YFL046W	chrVI	42613	43590	+	978	542
YFL045C	chrVI	43468	45460	-	1993	24021
YFL044C	chrVI	44381	45595	-	1215	65
YFL042C	chrVI	45630	47777	-	2148	912
YFL041W-A	chrVI	47859	49006	+	1148	353
YFL041W	chrVI	49117	51189	+	2073	5798
YFL040W	chrVI	51350	52972	+	1623	214
YFL039C	chrVI	52971	54910	-	1940	131929
YFL038C	chrVI	55032	56053	-	1022	11198
YFL037W	chrVI	56236	57967	+	1732	22934
YFL036W	chrVI	58782	62837	+	4056	6601
YFL034C-B	chrVI	62812	64081	-	1270	844
YFL034C-A	chrVI	64061	64990	-	930	5425
YFL034W	chrVI	65307	68811	+	3505	2548
YFL033C	chrVI	69115	74427	-	5313	3825
YFL032W	chrVI	74872	75192	+	321	4
YFL031W	chrVI	75113	76624	+	1512	48658
YFL031C-A	chrVI	76014	76115	-	102	0
YFL030W	chrVI	76716	78089	+	1374	302
YFL029C	chrVI	77974	79215	-	1242	884
YFL028C	chrVI	79210	80243	-	1034	2148
YFL027C	chrVI	80332	81963	-	1632	1680
YFL026W	chrVI	82563	84045	+	1483	30820
YFL025C	chrVI	84145	87234	-	3090	4714
YFL024C	chrVI	87443	90648	-	3206	3249
YFL023W	chrVI	90694	93476	+	2783	2178
YFL022C	chrVI	93323	95083	-	1761	10782
YFL021C-A	chrVI	95449	97535	-	2087	24
YFL021W	chrVI	95786	97617	+	1832	11
YFL020C	chrVI	99116	100293	-	1178	180
YFL019C	chrVI	100252	100605	-	354	13
YFL018C	chrVI	101497	103222	-	1726	15111
YFL017W-A	chrVI	103258	103998	+	741	15
YFL017C	chrVI	103590	104519	-	930	1796
YFL016C	chrVI	104598	106329	-	1732	1661
YFL015W-A	chrVI	106415	106732	+	318	0
YFL015C	chrVI	106469	106963	-	495	0
YFL014W	chrVI	106830	107790	+	961	225
YFL013W-A	chrVI	107799	108602	+	804	0
YFL013C	chrVI	107621	110015	-	2395	806
YFL012W-A	chrVI	109810	110184	+	375	2
YFL012W	chrVI	110586	111546	+	961	86
YFL011W	chrVI	112345	113985	+	1641	42
YFL010W-A	chrVI	114990	115274	+	285	0
YFL010C	chrVI	114731	115772	-	1042	2850
YFL009W	chrVI	115965	118621	+	2657	3943
YFL008W	chrVI	119388	123209	+	3822	4616
YFL007W	chrVI	123479	129910	+	6432	25535
YFL005W	chrVI	130102	131222	+	1121	8226
YFL004W	chrVI	131650	134510	+	2861	13023
YFL003C	chrVI	134521	137157	-	2637	274
YFL002C	chrVI	144946	146970	-	2025	3772
YFL001W	chrVI	147073	148509	+	1437	2773
YFR001W	chrVI	148988	149905	+	918	1534
YFR002W	chrVI	149962	152650	+	2689	6852
YFR003C	chrVI	152416	153187	-	772	240
YFR004W	chrVI	152810	154412	+	1603	2963
YFR005C	chrVI	154210	155920	-	1711	2654
YFR006W	chrVI	155862	157841	+	1980	8531
YFR007W	chrVI	159224	160429	+	1206	626
YFR008W	chrVI	160196	161654	+	1459	453
YFR009W	chrVI	162412	164813	+	2402	1982
YFR009W-A	chrVI	162747	164940	+	2194	31
YFR010W	chrVI	164975	166672	+	1698	4489
YFR010W-A	chrVI	166728	166916	+	189	0
YFR011C	chrVI	166525	167349	-	825	383
YFR012W	chrVI	167888	168496	+	609	0
YFR012W-A	chrVI	167964	169543	+	1580	41
YFR013W	chrVI	169866	172447	+	2582	3870
YFR014C	chrVI	172229	174005	-	1777	1587
YFR015C	chrVI	174062	176480	-	2419	668
YFR016C	chrVI	176991	180837	-	3847	3179
YFR017C	chrVI	182147	183837	-	1691	51
YFR018C	chrVI	182949	184344	-	1396	318
YFR019W	chrVI	184502	191338	+	6837	3299
YFR020W	chrVI	191765	193843	+	2079	1010
YFR021W	chrVI	194697	196517	+	1821	1878
YFR022W	chrVI	196565	199196	+	2632	1056
YFR023W	chrVI	199874	201709	+	1836	18
YFR024C-A	chrVI	201701	203658	-	1958	7741
YFR025C	chrVI	203600	204822	-	1223	2962
YFR026C	chrVI	205181	207262	-	2082	298
YFR027W	chrVI	207377	208430	+	1054	298
YFR028C	chrVI	208337	210160	-	1824	5727
YFR029W	chrVI	210837	213045	+	2209	685
YFR030W	chrVI	213193	216563	+	3371	4477
YFR031C	chrVI	216594	220106	-	3513	2194
YFR031C-A	chrVI	220319	221769	-	1451	92571
YFR032C	chrVI	221988	223043	-	1056	108
YFR032C-A	chrVI	222918	223771	-	854	15264
YFR032C-B	chrVI	223710	223973	-	264	12
YFR033C	chrVI	224182	225689	-	1508	877
YFR034C	chrVI	224646	225993	-	1348	0
YFR034W-A	chrVI	225560	226632	+	1073	16
YFR035C	chrVI	226121	226465	-	345	0
YFR035W-A	chrVI	226260	226550	+	291	0
YFR036W	chrVI	226880	227476	+	597	462
YFR036W-A	chrVI	227451	228101	+	651	0
YFR037C	chrVI	227336	229219	-	1884	3094
YFR038W	chrVI	229346	232029	+	2684	4063
YFR039C	chrVI	231945	233687	-	1743	2343
YFR040W	chrVI	233931	237333	+	3403	7011
YFR041C	chrVI	237187	238300	-	1114	2032
YFR042W	chrVI	238413	240009	+	1597	1057
YFR043C	chrVI	239039	239887	-	849	0
YFR044C	chrVI	239749	241851	-	2103	21295
YFR045W	chrVI	241979	243302	+	1324	481
YFR046C	chrVI	242814	244179	-	1366	302
YFR047C	chrVI	243878	245201	-	1324	3315
YFR048W	chrVI	245318	248209	+	2892	2644
YFR049W	chrVI	248163	249125	+	963	686
YFR050C	chrVI	248900	249948	-	1049	8226
YFR051C	chrVI	250047	251881	-	1835	9437
YFR052W	chrVI	252446	253577	+	1132	5082
YFR052C-A	chrVI	253422	255048	-	1627	0
YFR053C	chrVI	253431	255162	-	1732	16
YFR054C	chrVI	258567	259937	-	1371	200
YFR056C	chrVI	263957	264325	-	369	0
YFR055W	chrVI	263663	265704	+	2042	7551
YFR057W	chrVI	269061	269516	+	456	0
YGL263W	chrVII	2778	4096	+	1319	183
YGL262W	chrVII	5312	5839	+	528	8
YGL261C	chrVII	6290	6652	-	363	22
YGL260W	chrVII	6860	7090	+	231	2
YGL259W	chrVII	8470	8967	+	498	40
YGL258W-A	chrVII	9162	9395	+	234	17
YGL258W	chrVII	10443	12004	+	1562	326
YGL257C	chrVII	12274	14429	-	2156	3691
YGL256W	chrVII	14466	16500	+	2035	4275
YGL255W	chrVII	20204	22212	+	2009	2143
YGL254W	chrVII	22279	23951	+	1673	1660
YGL253W	chrVII	23813	25728	+	1916	102696
YGL252C	chrVII	25495	27544	-	2050	3641
YGL251C	chrVII	27921	31636	-	3716	1025
YGL250W	chrVII	31871	33008	+	1138	406
YGL249W	chrVII	33098	35212	+	2115	86
YGL248W	chrVII	34217	37153	+	2937	1701
YGL247W	chrVII	36913	37677	+	765	189
YGL246C	chrVII	37400	38851	-	1452	2181
YGL245W	chrVII	39008	41490	+	2483	54040
YGL244W	chrVII	41423	43266	+	1844	1529
YGL243W	chrVII	43283	44643	+	1361	1157
YGL242C	chrVII	44446	45284	-	839	2263
YGL241W	chrVII	45413	48607	+	3195	3140
YGL240W	chrVII	48583	50519	+	1937	526
YGL239C	chrVII	49431	49745	-	315	0
YGL238W	chrVII	49507	52617	+	3111	11958
YGL237C	chrVII	52467	53622	-	1156	449
YGL236C	chrVII	53717	56123	-	2407	2399
YGL235W	chrVII	55279	55815	+	537	0
YGL234W	chrVII	55835	58995	+	3161	24701
YGL233W	chrVII	59044	61919	+	2876	4744
YGL232W	chrVII	61982	63079	+	1098	1456
YGL231C	chrVII	62666	63632	-	967	2975
YGL230C	chrVII	63664	64390	-	727	91
YGL229C	chrVII	64228	67200	-	2973	1395
YGL228W	chrVII	67037	69498	+	2462	9255
YGL227W	chrVII	69573	72752	+	3180	1121
YGL226C-A	chrVII	72177	73647	-	1471	1089
YGL226W	chrVII	73276	73818	+	543	11
YGL225W	chrVII	74914	78205	+	3292	13842
YGL224C	chrVII	77881	78984	-	1104	1169
YGL223C	chrVII	79048	80378	-	1331	1941
YGL222C	chrVII	80509	81264	-	756	230
YGL221C	chrVII	81173	82316	-	1144	1897
YGL220W	chrVII	81762	82918	+	1157	2546
YGL219C	chrVII	82794	84334	-	1541	474
YGL218W	chrVII	83650	84300	+	651	0
YGL217C	chrVII	84839	85180	-	342	0
YGL216W	chrVII	84618	87349	+	2732	1453
YGL215W	chrVII	87502	89921	+	2420	5298
YGL214W	chrVII	90010	90495	+	486	0
YGL213C	chrVII	89778	91283	-	1506	3014
YGL212W	chrVII	91398	92713	+	1316	0
YGL211W	chrVII	91449	94301	+	2853	0
YGL210W	chrVII	92587	94581	+	1995	464
YGL209W	chrVII	95806	97291	+	1486	2560
YGL208W	chrVII	97110	98741	+	1632	713
YGL207W	chrVII	98568	102210	+	3643	19551
YGL206C	chrVII	102543	107504	-	4962	55883
YGL205W	chrVII	108133	110637	+	2505	342
YGL204C	chrVII	111188	112120	-	933	439
YGL203C	chrVII	112073	114776	-	2704	6138
YGL202W	chrVII	115924	118196	+	2273	27022
YGL201C	chrVII	117653	120974	-	3322	5873
YGL200C	chrVII	122460	123382	-	923	12512
YGL199C	chrVII	123531	124273	-	743	0
YGL198W	chrVII	123569	124686	+	1118	155
YGL197W	chrVII	124698	129161	+	4464	6277
YGL196W	chrVII	129474	131332	+	1859	2988
YGL195W	chrVII	131525	139543	+	8019	76495
YGL194C-A	chrVII	139493	140245	-	753	896
YGL194C	chrVII	140157	141792	-	1636	2227
YGL193C	chrVII	141871	142851	-	981	112
YGL192W	chrVII	142127	144826	+	2700	514
YGL191W	chrVII	144384	145471	+	1088	2157
YGL190C	chrVII	145348	147934	-	2587	4126
YGL189C	chrVII	148160	148966	-	807	0
YGL188C-A	chrVII	148160	149422	-	1263	2
YGL188C	chrVII	149343	149516	-	174	0
YGL187C	chrVII	149401	150525	-	1125	2059
YGL186C	chrVII	150874	152890	-	2017	3661
YGL185C	chrVII	152785	154356	-	1572	1167
YGL184C	chrVII	154504	156077	-	1574	422
YGL183C	chrVII	156543	157285	-	743	21
YGL182C	chrVII	157273	157596	-	324	5
YGL181W	chrVII	157529	159232	+	1704	2290
YGL180W	chrVII	159502	163108	+	3607	1981
YGL179C	chrVII	163300	165179	-	1880	888
YGL178W	chrVII	167352	170571	+	3220	2660
YGL177W	chrVII	166910	168082	+	1173	139
YGL176C	chrVII	171312	173961	-	2650	1987
YGL175C	chrVII	173045	174364	-	1320	161
YGL174W	chrVII	174461	175541	+	1081	593
YGL173C	chrVII	175527	180113	-	4587	38952
YGL172W	chrVII	180656	182232	+	1577	4087
YGL171W	chrVII	182352	184383	+	2032	4184
YGL170C	chrVII	184153	185394	-	1242	92
YGL169W	chrVII	185945	187562	+	1618	2672
YGL168W	chrVII	187464	187796	+	333	0
YGL167C	chrVII	187410	190881	-	3472	17021
YGL166W	chrVII	191089	192024	+	936	416
YGL165C	chrVII	191398	191976	-	579	0
YGL164C	chrVII	191784	193365	-	1582	349
YGL163C	chrVII	193512	196537	-	3026	1376
YGL162W	chrVII	197430	199211	+	1782	555
YGL161C	chrVII	199036	200251	-	1216	3725
YGL160W	chrVII	200424	202429	+	2006	2860
YGL159W	chrVII	202698	205363	+	2666	1702
YGL158W	chrVII	206645	208696	+	2052	199
YGL157W	chrVII	208875	210141	+	1267	1783
YGL156W	chrVII	210335	213809	+	3475	1375
YGL155W	chrVII	213925	215625	+	1701	2865
YGL154C	chrVII	215155	216116	-	962	282
YGL153W	chrVII	216211	217388	+	1178	393
YGL152C	chrVII	216692	217369	-	678	0
YGL151W	chrVII	217469	221013	+	3545	5064
YGL150C	chrVII	220899	225724	-	4826	9023
YGL149W	chrVII	225572	225877	+	306	2
YGL148W	chrVII	226259	227765	+	1507	0
YGL147C	chrVII	225888	229544	-	3657	56379
YGL146C	chrVII	228317	229860	-	1544	25
YGL145W	chrVII	230173	232481	+	2309	2577
YGL144C	chrVII	232291	234555	-	2265	2003
YGL143C	chrVII	234569	236182	-	1614	1256
YGL142C	chrVII	236064	238175	-	2112	4018
YGL141W	chrVII	238292	241207	+	2916	2013
YGL140C	chrVII	241074	245199	-	4126	9950
YGL139W	chrVII	245402	248473	+	3072	9841
YGL138C	chrVII	248494	249531	-	1038	2
YGL137W	chrVII	249845	253275	+	3431	30018
YGL136C	chrVII	252763	254004	-	1242	685
YGL135W	chrVII	254157	255579	+	1423	90259
YGL134W	chrVII	255566	257448	+	1883	1396
YGL133W	chrVII	257707	261501	+	3795	3279
YGL132W	chrVII	261580	261915	+	336	26
YGL131C	chrVII	261648	265859	-	4212	2999
YGL130W	chrVII	266065	267859	+	1795	2547
YGL129C	chrVII	267538	269164	-	1627	2137
YGL128C	chrVII	269080	270198	-	1119	222
YGL127C	chrVII	270174	270831	-	658	831
YGL126W	chrVII	270997	272139	+	1143	2923
YGL125W	chrVII	272334	274777	+	2444	2082
YGL124C	chrVII	274662	276750	-	2089	1557
YGL123W	chrVII	277322	278470	+	1149	99868
YGL123C-A	chrVII	277634	277864	-	231	0
YGL122C	chrVII	278531	280546	-	2016	4643
YGL121C	chrVII	280543	281277	-	735	273
YGL120C	chrVII	281426	283993	-	2568	19286
YGL119W	chrVII	284156	286080	+	1925	3022
YGL118C	chrVII	288014	288451	-	438	0
YGL117W	chrVII	288426	289786	+	1361	558
YGL116W	chrVII	289645	291739	+	2095	1833
YGL115W	chrVII	291883	293114	+	1232	5855
YGL114W	chrVII	293208	295787	+	2580	3621
YGL113W	chrVII	295875	298224	+	2350	1639
YGL112C	chrVII	298027	299800	-	1774	4586
YGL111W	chrVII	299925	301697	+	1773	5646
YGL110C	chrVII	301371	303549	-	2179	441
YGL109W	chrVII	303513	303836	+	324	0
YGL108C	chrVII	303206	304117	-	912	235
YGL107C	chrVII	304211	306332	-	2122	4125
YGL106W	chrVII	306384	307179	+	796	6622
YGL105W	chrVII	307264	309514	+	2251	29457
YGL104C	chrVII	308566	310208	-	1643	0
YGL103W	chrVII	308491	311999	+	3509	4381
YGL102C	chrVII	311505	311933	-	429	0
YGL101W	chrVII	312075	313116	+	1042	2642
YGL100W	chrVII	313152	314399	+	1248	5543
YGL099W	chrVII	314567	316611	+	2045	5844
YGL098W	chrVII	317289	319101	+	1813	1128
YGL097W	chrVII	321691	323346	+	1656	7341
YGL096W	chrVII	324774	326873	+	2100	748
YGL095C	chrVII	328782	330694	-	1913	2241
YGL094C	chrVII	330971	334654	-	3684	8173
YGL093W	chrVII	334824	337679	+	2856	2132
YGL092W	chrVII	337782	341915	+	4134	15297
YGL091C	chrVII	341818	343126	-	1309	859
YGL090W	chrVII	343238	345261	+	2024	730
YGL089C	chrVII	344611	345192	-	582	0
YGL088W	chrVII	345836	346201	+	366	122445
YGL087C	chrVII	346202	346950	-	749	2319
YGL086W	chrVII	347119	349368	+	2250	2668
YGL085W	chrVII	349554	350648	+	1095	715
YGL084C	chrVII	350365	352351	-	1987	5390
YGL083W	chrVII	352978	355652	+	2675	2125
YGL082W	chrVII	355737	357515	+	1779	2975
YGL081W	chrVII	357190	358628	+	1439	62
YGL080W	chrVII	358411	359306	+	896	1378
YGL079W	chrVII	359407	360797	+	1391	1129
YGL078C	chrVII	360096	362004	-	1909	6470
YGL077C	chrVII	361847	364083	-	2237	7676
YGL076C	chrVII	363988	366148	-	2161	81582
YGL075C	chrVII	366575	368283	-	1709	819
YGL074C	chrVII	368596	368922	-	327	0
YGL073W	chrVII	368424	371311	+	2888	2240
YGL072C	chrVII	371003	371362	-	360	1
YGL071W	chrVII	371531	374252	+	2722	2449
YGL070C	chrVII	374069	375039	-	971	3026
YGL069C	chrVII	375050	375514	-	465	0
YGL068W	chrVII	375040	375977	+	938	698
YGL067W	chrVII	376042	377506	+	1465	3965
YGL066W	chrVII	377418	379779	+	2362	1034
YGL065C	chrVII	379619	381327	-	1709	2766
YGL064C	chrVII	381450	383241	-	1792	1543
YGL063W	chrVII	383414	385226	+	1813	186
YGL063C-A	chrVII	383408	384651	-	1244	1
YGL062W	chrVII	385140	388873	+	3734	12513
YGL061C	chrVII	388687	389784	-	1098	838
YGL060W	chrVII	389935	392265	+	2331	3207
YGL059W	chrVII	392170	393891	+	1722	724
YGL058W	chrVII	393658	394900	+	1243	4035
YGL057C	chrVII	394754	395866	-	1113	969
YGL056C	chrVII	395953	397742	-	1790	1974
YGL055W	chrVII	398536	400442	+	1907	58745
YGL054C	chrVII	400185	401380	-	1196	7273
YGL053W	chrVII	402121	403626	+	1506	1378
YGL052W	chrVII	403437	403742	+	306	0
YGL051W	chrVII	403687	404391	+	705	421
YGL050W	chrVII	405691	407091	+	1401	1267
YGL049C	chrVII	406693	409803	-	3111	4269
YGL048C	chrVII	409852	411334	-	1483	9778
YGL047W	chrVII	411465	413966	+	2502	1021
YGL045W	chrVII	413730	415957	+	2228	483
YGL044C	chrVII	415860	417275	-	1416	1981
YGL043W	chrVII	417461	418860	+	1400	2230
YGL042C	chrVII	418066	418659	-	594	0
YGL041C-B	chrVII	418555	419189	-	635	0
YGL041W-A	chrVII	418765	419501	+	737	0
YGL041C	chrVII	419022	419225	-	204	0
YGL040C	chrVII	419301	421171	-	1871	6158
YGL039W	chrVII	423344	425129	+	1786	4325
YGL038C	chrVII	424902	426922	-	2021	3556
YGL037C	chrVII	427152	428077	-	926	3308
YGL036W	chrVII	428601	431330	+	2730	3240
YGL035C	chrVII	431548	433062	-	1515	3503
YGL034C	chrVII	433197	433745	-	549	67
YGL033W	chrVII	435625	436401	+	777	44
YGL032C	chrVII	436470	437203	-	734	2941
YGL031C	chrVII	437223	438397	-	1175	17
YGL030W	chrVII	437385	439908	+	2524	32457
YGL029W	chrVII	439782	440626	+	845	742
YGL028C	chrVII	440982	443316	-	2335	14857
YGL027C	chrVII	443550	446217	-	2668	11256
YGL026C	chrVII	446209	448563	-	2355	28550
YGL025C	chrVII	448764	449957	-	1194	480
YGL024W	chrVII	449788	450123	+	336	0
YGL023C	chrVII	450069	452153	-	2085	1893
YGL022W	chrVII	452331	454735	+	2405	23388
YGL021W	chrVII	454785	457067	+	2283	4712
YGL020C	chrVII	457075	457978	-	904	3210
YGL019W	chrVII	458014	459119	+	1106	2879
YGL018C	chrVII	458794	459716	-	923	403
YGL017W	chrVII	459660	461519	+	1860	1532
YGL016W	chrVII	461610	465103	+	3494	12687
YGL015C	chrVII	464796	465757	-	962	23
YGL014W	chrVII	465720	468896	+	3177	4471
YGL014C-A	chrVII	466237	466398	-	162	0
YGL013C	chrVII	468997	472325	-	3329	5771
YGL012W	chrVII	472818	474684	+	1867	17724
YGL011C	chrVII	474194	475273	-	1080	4404
YGL010W	chrVII	475438	476366	+	929	510
YGL009C	chrVII	476115	478755	-	2641	38228
YGL008C	chrVII	479380	482905	-	3526	557507
YGL007C-A	chrVII	482644	483957	-	1314	0
YGL007W	chrVII	482841	484287	+	1447	122
YGL006W-A	chrVII	485423	485533	+	111	2
YGL006W	chrVII	485454	489575	+	4122	4271
YGL005C	chrVII	489493	490935	-	1443	1347
YGL004C	chrVII	490562	491971	-	1410	855
YGL003C	chrVII	492285	495092	-	2808	1765
YGL002W	chrVII	494406	495430	+	1025	86
YGL001C	chrVII	495216	496774	-	1559	4779
YGR001C	chrVII	497018	498099	-	1082	3443
YGR002C	chrVII	498168	499924	-	1757	1268
YGR003W	chrVII	500103	502611	+	2509	2975
YGR004W	chrVII	502864	504654	+	1791	1716
YGR005C	chrVII	504480	505902	-	1423	1846
YGR006W	chrVII	506035	507418	+	1384	73
YGR007W	chrVII	506203	508079	+	1877	0
YGR008C	chrVII	507331	508446	-	1116	652
YGR009C	chrVII	508908	511461	-	2554	2240
YGR010W	chrVII	511545	512732	+	1188	170
YGR011W	chrVII	511706	513093	+	1388	108
YGR012W	chrVII	512960	514469	+	1510	2375
YGR013W	chrVII	514500	516696	+	2197	1801
YGR014W	chrVII	516668	521059	+	4392	15383
YGR015C	chrVII	520802	522099	-	1298	595
YGR016W	chrVII	521934	523740	+	1807	3
YGR016C-A	chrVII	523246	523353	-	108	0
YGR017W	chrVII	522275	524794	+	2520	8
YGR018C	chrVII	523713	524756	-	1044	0
YGR019W	chrVII	525172	526917	+	1746	2757
YGR020C	chrVII	526588	527393	-	806	6706
YGR021W	chrVII	527556	528600	+	1045	958
YGR022C	chrVII	529257	529586	-	330	0
YGR023W	chrVII	529078	531190	+	2113	143
YGR024C	chrVII	531883	532596	-	714	2225
YGR025W	chrVII	532639	532941	+	303	0
YGR026W	chrVII	532858	534137	+	1280	5605
YGR027C	chrVII	533807	534785	-	979	37404
YGR028W	chrVII	542040	543539	+	1500	1533
YGR029W	chrVII	543509	544438	+	930	1132
YGR030C	chrVII	545436	546482	-	1047	7120
YGR031W	chrVII	546332	548216	+	1885	1675
YGR031C-A	chrVII	546809	547300	-	492	0
YGR032W	chrVII	548264	553951	+	5688	9791
YGR033C	chrVII	553938	555337	-	1400	3078
YGR034W	chrVII	555454	556800	+	1347	47606
YGR035C	chrVII	556865	557518	-	654	0
YGR035W-A	chrVII	556803	559201	+	2399	0
YGR036C	chrVII	557509	559562	-	2054	185
YGR037C	chrVII	559545	561391	-	1847	5530
YGR038W	chrVII	560174	561518	+	1345	9
YGR039W	chrVII	574755	575253	+	499	24
YGR040W	chrVII	575005	577158	+	2154	2859
YGR041W	chrVII	576937	579309	+	2373	1791
YGR042W	chrVII	578765	580375	+	1611	683
YGR043C	chrVII	580236	581469	-	1234	152
YGR044C	chrVII	582725	584184	-	1460	3633
YGR045C	chrVII	583775	584575	-	801	42
YGR046W	chrVII	584773	586413	+	1641	2381
YGR047C	chrVII	586283	589504	-	3222	2963
YGR048W	chrVII	589701	591075	+	1375	2337
YGR049W	chrVII	591159	592205	+	1047	504
YGR050C	chrVII	591863	592537	-	675	52
YGR051C	chrVII	592906	593229	-	324	74
YGR052W	chrVII	593596	594705	+	1110	217
YGR053C	chrVII	594866	596058	-	1193	134
YGR054W	chrVII	596493	598824	+	2332	10792
YGR055W	chrVII	599287	601256	+	1970	13583
YGR056W	chrVII	601352	604526	+	3175	1498
YGR057C	chrVII	603595	605574	-	1980	1336
YGR058W	chrVII	605886	607552	+	1667	782
YGR059W	chrVII	607563	609101	+	1539	39
YGR060W	chrVII	610473	611838	+	1366	25620
YGR061C	chrVII	611805	616084	-	4280	39677
