# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "GFF" "-p" "-t" "gene" "-g" "ID" "-a" "/media/BioNAS/ag_hallab/DATR/material/reference.gff" "-o" "../results/control/9929273/counts.txt" "../results/control/9929273/alignment_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../results/control/9929273/alignment_sorted.bam
YER082C	chrV	323918	325999	-	2082	4936
YER083C	chrV	325831	327076	-	1246	3378
YER084W	chrV	327065	327451	+	387	21
YER084W-A	chrV	327598	328110	+	513	0
YER085C	chrV	327475	328288	-	814	8
YER086W	chrV	328332	330378	+	2047	12985
YER087W	chrV	330512	332474	+	1963	629
YER087C-A	chrV	331817	332368	-	552	0
YER087C-B	chrV	332218	332877	-	660	2554
YER088C	chrV	333012	335458	-	2447	3498
YER088C-A	chrV	335262	337294	-	2033	0
YER088W-B	chrV	335311	336200	+	890	0
YER089C	chrV	335862	337692	-	1831	326
YER090W	chrV	337879	339728	+	1850	9060
YER090C-A	chrV	338322	338411	-	90	0
YER091C	chrV	339639	342408	-	2770	28368
YER091C-A	chrV	342390	342611	-	222	0
YER092W	chrV	342846	343701	+	856	854
YER093C	chrV	343320	347612	-	4293	2461
YER093C-A	chrV	347774	348434	-	661	414
YER094C	chrV	348575	349685	-	1111	7176
YER095W	chrV	349913	351606	+	1694	2280
YER096W	chrV	351534	353407	+	1874	186
YER097W	chrV	355140	355469	+	330	115
YER098W	chrV	355283	358153	+	2871	110
YER099C	chrV	355850	359099	-	3250	2430
YER100W	chrV	359276	360422	+	1147	3023
YER101C	chrV	360322	362244	-	1923	541
YER102W	chrV	361691	363092	+	1402	2053
YER103W	chrV	363853	366645	+	2793	1541
YER104W	chrV	366784	369162	+	2379	358
YER105C	chrV	367593	372032	-	4440	8324
YER106W	chrV	372326	373234	+	909	13
YER107C	chrV	373204	374751	-	1548	2100
YER107W-A	chrV	374394	374714	+	321	0
YER110C	chrV	378610	382268	-	3659	55492
YER111C	chrV	382595	385876	-	3282	2039
YER112W	chrV	387131	387910	+	780	1620
YER113C	chrV	387786	390210	-	2425	4315
YER114C	chrV	390401	394018	-	3618	4270
YER115C	chrV	394163	396121	-	1959	177
YER116C	chrV	394522	396272	-	1751	0
YER117W	chrV	395711	398087	+	2377	30061
YER118C	chrV	397663	399354	-	1692	2924
YER119C	chrV	399263	400878	-	1616	1369
YER119C-A	chrV	400867	401238	-	372	0
YER120W	chrV	400514	402104	+	1591	8055
YER121W	chrV	402044	402912	+	869	46
YER122C	chrV	402721	404434	-	1714	6788
YER123W	chrV	404625	406936	+	2312	3480
YER124C	chrV	406765	409103	-	2339	21261
YER125W	chrV	409685	413015	+	3331	16378
YER126C	chrV	412838	414281	-	1444	5464
YER127W	chrV	414451	415755	+	1305	2109
YER128W	chrV	415850	417079	+	1230	732
YER129W	chrV	417281	420709	+	3429	4068
YER130C	chrV	420862	422542	-	1681	3449
YER131W	chrV	423445	423951	+	507	1752
YER132C	chrV	425188	430449	-	5262	6410
YER133W	chrV	432347	434424	+	2078	8342
YER133W-A	chrV	437191	437532	+	342	0
YER134C	chrV	436308	437979	-	1672	145
YER135C	chrV	437380	438557	-	1178	75
YER136W	chrV	439456	441300	+	1845	11476
YER137C	chrV	441202	442005	-	804	48522
YER137W-A	chrV	441575	441880	+	306	0
YER138W-A	chrV	449474	449578	+	105	449
YER139C	chrV	449724	451399	-	1676	1484
YER140W	chrV	451493	453628	+	2136	1376
YER141W	chrV	453350	455158	+	1809	2929
YER142C	chrV	455060	456384	-	1325	677
YER143W	chrV	456237	457812	+	1576	1942
YER144C	chrV	457689	460317	-	2629	2321
YER145C	chrV	460290	461785	-	1496	6756
YER145C-A	chrV	462386	462823	-	438	0
YER146W	chrV	461844	462951	+	1108	93
YER147C	chrV	462770	464885	-	2116	1590
YER147C-A	chrV	465203	465613	-	411	0
YER148W	chrV	465070	466372	+	1303	2205
YER148W-A	chrV	466185	466763	+	579	0
YER149C	chrV	466130	467615	-	1486	731
YER150W	chrV	467715	468982	+	1268	1074
YER151C	chrV	469617	472548	-	2932	4550
YER152C	chrV	472605	474749	-	2145	2927
YER152W-A	chrV	473485	474051	+	567	0
YER153C	chrV	474041	474805	-	765	0
YER154W	chrV	474282	476294	+	2013	3239
YER155C	chrV	476345	482848	-	6504	28333
YER156C	chrV	483213	484628	-	1416	6235
YER157W	chrV	484768	487274	+	2507	2813
YER158C	chrV	488710	490854	-	2145	643
YER158W-A	chrV	491465	492091	+	627	0
YER159C	chrV	491282	492141	-	860	7
YER161C	chrV	499076	500425	-	1350	1304
YER162C	chrV	500567	502929	-	2363	775
YER163C	chrV	502982	503909	-	928	1407
YER164W	chrV	505392	509798	+	4407	6711
YER165W	chrV	510231	512364	+	2134	51623
YER165C-A	chrV	512627	512983	-	357	240
YER166W	chrV	512744	517459	+	4716	12483
YER167W	chrV	517790	520781	+	2992	4689
YER168C	chrV	520801	522724	-	1924	2620
YER169W	chrV	523079	525967	+	2889	3197
YER170W	chrV	525919	527033	+	1115	570
YER171W	chrV	526959	529742	+	2784	3252
YER172C	chrV	529530	536021	-	6492	10326
YER172C-A	chrV	536275	536655	-	381	0
YER173W	chrV	536270	538451	+	2182	708
YER174C	chrV	538333	539320	-	988	1028
YER175C	chrV	539125	541451	-	2327	21
YER175W-A	chrV	539499	541575	+	2077	10
YER176W	chrV	541614	545169	+	3556	4196
YER177W	chrV	545199	546604	+	1406	4533
YER178W	chrV	545856	548344	+	2489	32902
YER179W	chrV	548392	549771	+	1380	137
YER180C	chrV	549663	551095	-	1433	108
YER180C-A	chrV	549959	551170	-	1212	9
YER181C	chrV	551422	552408	-	987	89
YER182W	chrV	552319	553357	+	1039	930
YER183C	chrV	553238	554032	-	795	978
YER184C	chrV	556085	558754	-	2670	1360
YER185W	chrV	558961	560402	+	1442	220
YER186C	chrV	561200	563134	-	1935	1566
YER187W	chrV	565535	566856	+	1322	137
YER188W	chrV	567011	568995	+	1985	230
YER188C-A	chrV	569608	569907	-	300	0
YER189W	chrV	571155	571523	+	369	141
YER190W	chrV	571480	576525	+	5046	2718
YER190C-A	chrV	574804	575379	-	576	0
YER190C-B	chrV	575680	576162	-	483	0
YFL068W	chrVI	53	535	+	483	599
YFL067W	chrVI	836	1363	+	528	191
YFL066C	chrVI	1437	2615	-	1179	741
YFL065C	chrVI	3030	3338	-	309	100
YFL064C	chrVI	3322	3846	-	525	168
YFL063W	chrVI	5066	5521	+	456	0
YFL062W	chrVI	6416	7646	+	1231	526
YFL061W	chrVI	9545	10222	+	678	130
YFL060C	chrVI	10301	10969	-	669	295
YFL059W	chrVI	11363	12259	+	897	322
YFL058W	chrVI	12929	13951	+	1023	14
YFL055W	chrVI	16682	19085	+	2404	337
YFL054C	chrVI	20798	24784	-	3987	473
YFL053W	chrVI	23423	25198	+	1776	19
YFL052W	chrVI	28212	30938	+	2727	280
YFL051C	chrVI	30058	30540	-	483	0
YFL050C	chrVI	33272	35848	-	2577	1222
YFL049W	chrVI	36763	38826	+	2064	1595
YFL048C	chrVI	38694	40222	-	1529	5124
YFL047W	chrVI	40343	42665	+	2323	2854
YFL046W	chrVI	42613	43590	+	978	545
YFL045C	chrVI	43468	45460	-	1993	17553
YFL044C	chrVI	44381	45595	-	1215	60
YFL042C	chrVI	45630	47777	-	2148	1245
YFL041W-A	chrVI	47859	49006	+	1148	415
YFL041W	chrVI	49117	51189	+	2073	4451
YFL040W	chrVI	51350	52972	+	1623	287
YFL039C	chrVI	52971	54910	-	1940	107660
YFL038C	chrVI	55032	56053	-	1022	9924
YFL037W	chrVI	56236	57967	+	1732	21203
YFL036W	chrVI	58782	62837	+	4056	5660
YFL034C-B	chrVI	62812	64081	-	1270	1087
YFL034C-A	chrVI	64061	64990	-	930	3436
YFL034W	chrVI	65307	68811	+	3505	2411
YFL033C	chrVI	69115	74427	-	5313	3671
YFL032W	chrVI	74872	75192	+	321	4
YFL031W	chrVI	75113	76624	+	1512	42679
YFL031C-A	chrVI	76014	76115	-	102	0
YFL030W	chrVI	76716	78089	+	1374	350
YFL029C	chrVI	77974	79215	-	1242	903
YFL028C	chrVI	79210	80243	-	1034	1567
YFL027C	chrVI	80332	81963	-	1632	1494
YFL026W	chrVI	82563	84045	+	1483	23596
YFL025C	chrVI	84145	87234	-	3090	3539
YFL024C	chrVI	87443	90648	-	3206	2933
YFL023W	chrVI	90694	93476	+	2783	1987
YFL022C	chrVI	93323	95083	-	1761	10466
YFL021C-A	chrVI	95449	97535	-	2087	19
YFL021W	chrVI	95786	97617	+	1832	1
YFL020C	chrVI	99116	100293	-	1178	116
YFL019C	chrVI	100252	100605	-	354	9
YFL018C	chrVI	101497	103222	-	1726	11777
YFL017W-A	chrVI	103258	103998	+	741	22
YFL017C	chrVI	103590	104519	-	930	1222
YFL016C	chrVI	104598	106329	-	1732	1933
YFL015W-A	chrVI	106415	106732	+	318	0
YFL015C	chrVI	106469	106963	-	495	0
YFL014W	chrVI	106830	107790	+	961	184
YFL013W-A	chrVI	107799	108602	+	804	0
YFL013C	chrVI	107621	110015	-	2395	1011
YFL012W-A	chrVI	109810	110184	+	375	1
YFL012W	chrVI	110586	111546	+	961	71
YFL011W	chrVI	112345	113985	+	1641	26
YFL010W-A	chrVI	114990	115274	+	285	0
YFL010C	chrVI	114731	115772	-	1042	3033
YFL009W	chrVI	115965	118621	+	2657	3532
YFL008W	chrVI	119388	123209	+	3822	3654
YFL007W	chrVI	123479	129910	+	6432	23437
YFL005W	chrVI	130102	131222	+	1121	6947
YFL004W	chrVI	131650	134510	+	2861	10376
YFL003C	chrVI	134521	137157	-	2637	251
YFL002C	chrVI	144946	146970	-	2025	3117
YFL001W	chrVI	147073	148509	+	1437	1942
YFR001W	chrVI	148988	149905	+	918	1307
YFR002W	chrVI	149962	152650	+	2689	5736
YFR003C	chrVI	152416	153187	-	772	239
YFR004W	chrVI	152810	154412	+	1603	3370
YFR005C	chrVI	154210	155920	-	1711	2396
YFR006W	chrVI	155862	157841	+	1980	7310
YFR007W	chrVI	159224	160429	+	1206	569
YFR008W	chrVI	160196	161654	+	1459	335
YFR009W	chrVI	162412	164813	+	2402	1314
YFR009W-A	chrVI	162747	164940	+	2194	26
YFR010W	chrVI	164975	166672	+	1698	4372
YFR010W-A	chrVI	166728	166916	+	189	0
YFR011C	chrVI	166525	167349	-	825	282
YFR012W	chrVI	167888	168496	+	609	2
YFR012W-A	chrVI	167964	169543	+	1580	61
YFR013W	chrVI	169866	172447	+	2582	3141
YFR014C	chrVI	172229	174005	-	1777	1778
YFR015C	chrVI	174062	176480	-	2419	2004
YFR016C	chrVI	176991	180837	-	3847	3406
YFR017C	chrVI	182147	183837	-	1691	249
YFR018C	chrVI	182949	184344	-	1396	275
YFR019W	chrVI	184502	191338	+	6837	3164
YFR020W	chrVI	191765	193843	+	2079	1066
YFR021W	chrVI	194697	196517	+	1821	2112
YFR022W	chrVI	196565	199196	+	2632	1289
YFR023W	chrVI	199874	201709	+	1836	42
YFR024C-A	chrVI	201701	203658	-	1958	6861
YFR025C	chrVI	203600	204822	-	1223	2175
YFR026C	chrVI	205181	207262	-	2082	279
YFR027W	chrVI	207377	208430	+	1054	290
YFR028C	chrVI	208337	210160	-	1824	4469
YFR029W	chrVI	210837	213045	+	2209	898
YFR030W	chrVI	213193	216563	+	3371	3474
YFR031C	chrVI	216594	220106	-	3513	2108
YFR031C-A	chrVI	220319	221769	-	1451	71885
YFR032C	chrVI	221988	223043	-	1056	93
YFR032C-A	chrVI	222918	223771	-	854	8659
YFR032C-B	chrVI	223710	223973	-	264	11
YFR033C	chrVI	224182	225689	-	1508	844
YFR034C	chrVI	224646	225993	-	1348	0
YFR034W-A	chrVI	225560	226632	+	1073	6
YFR035C	chrVI	226121	226465	-	345	0
YFR035W-A	chrVI	226260	226550	+	291	0
YFR036W	chrVI	226880	227476	+	597	372
YFR036W-A	chrVI	227451	228101	+	651	0
YFR037C	chrVI	227336	229219	-	1884	2826
YFR038W	chrVI	229346	232029	+	2684	3394
YFR039C	chrVI	231945	233687	-	1743	2068
YFR040W	chrVI	233931	237333	+	3403	6366
YFR041C	chrVI	237187	238300	-	1114	1510
YFR042W	chrVI	238413	240009	+	1597	778
YFR043C	chrVI	239039	239887	-	849	0
YFR044C	chrVI	239749	241851	-	2103	18535
YFR045W	chrVI	241979	243302	+	1324	429
YFR046C	chrVI	242814	244179	-	1366	251
YFR047C	chrVI	243878	245201	-	1324	2889
YFR048W	chrVI	245318	248209	+	2892	2079
YFR049W	chrVI	248163	249125	+	963	817
YFR050C	chrVI	248900	249948	-	1049	7609
YFR051C	chrVI	250047	251881	-	1835	8354
YFR052W	chrVI	252446	253577	+	1132	4544
YFR052C-A	chrVI	253422	255048	-	1627	0
YFR053C	chrVI	253431	255162	-	1732	15
YFR054C	chrVI	258567	259937	-	1371	129
YFR056C	chrVI	263957	264325	-	369	0
YFR055W	chrVI	263663	265704	+	2042	8887
YFR057W	chrVI	269061	269516	+	456	0
YGL263W	chrVII	2778	4096	+	1319	133
YGL262W	chrVII	5312	5839	+	528	9
YGL261C	chrVII	6290	6652	-	363	10
YGL260W	chrVII	6860	7090	+	231	0
YGL259W	chrVII	8470	8967	+	498	64
YGL258W-A	chrVII	9162	9395	+	234	17
YGL258W	chrVII	10443	12004	+	1562	245
YGL257C	chrVII	12274	14429	-	2156	3351
YGL256W	chrVII	14466	16500	+	2035	3617
YGL255W	chrVII	20204	22212	+	2009	1690
YGL254W	chrVII	22279	23951	+	1673	1251
YGL253W	chrVII	23813	25728	+	1916	85492
YGL252C	chrVII	25495	27544	-	2050	3566
YGL251C	chrVII	27921	31636	-	3716	942
YGL250W	chrVII	31871	33008	+	1138	416
YGL249W	chrVII	33098	35212	+	2115	80
YGL248W	chrVII	34217	37153	+	2937	1654
YGL247W	chrVII	36913	37677	+	765	185
YGL246C	chrVII	37400	38851	-	1452	1817
YGL245W	chrVII	39008	41490	+	2483	45941
YGL244W	chrVII	41423	43266	+	1844	1955
YGL243W	chrVII	43283	44643	+	1361	976
YGL242C	chrVII	44446	45284	-	839	1925
YGL241W	chrVII	45413	48607	+	3195	2403
YGL240W	chrVII	48583	50519	+	1937	502
YGL239C	chrVII	49431	49745	-	315	0
YGL238W	chrVII	49507	52617	+	3111	9079
YGL237C	chrVII	52467	53622	-	1156	580
YGL236C	chrVII	53717	56123	-	2407	1766
YGL235W	chrVII	55279	55815	+	537	0
YGL234W	chrVII	55835	58995	+	3161	22874
YGL233W	chrVII	59044	61919	+	2876	4054
YGL232W	chrVII	61982	63079	+	1098	1166
YGL231C	chrVII	62666	63632	-	967	2071
YGL230C	chrVII	63664	64390	-	727	48
YGL229C	chrVII	64228	67200	-	2973	1172
YGL228W	chrVII	67037	69498	+	2462	6950
YGL227W	chrVII	69573	72752	+	3180	1423
YGL226C-A	chrVII	72177	73647	-	1471	783
YGL226W	chrVII	73276	73818	+	543	14
YGL225W	chrVII	74914	78205	+	3292	9182
YGL224C	chrVII	77881	78984	-	1104	901
YGL223C	chrVII	79048	80378	-	1331	1440
YGL222C	chrVII	80509	81264	-	756	362
YGL221C	chrVII	81173	82316	-	1144	1623
YGL220W	chrVII	81762	82918	+	1157	1897
YGL219C	chrVII	82794	84334	-	1541	650
YGL218W	chrVII	83650	84300	+	651	0
YGL217C	chrVII	84839	85180	-	342	0
YGL216W	chrVII	84618	87349	+	2732	1601
YGL215W	chrVII	87502	89921	+	2420	5225
YGL214W	chrVII	90010	90495	+	486	0
YGL213C	chrVII	89778	91283	-	1506	2525
YGL212W	chrVII	91398	92713	+	1316	0
YGL211W	chrVII	91449	94301	+	2853	0
YGL210W	chrVII	92587	94581	+	1995	387
YGL209W	chrVII	95806	97291	+	1486	2997
YGL208W	chrVII	97110	98741	+	1632	774
YGL207W	chrVII	98568	102210	+	3643	17855
YGL206C	chrVII	102543	107504	-	4962	46359
YGL205W	chrVII	108133	110637	+	2505	380
YGL204C	chrVII	111188	112120	-	933	430
YGL203C	chrVII	112073	114776	-	2704	5627
YGL202W	chrVII	115924	118196	+	2273	24087
YGL201C	chrVII	117653	120974	-	3322	4924
YGL200C	chrVII	122460	123382	-	923	10174
YGL199C	chrVII	123531	124273	-	743	5
YGL198W	chrVII	123569	124686	+	1118	122
YGL197W	chrVII	124698	129161	+	4464	6244
YGL196W	chrVII	129474	131332	+	1859	2813
YGL195W	chrVII	131525	139543	+	8019	71343
YGL194C-A	chrVII	139493	140245	-	753	634
YGL194C	chrVII	140157	141792	-	1636	1701
YGL193C	chrVII	141871	142851	-	981	85
YGL192W	chrVII	142127	144826	+	2700	565
YGL191W	chrVII	144384	145471	+	1088	1637
YGL190C	chrVII	145348	147934	-	2587	4126
YGL189C	chrVII	148160	148966	-	807	0
YGL188C-A	chrVII	148160	149422	-	1263	2
YGL188C	chrVII	149343	149516	-	174	0
YGL187C	chrVII	149401	150525	-	1125	1721
YGL186C	chrVII	150874	152890	-	2017	3859
YGL185C	chrVII	152785	154356	-	1572	984
YGL184C	chrVII	154504	156077	-	1574	263
YGL183C	chrVII	156543	157285	-	743	8
YGL182C	chrVII	157273	157596	-	324	5
YGL181W	chrVII	157529	159232	+	1704	2465
YGL180W	chrVII	159502	163108	+	3607	1982
YGL179C	chrVII	163300	165179	-	1880	1069
YGL178W	chrVII	167352	170571	+	3220	2956
YGL177W	chrVII	166910	168082	+	1173	192
YGL176C	chrVII	171312	173961	-	2650	1650
YGL175C	chrVII	173045	174364	-	1320	106
YGL174W	chrVII	174461	175541	+	1081	558
YGL173C	chrVII	175527	180113	-	4587	33914
YGL172W	chrVII	180656	182232	+	1577	3428
YGL171W	chrVII	182352	184383	+	2032	3187
YGL170C	chrVII	184153	185394	-	1242	79
YGL169W	chrVII	185945	187562	+	1618	2143
YGL168W	chrVII	187464	187796	+	333	0
YGL167C	chrVII	187410	190881	-	3472	16399
YGL166W	chrVII	191089	192024	+	936	327
YGL165C	chrVII	191398	191976	-	579	0
YGL164C	chrVII	191784	193365	-	1582	335
YGL163C	chrVII	193512	196537	-	3026	1795
YGL162W	chrVII	197430	199211	+	1782	758
YGL161C	chrVII	199036	200251	-	1216	3218
YGL160W	chrVII	200424	202429	+	2006	2240
YGL159W	chrVII	202698	205363	+	2666	1371
YGL158W	chrVII	206645	208696	+	2052	298
YGL157W	chrVII	208875	210141	+	1267	2823
YGL156W	chrVII	210335	213809	+	3475	1199
YGL155W	chrVII	213925	215625	+	1701	2353
YGL154C	chrVII	215155	216116	-	962	266
YGL153W	chrVII	216211	217388	+	1178	302
YGL152C	chrVII	216692	217369	-	678	0
YGL151W	chrVII	217469	221013	+	3545	4526
YGL150C	chrVII	220899	225724	-	4826	9474
YGL149W	chrVII	225572	225877	+	306	1
YGL148W	chrVII	226259	227765	+	1507	0
YGL147C	chrVII	225888	229544	-	3657	34182
YGL146C	chrVII	228317	229860	-	1544	30
YGL145W	chrVII	230173	232481	+	2309	2065
YGL144C	chrVII	232291	234555	-	2265	1714
YGL143C	chrVII	234569	236182	-	1614	1016
YGL142C	chrVII	236064	238175	-	2112	3140
YGL141W	chrVII	238292	241207	+	2916	2201
YGL140C	chrVII	241074	245199	-	4126	8568
YGL139W	chrVII	245402	248473	+	3072	7350
YGL138C	chrVII	248494	249531	-	1038	4
YGL137W	chrVII	249845	253275	+	3431	24162
YGL136C	chrVII	252763	254004	-	1242	547
YGL135W	chrVII	254157	255579	+	1423	62280
YGL134W	chrVII	255566	257448	+	1883	1222
YGL133W	chrVII	257707	261501	+	3795	2913
YGL132W	chrVII	261580	261915	+	336	19
YGL131C	chrVII	261648	265859	-	4212	2465
YGL130W	chrVII	266065	267859	+	1795	2004
YGL129C	chrVII	267538	269164	-	1627	1642
YGL128C	chrVII	269080	270198	-	1119	317
YGL127C	chrVII	270174	270831	-	658	777
YGL126W	chrVII	270997	272139	+	1143	2587
YGL125W	chrVII	272334	274777	+	2444	2034
YGL124C	chrVII	274662	276750	-	2089	1280
YGL123W	chrVII	277322	278470	+	1149	70979
YGL123C-A	chrVII	277634	277864	-	231	0
YGL122C	chrVII	278531	280546	-	2016	5035
YGL121C	chrVII	280543	281277	-	735	198
YGL120C	chrVII	281426	283993	-	2568	14897
YGL119W	chrVII	284156	286080	+	1925	2265
YGL118C	chrVII	288014	288451	-	438	1
YGL117W	chrVII	288426	289786	+	1361	403
YGL116W	chrVII	289645	291739	+	2095	1724
YGL115W	chrVII	291883	293114	+	1232	4527
YGL114W	chrVII	293208	295787	+	2580	3267
YGL113W	chrVII	295875	298224	+	2350	1355
YGL112C	chrVII	298027	299800	-	1774	4005
YGL111W	chrVII	299925	301697	+	1773	4443
YGL110C	chrVII	301371	303549	-	2179	581
YGL109W	chrVII	303513	303836	+	324	0
YGL108C	chrVII	303206	304117	-	912	196
YGL107C	chrVII	304211	306332	-	2122	3258
YGL106W	chrVII	306384	307179	+	796	4916
YGL105W	chrVII	307264	309514	+	2251	24611
YGL104C	chrVII	308566	310208	-	1643	0
YGL103W	chrVII	308491	311999	+	3509	2526
YGL102C	chrVII	311505	311933	-	429	0
YGL101W	chrVII	312075	313116	+	1042	2047
YGL100W	chrVII	313152	314399	+	1248	4078
YGL099W	chrVII	314567	316611	+	2045	5215
YGL098W	chrVII	317289	319101	+	1813	899
YGL097W	chrVII	321691	323346	+	1656	6173
YGL096W	chrVII	324774	326873	+	2100	705
YGL095C	chrVII	328782	330694	-	1913	2230
YGL094C	chrVII	330971	334654	-	3684	6564
YGL093W	chrVII	334824	337679	+	2856	2053
YGL092W	chrVII	337782	341915	+	4134	14443
YGL091C	chrVII	341818	343126	-	1309	1140
YGL090W	chrVII	343238	345261	+	2024	610
YGL089C	chrVII	344611	345192	-	582	0
YGL088W	chrVII	345836	346201	+	366	109054
YGL087C	chrVII	346202	346950	-	749	1906
YGL086W	chrVII	347119	349368	+	2250	2106
YGL085W	chrVII	349554	350648	+	1095	640
YGL084C	chrVII	350365	352351	-	1987	4205
YGL083W	chrVII	352978	355652	+	2675	2102
YGL082W	chrVII	355737	357515	+	1779	2824
YGL081W	chrVII	357190	358628	+	1439	66
YGL080W	chrVII	358411	359306	+	896	1613
YGL079W	chrVII	359407	360797	+	1391	810
YGL078C	chrVII	360096	362004	-	1909	4562
YGL077C	chrVII	361847	364083	-	2237	6353
YGL076C	chrVII	363988	366148	-	2161	55515
YGL075C	chrVII	366575	368283	-	1709	758
YGL074C	chrVII	368596	368922	-	327	0
YGL073W	chrVII	368424	371311	+	2888	2225
YGL072C	chrVII	371003	371362	-	360	2
YGL071W	chrVII	371531	374252	+	2722	2282
YGL070C	chrVII	374069	375039	-	971	2183
YGL069C	chrVII	375050	375514	-	465	0
YGL068W	chrVII	375040	375977	+	938	516
YGL067W	chrVII	376042	377506	+	1465	3183
YGL066W	chrVII	377418	379779	+	2362	1062
YGL065C	chrVII	379619	381327	-	1709	2246
YGL064C	chrVII	381450	383241	-	1792	1248
YGL063W	chrVII	383414	385226	+	1813	160
YGL063C-A	chrVII	383408	384651	-	1244	0
YGL062W	chrVII	385140	388873	+	3734	14093
YGL061C	chrVII	388687	389784	-	1098	583
YGL060W	chrVII	389935	392265	+	2331	2573
YGL059W	chrVII	392170	393891	+	1722	767
YGL058W	chrVII	393658	394900	+	1243	3253
YGL057C	chrVII	394754	395866	-	1113	763
YGL056C	chrVII	395953	397742	-	1790	1867
YGL055W	chrVII	398536	400442	+	1907	54695
YGL054C	chrVII	400185	401380	-	1196	4993
YGL053W	chrVII	402121	403626	+	1506	1240
YGL052W	chrVII	403437	403742	+	306	0
YGL051W	chrVII	403687	404391	+	705	327
YGL050W	chrVII	405691	407091	+	1401	1176
YGL049C	chrVII	406693	409803	-	3111	3803
YGL048C	chrVII	409852	411334	-	1483	9000
YGL047W	chrVII	411465	413966	+	2502	894
YGL045W	chrVII	413730	415957	+	2228	592
YGL044C	chrVII	415860	417275	-	1416	1853
YGL043W	chrVII	417461	418860	+	1400	1539
YGL042C	chrVII	418066	418659	-	594	0
YGL041C-B	chrVII	418555	419189	-	635	0
YGL041W-A	chrVII	418765	419501	+	737	0
YGL041C	chrVII	419022	419225	-	204	0
YGL040C	chrVII	419301	421171	-	1871	4890
YGL039W	chrVII	423344	425129	+	1786	3372
YGL038C	chrVII	424902	426922	-	2021	4179
YGL037C	chrVII	427152	428077	-	926	5507
YGL036W	chrVII	428601	431330	+	2730	3229
YGL035C	chrVII	431548	433062	-	1515	4274
YGL034C	chrVII	433197	433745	-	549	96
YGL033W	chrVII	435625	436401	+	777	36
YGL032C	chrVII	436470	437203	-	734	2960
YGL031C	chrVII	437223	438397	-	1175	5
YGL030W	chrVII	437385	439908	+	2524	19965
YGL029W	chrVII	439782	440626	+	845	572
YGL028C	chrVII	440982	443316	-	2335	15762
YGL027C	chrVII	443550	446217	-	2668	8981
YGL026C	chrVII	446209	448563	-	2355	23883
YGL025C	chrVII	448764	449957	-	1194	591
YGL024W	chrVII	449788	450123	+	336	1
YGL023C	chrVII	450069	452153	-	2085	2250
YGL022W	chrVII	452331	454735	+	2405	19406
YGL021W	chrVII	454785	457067	+	2283	3848
YGL020C	chrVII	457075	457978	-	904	2380
YGL019W	chrVII	458014	459119	+	1106	2709
YGL018C	chrVII	458794	459716	-	923	285
YGL017W	chrVII	459660	461519	+	1860	1384
YGL016W	chrVII	461610	465103	+	3494	9877
YGL015C	chrVII	464796	465757	-	962	15
YGL014W	chrVII	465720	468896	+	3177	4214
YGL014C-A	chrVII	466237	466398	-	162	0
YGL013C	chrVII	468997	472325	-	3329	5453
YGL012W	chrVII	472818	474684	+	1867	12673
YGL011C	chrVII	474194	475273	-	1080	3969
YGL010W	chrVII	475438	476366	+	929	455
YGL009C	chrVII	476115	478755	-	2641	41165
YGL008C	chrVII	479380	482905	-	3526	481278
YGL007C-A	chrVII	482644	483957	-	1314	0
YGL007W	chrVII	482841	484287	+	1447	71
YGL006W-A	chrVII	485423	485533	+	111	0
YGL006W	chrVII	485454	489575	+	4122	4638
YGL005C	chrVII	489493	490935	-	1443	965
YGL004C	chrVII	490562	491971	-	1410	833
YGL003C	chrVII	492285	495092	-	2808	2051
YGL002W	chrVII	494406	495430	+	1025	55
YGL001C	chrVII	495216	496774	-	1559	3795
YGR001C	chrVII	497018	498099	-	1082	2618
YGR002C	chrVII	498168	499924	-	1757	1119
YGR003W	chrVII	500103	502611	+	2509	2457
YGR004W	chrVII	502864	504654	+	1791	1610
YGR005C	chrVII	504480	505902	-	1423	1808
YGR006W	chrVII	506035	507418	+	1384	39
YGR007W	chrVII	506203	508079	+	1877	0
YGR008C	chrVII	507331	508446	-	1116	1181
YGR009C	chrVII	508908	511461	-	2554	2424
YGR010W	chrVII	511545	512732	+	1188	201
YGR011W	chrVII	511706	513093	+	1388	92
YGR012W	chrVII	512960	514469	+	1510	1810
YGR013W	chrVII	514500	516696	+	2197	1535
YGR014W	chrVII	516668	521059	+	4392	14794
YGR015C	chrVII	520802	522099	-	1298	561
YGR016W	chrVII	521934	523740	+	1807	4
YGR016C-A	chrVII	523246	523353	-	108	0
YGR017W	chrVII	522275	524794	+	2520	5
YGR018C	chrVII	523713	524756	-	1044	0
YGR019W	chrVII	525172	526917	+	1746	2538
YGR020C	chrVII	526588	527393	-	806	5384
YGR021W	chrVII	527556	528600	+	1045	837
YGR022C	chrVII	529257	529586	-	330	0
YGR023W	chrVII	529078	531190	+	2113	221
YGR024C	chrVII	531883	532596	-	714	1650
YGR025W	chrVII	532639	532941	+	303	3
YGR026W	chrVII	532858	534137	+	1280	4545
YGR027C	chrVII	533807	534785	-	979	25288
YGR028W	chrVII	542040	543539	+	1500	1362
YGR029W	chrVII	543509	544438	+	930	1029
YGR030C	chrVII	545436	546482	-	1047	10017
YGR031W	chrVII	546332	548216	+	1885	1394
